branch,document_id,criterion_id,item_uid,clause_id,path,entity_type,entity_text,operator,value_type,value,unit,computability,evidence_text,layer1a_issues,layer1b_flags,layer1c_warnings,layer1d_issues,all_layer1_codes,layer1_policy_bucket,layer1_policy_severity,layer1_policy_action_hint,layer1_policy_reasons,layer1_policy_score,layer1_policy_hard_issue_count,layer1_policy_execution_issue_count
A,NCT03376763,NCT03376763_exc__item2_C9,NCT03376763_exc__item2,C9,exclusion_criteria.children[1].children[7],condition,"Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders",exists,null,,,computable,"including schizoaffective disorder, major depressive disorder, bipolar disorder, delirium, dementia, amnesia, Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders",,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03376763,NCT03376763_exc__item2_C10,NCT03376763_exc__item2,C10,exclusion_criteria.children[1].children[8],condition,"Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders",exists,null,,,computable,"including schizoaffective disorder, major depressive disorder, bipolar disorder, delirium, dementia, amnesia, Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders",,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03376763,NCT03376763_exc__item2_C11,NCT03376763_exc__item2,C11,exclusion_criteria.children[1].children[9],condition,"Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders",exists,null,,,computable,"including schizoaffective disorder, major depressive disorder, bipolar disorder, delirium, dementia, amnesia, Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders",,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03376763,NCT03376763_exc__item2_C12,NCT03376763_exc__item2,C12,exclusion_criteria.children[1].children[10],condition,"Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders",exists,null,,,computable,"including schizoaffective disorder, major depressive disorder, bipolar disorder, delirium, dementia, amnesia, Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders",,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03376763,NCT03376763_exc__item2_C13,NCT03376763_exc__item2,C13,exclusion_criteria.children[1].children[11],condition,"Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders",exists,null,,,computable,"including schizoaffective disorder, major depressive disorder, bipolar disorder, delirium, dementia, amnesia, Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders",,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03376763,NCT03376763_exc__item2_C14,NCT03376763_exc__item2,C14,exclusion_criteria.children[1].children[12],condition,"Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders",exists,null,,,computable,"including schizoaffective disorder, major depressive disorder, bipolar disorder, delirium, dementia, amnesia, Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders",,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03376763,NCT03376763_exc__item2_C15,NCT03376763_exc__item2,C15,exclusion_criteria.children[1].children[13],condition,"Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders",exists,null,,,computable,"including schizoaffective disorder, major depressive disorder, bipolar disorder, delirium, dementia, amnesia, Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders",,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03376763,NCT03376763_exc__item2_C16,NCT03376763_exc__item2,C16,exclusion_criteria.children[1].children[14],condition,"Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders",exists,null,,,computable,"including schizoaffective disorder, major depressive disorder, bipolar disorder, delirium, dementia, amnesia, Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders",,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03376763,NCT03376763_exc__item3_C1,NCT03376763_exc__item3,C1,exclusion_criteria.children[2].children[0],condition,diseases,exists,null,,,computable,Subjects with diseases of the central nervous system that may impact the assessment of the psychotic symptoms as per investigator's opinion.,,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03376763,NCT03376763_exc__item3_C2,NCT03376763_exc__item3,C2,exclusion_criteria.children[2].children[1],condition,diseases,exists,null,,,computable,diseases of the central nervous system that may impact the assessment of the psychotic symptoms as per investigator's opinion.,,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03376763,NCT03376763_exc__item4_C1,NCT03376763_exc__item4,C1,exclusion_criteria.children[3].children[0],drug,clozapine,exists,null,,,computable,treated with clozapine or long-acting injectable antipsychotic drugs within 3 months prior to the screening,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03376763,NCT03376763_exc__item4_C2,NCT03376763_exc__item4,C2,exclusion_criteria.children[3].children[1],drug,long-acting injectable antipsychotic drugs,exists,null,,,partial,treated with clozapine or long-acting injectable antipsychotic drugs within 3 months prior to the screening,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03376763,NCT03376763_exc__item5_C1,NCT03376763_exc__item5,C1,exclusion_criteria.children[4],drug,oral antipsychotics,exists,null,,,computable,Subjects who have been treated over maximum maintenance dose (as specified in each label) of oral antipsychotics at screening.,,,temporal_marker_without_temporal_context,,layer1c:temporal_marker_without_temporal_context,hard_or_semantic_layer1_issue,high,mandatory_rescue_or_review_candidate,high_semantic:temporal_marker_without_temporal_context,1.0,1,0
A,NCT03376763,NCT03376763_exc__item6_C1,NCT03376763_exc__item6,C1,exclusion_criteria.children[5].children[0],condition,violent behaviour,exists,null,,,computable,a significant risk of violent behaviour or a significant risk of committing suicide based on history or investigator's judgment,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03376763,NCT03376763_exc__item6_C2,NCT03376763_exc__item6,C2,exclusion_criteria.children[5].children[1],condition,committing suicide,exists,null,,,computable,a significant risk of violent behaviour or a significant risk of committing suicide based on history or investigator's judgment,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03376763,NCT03376763_exc__item7_C1,NCT03376763_exc__item7,C1,exclusion_criteria.children[6].children[0],condition,seizures,exists,null,,,computable,"Subjects had a history of seizures, neuroleptic malignant syndrome, clinically significant tardive dyskinesia, or other medical condition that would expose them to undue risk or interfere with study assessments.",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03376763,NCT03376763_exc__item7_C2,NCT03376763_exc__item7,C2,exclusion_criteria.children[6].children[1],condition,neuroleptic malignant syndrome,exists,null,,,computable,"Subjects had a history of seizures, neuroleptic malignant syndrome, clinically significant tardive dyskinesia, or other medical condition that would expose them to undue risk or interfere with study assessments.",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03376763,NCT03376763_exc__item7_C3,NCT03376763_exc__item7,C3,exclusion_criteria.children[6].children[2],condition,tardive dyskinesia,exists,null,,,computable,"Subjects had a history of seizures, neuroleptic malignant syndrome, clinically significant tardive dyskinesia, or other medical condition that would expose them to undue risk or interfere with study assessments.",,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03376763,NCT03376763_exc__item7_C4,NCT03376763_exc__item7,C4,exclusion_criteria.children[6].children[3],condition,tardive dyskinesia,exists,null,,,computable,"Subjects had a history of seizures, neuroleptic malignant syndrome, clinically significant tardive dyskinesia, or other medical condition that would expose them to undue risk or interfere with study assessments.",,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03376763,NCT03376763_exc__item7_C5,NCT03376763_exc__item7,C5,exclusion_criteria.children[6].children[4],condition,tardive dyskinesia,exists,null,,,computable,"Subjects had a history of seizures, neuroleptic malignant syndrome, clinically significant tardive dyskinesia, or other medical condition that would expose them to undue risk or interfere with study assessments.",,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03376763,NCT03376763_exc__item8_C1,NCT03376763_exc__item8,C1,exclusion_criteria.children[7],condition,drug abuse disorder,exists,null,,,computable,"Significant history of drug abuse disorder (including alcohol, as defined in DSM-5 substance use disorder or in the opinion of the investigator) within the last 6 months prior to screening.",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03376763,NCT03376763_exc__item9_C1,NCT03376763_exc__item9,C1,exclusion_criteria.children[8],other,participating in another interventional clinical trial within 30 days prior to screening,exists,null,,,partial,Subjects participating another interventional clinical trial within 30 days prior to screening.,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03376763,NCT03376763_exc__item10_C1,NCT03376763_exc__item10,C1,exclusion_criteria.children[9].children[0],demographic,pregnant,exists,null,,,computable,pregnant,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03376763,NCT03376763_exc__item10_C2,NCT03376763_exc__item10,C2,exclusion_criteria.children[9].children[1],other,nursing,exists,null,,,partial,nursing,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03376763,NCT03376763_exc__item10_C3,NCT03376763_exc__item10,C3,exclusion_criteria.children[9].children[2],demographic,plan to become pregnant while in the trial,exists,null,,,computable,plan to become pregnant while in the trial,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03376763,NCT03376763_exc__item11_C1,NCT03376763_exc__item11,C1,exclusion_criteria.children[10].children[0],other,any other clinically significant finding of the physical examination that make investigator consider that it would be inappropriate to participate in this study,exists,null,,,non_computable,any other clinically significant finding of the physical examination or laboratory value that make investigator consider that it would be inappropriate to participate in this study,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT03376763,NCT03376763_exc__item11_C2,NCT03376763_exc__item11,C2,exclusion_criteria.children[10].children[1],other,any other clinically significant laboratory value that make investigator consider that it would be inappropriate to participate in this study,exists,null,,,non_computable,any other clinically significant finding of the physical examination or laboratory value that make investigator consider that it would be inappropriate to participate in this study,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_inc__item1_C1,NCT00461136_inc__item1,C1,inclusion_criteria.children[0].children[0],demographic,male patients,exists,null,,,computable,Male and/or female patients,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_inc__item1_C2,NCT00461136_inc__item1,C2,inclusion_criteria.children[0].children[1].children[0],demographic,female patients,exists,null,,,computable,Male and/or female patients,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_inc__item1_C3,NCT00461136_inc__item1,C3,inclusion_criteria.children[0].children[1].children[1],demographic,30-80 years of age,exists,null,,,computable,from 30-80 years of age,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_inc__item1_C4,NCT00461136_inc__item1,C4,inclusion_criteria.children[0].children[1].children[2],condition,Type 2 diabetes,exists,null,,,computable,with a diagnosis of Type 2 diabetes (WHO criteria),,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_inc__item2_C1,NCT00461136_inc__item2,C1,inclusion_criteria.children[1].children[0],condition,diabetic nephropathy,exists,null,,,computable,Incipient and established diabetic nephropathy,,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_inc__item2_C2,NCT00461136_inc__item2,C2,inclusion_criteria.children[1].children[1].children[0],condition,diabetic nephropathy,exists,null,,,computable,Incipient and established diabetic nephropathy,,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_inc__item2_C3,NCT00461136_inc__item2,C3,inclusion_criteria.children[1].children[1].children[1],lab,urinary albumin excretion,>=,scalar,100,mg/day,computable,urinary albumin excretion ≥ 100 mg/day but ≤ 2000 mg/day,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_inc__item2_C4,NCT00461136_inc__item2,C4,inclusion_criteria.children[1].children[1].children[2],lab,urinary albumin excretion,<=,scalar,2000,mg/day,computable,urinary albumin excretion ≥ 100 mg/day but ≤ 2000 mg/day,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_inc__item3_C1,NCT00461136_inc__item3,C1,inclusion_criteria.children[2].children[0],lab,Glomerular filtration rate (GFR),>=,scalar,40,ml/min,computable,Glomerular filtration rate (GFR) ≥ 40 ml/min,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_inc__item3_C2,NCT00461136_inc__item3,C2,inclusion_criteria.children[2].children[1],observation,GFR estimated using Modification of Diet in Renal Disease (MDRD) formula,exists,null,,,partial,estimated using Modification of Diet in Renal Disease (MDRD) formula,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_inc__item3_C3,NCT00461136_inc__item3,C3,inclusion_criteria.children[2].children[2],other,GFR measurement in the last 4 months,exists,null,,,partial,in the last 4 months,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_inc__item4_C1,NCT00461136_inc__item4,C1,inclusion_criteria.children[3].children[0],condition,postmenopausal,exists,null,,,computable,Female patients must be postmenopausal,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_inc__item4_C2,NCT00461136_inc__item4,C2,inclusion_criteria.children[3].children[1],procedure,bilateral oophorectomy,exists,null,,,computable,must have had a bilateral oophorectomy,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_inc__item4_C3,NCT00461136_inc__item4,C3,inclusion_criteria.children[3].children[2],condition,surgically sterilized,exists,null,,,computable,must have been surgically sterilized,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_inc__item4_C4,NCT00461136_inc__item4,C4,inclusion_criteria.children[3].children[3],condition,hysterectomized,>=,scalar,6,months,computable,hysterectomized at least 6 months prior to screening,,,comparison_with_non_quantitative_entity,,layer1c:comparison_with_non_quantitative_entity,hard_or_semantic_layer1_issue,high,mandatory_rescue_or_review_candidate,high_semantic:comparison_with_non_quantitative_entity,1.0,1,0
A,NCT00461136,NCT00461136_inc__item5_C1,NCT00461136_inc__item5,C1,inclusion_criteria.children[4].children[0].children[0],vital,blood pressure,>=,scalar,"""135/85""",mm Hg,partial,Patients on ongoing hypertensive therapy must have a blood pressure ≥ 135/85 mm Hg but lower than 170/105 mm Hg at baseline (Day -1),,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_inc__item5_C2,NCT00461136_inc__item5,C2,inclusion_criteria.children[4].children[0].children[1],vital,blood pressure,<,scalar,"""170/105""",mm Hg,partial,Patients on ongoing hypertensive therapy must have a blood pressure ≥ 135/85 mm Hg but lower than 170/105 mm Hg at baseline (Day -1),,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_inc__item5_C3,NCT00461136_inc__item5,C3,inclusion_criteria.children[4].children[0].children[2],drug,stable antihypertensive medications,>=,scalar,8,week,partial,patients must be on stable antihypertensive medications for at least 8 weeks prior to baseline (Day -1),,,comparison_with_non_quantitative_entity,,layer1c:comparison_with_non_quantitative_entity,hard_or_semantic_layer1_issue,high,mandatory_rescue_or_review_candidate,high_semantic:comparison_with_non_quantitative_entity,1.0,1,0
A,NCT00461136,NCT00461136_inc__item5_C4,NCT00461136_inc__item5,C4,inclusion_criteria.children[4].children[1].children[0],vital,blood pressure,>=,scalar,"""135/85""",mm Hg,partial,Newly diagnosed hypertensive patients must have a blood pressure ≥ 135/85 mm Hg but lower than 170/105 mm Hg at baseline (Day -1),,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_inc__item5_C5,NCT00461136_inc__item5,C5,inclusion_criteria.children[4].children[1].children[1],vital,blood pressure,<,scalar,"""170/105""",mm Hg,partial,Newly diagnosed hypertensive patients must have a blood pressure ≥ 135/85 mm Hg but lower than 170/105 mm Hg at baseline (Day -1),,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_inc__item6_C1,NCT00461136_inc__item6,C1,inclusion_criteria.children[5].children[0],drug,hypoglycemic medications,exists,null,,,computable,Patients must be on stable hypoglycemic medications,,,critical_qualifier_missing_from_entity,,layer1c:critical_qualifier_missing_from_entity,hard_or_semantic_layer1_issue,high,mandatory_rescue_or_review_candidate,high_semantic:critical_qualifier_missing_from_entity,1.0,1,0
A,NCT00461136,NCT00461136_inc__item6_C2,NCT00461136_inc__item6,C2,inclusion_criteria.children[5].children[1],drug,hypoglycemic medications,exists,null,,,partial,for at least 8 weeks prior to Visit 2 ( Day -1),,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_inc__item7_C1,NCT00461136_inc__item7,C1,inclusion_criteria.children[6].children[0],other,willing to discontinue all Angiotensin-converting enzyme inhibitor (ACEI) medications,exists,null,,,non_computable,"Patients must be willing and medically able to discontinue all Angiotensin-converting enzyme inhibitor (ACEI), Angiotensin receptor blocker (ARB), aldosterone receptor antagonist and potassium sparing diuretic medications for the duration of the study.",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_inc__item7_C2,NCT00461136_inc__item7,C2,inclusion_criteria.children[6].children[1],other,medically able to discontinue all Angiotensin-converting enzyme inhibitor (ACEI) medications,exists,null,,,partial,"Patients must be willing and medically able to discontinue all Angiotensin-converting enzyme inhibitor (ACEI), Angiotensin receptor blocker (ARB), aldosterone receptor antagonist and potassium sparing diuretic medications for the duration of the study.",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_inc__item7_C3,NCT00461136_inc__item7,C3,inclusion_criteria.children[6].children[2],other,willing to discontinue all Angiotensin receptor blocker (ARB) medications,exists,null,,,non_computable,"Patients must be willing and medically able to discontinue all Angiotensin-converting enzyme inhibitor (ACEI), Angiotensin receptor blocker (ARB), aldosterone receptor antagonist and potassium sparing diuretic medications for the duration of the study.",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_inc__item7_C4,NCT00461136_inc__item7,C4,inclusion_criteria.children[6].children[3],other,medically able to discontinue all Angiotensin receptor blocker (ARB) medications,exists,null,,,partial,"Patients must be willing and medically able to discontinue all Angiotensin-converting enzyme inhibitor (ACEI), Angiotensin receptor blocker (ARB), aldosterone receptor antagonist and potassium sparing diuretic medications for the duration of the study.",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_inc__item7_C5,NCT00461136_inc__item7,C5,inclusion_criteria.children[6].children[4],other,willing to discontinue all aldosterone receptor antagonist medications,exists,null,,,non_computable,"Patients must be willing and medically able to discontinue all Angiotensin-converting enzyme inhibitor (ACEI), Angiotensin receptor blocker (ARB), aldosterone receptor antagonist and potassium sparing diuretic medications for the duration of the study.",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_inc__item7_C6,NCT00461136_inc__item7,C6,inclusion_criteria.children[6].children[5],other,medically able to discontinue all aldosterone receptor antagonist medications,exists,null,,,partial,"Patients must be willing and medically able to discontinue all Angiotensin-converting enzyme inhibitor (ACEI), Angiotensin receptor blocker (ARB), aldosterone receptor antagonist and potassium sparing diuretic medications for the duration of the study.",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_inc__item7_C7,NCT00461136_inc__item7,C7,inclusion_criteria.children[6].children[6],other,willing to discontinue all potassium sparing diuretic medications,exists,null,,,non_computable,"Patients must be willing and medically able to discontinue all Angiotensin-converting enzyme inhibitor (ACEI), Angiotensin receptor blocker (ARB), aldosterone receptor antagonist and potassium sparing diuretic medications for the duration of the study.",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_inc__item7_C8,NCT00461136_inc__item7,C8,inclusion_criteria.children[6].children[7],other,medically able to discontinue all potassium sparing diuretic medications,exists,null,,,partial,"Patients must be willing and medically able to discontinue all Angiotensin-converting enzyme inhibitor (ACEI), Angiotensin receptor blocker (ARB), aldosterone receptor antagonist and potassium sparing diuretic medications for the duration of the study.",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_inc__item8_C1,NCT00461136_inc__item8,C1,inclusion_criteria.children[7],vital,oral body temperature,between,range,"{""min"": 35.0, ""max"": 37.5}",°C,computable,Oral body temperature within the range 35.0-37.5 °C,,,temporal_marker_without_temporal_context,,layer1c:temporal_marker_without_temporal_context,hard_or_semantic_layer1_issue,high,mandatory_rescue_or_review_candidate,high_semantic:temporal_marker_without_temporal_context,1.0,1,0
A,NCT00461136,NCT00461136_inc__item9_C1,NCT00461136_inc__item9,C1,inclusion_criteria.children[8],other,provide written informed consent prior to study participation,exists,null,,,non_computable,Able to provide written informed consent prior to study participation.,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_inc__item10_C1,NCT00461136_inc__item10,C1,inclusion_criteria.children[9].children[0],other,able to communicate well with the investigator,exists,null,,,non_computable,Able to communicate well with the investigator,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_inc__item10_C2,NCT00461136_inc__item10,C2,inclusion_criteria.children[9].children[1],other,comply with the requirements of the study,exists,null,,,non_computable,comply with the requirements of the study,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_exc__item1_C1,NCT00461136_exc__item1,C1,exclusion_criteria.children[0].children[0].children[0],condition,Severe Hypertension Grade 3 WHO classification,exists,null,,,partial,Severe Hypertension Grade 3 WHO classification,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_exc__item1_C2,NCT00461136_exc__item1,C2,exclusion_criteria.children[0].children[0].children[1],vital,Mean Sitting Diastolic Blood Pressure (MSDBP),>=,scalar,110,mmHg,partial,Mean Sitting Diastolic Blood Pressure (MSDBP) 110 mmHg,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_exc__item1_C3,NCT00461136_exc__item1,C3,exclusion_criteria.children[0].children[1],vital,Mean Sitting Systolic Blood Pressure MSSBP,>=,scalar,180,mmHg,partial,Mean Sitting Systolic Blood Pressure MSSBP 180 mmHg,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_exc__item2_C1,NCT00461136_exc__item2,C1,exclusion_criteria.children[1].children[0],drug,Acetylsalicyclic acid (,>,scalar,1,g,computable,Acetylsalicyclic acid (ASA) treatment >1g/day,,,comparison_entity_mismatch_from_source;comparison_with_non_quantitative_entity,,layer1c:comparison_entity_mismatch_from_source;layer1c:comparison_with_non_quantitative_entity,hard_or_semantic_layer1_issue,high,mandatory_rescue_or_review_candidate,high_semantic:comparison_entity_mismatch_from_source|comparison_with_non_quantitative_entity,1.0,2,0
A,NCT00461136,NCT00461136_exc__item2_C2,NCT00461136_exc__item2,C2,exclusion_criteria.children[1].children[1],drug,Non steroidal anti-inflammatory drug (NSAIDs),exists,null,,,computable,regular use of Non steroidal anti-inflammatory drug (NSAIDs),,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_exc__item3_C1,NCT00461136_exc__item3,C1,exclusion_criteria.children[2].children[0],condition,Kidney disease,exists,null,,,computable,Kidney disease not caused by diabetes or hypertension,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_exc__item3_C2,NCT00461136_exc__item3,C2,exclusion_criteria.children[2].children[1],condition,kidney disease caused by diabetes,not_exists,null,,,partial,not caused by diabetes,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_exc__item3_C3,NCT00461136_exc__item3,C3,exclusion_criteria.children[2].children[2],condition,hypertension,not_exists,null,,,computable,or hypertension,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_exc__item4_C1,NCT00461136_exc__item4,C1,exclusion_criteria.children[3].children[0],lab,Serum potassium,>,scalar,3.5,mEq/L,computable,Serum potassium < 3.5 or > 5.1 mEq/L,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_exc__item4_C2,NCT00461136_exc__item4,C2,exclusion_criteria.children[3].children[1],lab,Serum potassium,>,scalar,5.1,mEq/L,computable,Serum potassium < 3.5 or > 5.1 mEq/L,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_exc__item5_C1,NCT00461136_exc__item5,C1,exclusion_criteria.children[4],lab,GFR,<,scalar,40,ml/min,computable,GFR < 40 ml/min/1.73m2 as measured by the MDRD formula,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_exc__item6_C1,NCT00461136_exc__item6,C1,exclusion_criteria.children[5],lab,Serum albumin,<,scalar,2.0,mg/dL,computable,Serum albumin < 2.0mg/dL,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_exc__item7_C1,NCT00461136_exc__item7,C1,exclusion_criteria.children[6].children[0],condition,hypertensive encephalopathy,exists,null,,,computable,History of hypertensive encephalopathy or cerebrovascular accident at any time prior to Visit1.,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_exc__item7_C2,NCT00461136_exc__item7,C2,exclusion_criteria.children[6].children[1],condition,cerebrovascular accident,exists,null,,,computable,History of hypertensive encephalopathy or cerebrovascular accident at any time prior to Visit1.,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_exc__item8_C1,NCT00461136_exc__item8,C1,exclusion_criteria.children[7].children[0],condition,heart failure,exists,null,,,computable,Current diagnosis of heart failure (New York Heart Association (NYHA) Class II-IV),,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
