branch,document_id,criterion_id,item_uid,clause_id,final_decision,final_decision_severity,final_decision_reasons,final_decision_rule,entity_type,entity_text,operator,value_type,value,unit,computability,non_computable_reason,evidence_text,branch_a_risk_label,branch_a_leaf_support,branch_a_risk_score,branch_a_risk_reasons,branch_a_layer1_action_hint,branch_a_layer1_bucket,branch_a_layer1_severity,branch_b_semantic_grounding_risk_label,branch_b_execution_risk_label,branch_b_final_routing_decision,branch_b_semantic_grounding_support,branch_b_execution_support,branch_b_routing_reasons,branch_b_layer1_action_hint,branch_b_layer1_bucket,branch_b_layer1_severity,rescue_candidate_id,rescue_final_decision,rescue_apply_action,rescue_apply_status,rescue_changed_fields,rescue_skip_reason,rescue_selected_source,rescue_local_validation_status,hybrid_b_reference_decision,hybrid_b_reference_rule
B,NCT02201316,NCT02201316_inc__item4_C3,NCT02201316_inc__item4,C3,partial,1,branch_b_partial_computability,B_partial_computability,condition,pre-menopausal status,exists,null,,,partial,,pre-menopausal females,,,,,,,,reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.8,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02201316,NCT02201316_inc__item4_C4,NCT02201316_inc__item4,C4,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,procedure,tubal ligation,exists,null,,,computable,,with a documented tubal ligation,,,,,,,,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.95,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02201316,NCT02201316_inc__item4_C5,NCT02201316_inc__item4,C5,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,procedure,hysterectomy,exists,null,,,computable,,or hysterectomy,,,,,,,,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.9,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02201316,NCT02201316_inc__item4_C6,NCT02201316_inc__item4,C6,partial,1,branch_b_partial_computability,B_partial_computability,condition,postmenopausal status,exists,null,,,partial,,or postmenopausal,,,,,,,,reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.8,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02201316,NCT02201316_inc__item4_C7,NCT02201316_inc__item4,C7,partial,1,branch_b_partial_computability,B_partial_computability,observation,spontaneous amenorrhea duration,>=,scalar,12,month,partial,,defined as 12 months of spontaneous amenorrhea,,,,,,,,reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.65,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02201316,NCT02201316_inc__item4_C8,NCT02201316_inc__item4,C8,partial,1,branch_b_optional_verifier_or_review,B_optional_review_partial,lab,follicle stimulating hormone (FSH),>,scalar,40,mIU/mL,computable,,follicle stimulating hormone (FSH) > 40 milli-international units per milliliter (MlU/mL),,,,,,,,reference_intermediate_support,reference_high_support_not_auto_accept,optional_llm_verifier_or_review,0.65,1.0,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02201316,NCT02201316_inc__item4_C9,NCT02201316_inc__item4,C9,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,lab,estradiol,<,scalar,40,pg/mL,computable,,estradiol < 40 picograms per mililiter (pg/mL),,,,,,,,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.9,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02201316,NCT02201316_inc__item4_C10,NCT02201316_inc__item4,C10,partial,1,branch_b_computability_review,B_computability_review,observation,child-bearing potential,exists,null,,,partial,,Child-bearing potential,,,,,,,,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.9,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02201316,NCT02201316_inc__item4_C11,NCT02201316_inc__item4,C11,human_review,3,candidate_selection_rescue_returned_human_review,B_rescue_unresolved,lab,serum human chorionic gonadotrophin (hCG) pregnancy test,=,scalar,negative,,partial,,negative pregnancy test as determined by serum human chorionic gonadotrophin (hCG) test at screening or prior to dosing,,,,,,,,reference_review_priority,reference_intermediate_support,llm_verifier,0.5,0.6,layer1_policy_mandatory_verifier,mandatory_verifier_candidate,hard_semantic_or_structural_issue,high,B__NCT02201316_inc__item4_C11__B_main_llm_rescue__entity_regrounding,human_review,no_update,skipped,[],not_applicable_final_decision:human_review,,,,
B,NCT02201316,NCT02201316_inc__item4_C12,NCT02201316_inc__item4,C12,human_review,3,candidate_selection_rescue_returned_human_review,B_rescue_unresolved,other,agrees to use contraception methods listed in protocol,exists,null,,,non_computable,,Agrees to use one of the contraception methods listed in protocol for an appropriate period of time (as determined by the product label or investigator) prior to the start of dosing,,,,,,,,reference_review_priority,reference_review_priority,llm_verifier,0.5,0.35,hard_semantic_grounding_uncertainty,continue_to_layer2,no_layer1_issue,none,B__NCT02201316_inc__item4_C12__B_main_llm_rescue__entity_regrounding,human_review,no_update,skipped,[],not_applicable_final_decision:human_review,,,,
B,NCT02201316,NCT02201316_inc__item4_C13,NCT02201316_inc__item4,C13,non_computable,2,branch_b_non_computable,B_non_computable,other,agrees to use contraception until follow-up contact visit,exists,null,,,non_computable,,Female subjects must agree to use contraception until the follow-up contact visit,,,,,,,,reference_intermediate_support,reference_review_priority,optional_llm_verifier_or_review,0.8,0.35,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02201316,NCT02201316_inc__item4_C14,NCT02201316_inc__item4,C14,non_computable,2,branch_b_non_computable,B_non_computable,observation,only same-sex partners as preferred and usual lifestyle,exists,null,,,non_computable,,"has only same-sex partners, when this is her preferred and usual lifestyle",,,,,,,,reference_intermediate_support,reference_review_priority,optional_llm_verifier_or_review,0.8,0.35,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02201316,NCT02201316_inc__item5_C1,NCT02201316_inc__item5,C1,partial,1,branch_b_computability_review,B_computability_review,demographic,Male subjects with female partners of child-bearing potential,exists,null,,,partial,,Male subjects with female partners of child-bearing potential,,,,,,,,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.9,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02201316,NCT02201316_inc__item5_C2,NCT02201316_inc__item5,C2,non_computable,2,branch_b_non_computable,B_non_computable,observation,agree to use one of the contraception methods listed in Protocol,exists,null,,,non_computable,,must agree to use one of the contraception methods listed in Protocol,,,,,,,,reference_high_support_not_auto_accept,reference_review_priority,computability_review,1.0,0.35,execution_support_reference_review_priority,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02201316,NCT02201316_inc__item5_C3,NCT02201316_inc__item5,C3,non_computable,2,branch_b_non_computable,B_non_computable,observation,criterion followed from first dose of study medication until follow-up contact visit,exists,null,,,non_computable,,This criterion must be followed from the time of the first dose of study medication until the follow-up contact visit.,,,,,,,,reference_intermediate_support,reference_review_priority,optional_llm_verifier_or_review,0.8,0.35,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02201316,NCT02201316_inc__item6_C1,NCT02201316_inc__item6,C1,non_computable,2,branch_b_non_computable,B_non_computable,other,capable of giving written informed consent,exists,null,,,non_computable,,Capable of giving written informed consent,,,,,,,,reference_high_support_not_auto_accept,reference_review_priority,computability_review,0.95,0.35,execution_support_reference_review_priority,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02201316,NCT02201316_inc__item6_C2,NCT02201316_inc__item6,C2,non_computable,2,branch_b_non_computable,B_non_computable,other,capable of compliance with the requirements listed in the consent form,exists,null,,,non_computable,,compliance with the requirements and restrictions listed in the consent form,,,,,,,,reference_intermediate_support,reference_review_priority,optional_llm_verifier_or_review,0.8,0.35,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02201316,NCT02201316_inc__item6_C3,NCT02201316_inc__item6,C3,non_computable,2,branch_b_non_computable,B_non_computable,other,capable of compliance with the restrictions listed in the consent form,exists,null,,,non_computable,,compliance with the requirements and restrictions listed in the consent form,,,,,,,,reference_intermediate_support,reference_review_priority,optional_llm_verifier_or_review,0.8,0.35,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02201316,NCT02201316_inc__item7_C1,NCT02201316_inc__item7,C1,human_review,3,candidate_selection_rescue_returned_human_review,B_rescue_unresolved,lab,alanine aminotransferase,<=,scalar,1.5x ULN,,partial,,"Alanine aminotransferase, alkaline phosphatase and bilirubin <=1.5x upper limit of normal (ULN)",,,,,,,,reference_review_priority,reference_intermediate_support,llm_verifier,0.5,0.6,layer1_policy_mandatory_verifier,mandatory_verifier_candidate,hard_semantic_or_structural_issue,high,B__NCT02201316_inc__item7_C1__B_main_llm_rescue__branch_b_field_level_semantic_judge,human_review,no_update,skipped,[],not_applicable_final_decision:human_review,,,,
B,NCT02201316,NCT02201316_inc__item7_C2,NCT02201316_inc__item7,C2,partial,1,branch_b_computability_review,B_computability_review,lab,alkaline phosphatase,<=,scalar,1.5x ULN,,partial,,"Alanine aminotransferase, alkaline phosphatase and bilirubin <=1.5x upper limit of normal (ULN)",,,,,,,,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,1.0,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02201316,NCT02201316_inc__item7_C3,NCT02201316_inc__item7,C3,human_review,3,branch_b_layer1_mandatory_verifier_remains,B_layer1_hard_issue,lab,bilirubin,<=,scalar,1.5x ULN,,partial,,"Alanine aminotransferase, alkaline phosphatase and bilirubin <=1.5x upper limit of normal (ULN)",,,,,,,,reference_review_priority,reference_intermediate_support,llm_verifier,0.5,0.6,layer1_policy_mandatory_verifier,mandatory_verifier_candidate,hard_semantic_or_structural_issue,high,B__NCT02201316_inc__item7_C3__B_main_llm_rescue__branch_b_field_level_semantic_judge,no_change,no_update,skipped,[],not_applicable_final_decision:no_change,,,,
B,NCT02201316,NCT02201316_inc__item7_C4,NCT02201316_inc__item7,C4,human_review,3,candidate_selection_rescue_returned_human_review,B_rescue_unresolved,lab,direct bilirubin,<,scalar,35,%,partial,,(isolated bilirubin >1.5xULN is acceptable if bilirubin is fractionated and direct bilirubin <35%),,,,,,,,reference_review_priority,reference_intermediate_support,llm_verifier,0.4,0.6,layer1_policy_mandatory_verifier,mandatory_verifier_candidate,hard_semantic_or_structural_issue,high,B__NCT02201316_inc__item7_C4__B_main_llm_rescue__condition_exception_context_recovery,human_review,no_update,skipped,[],not_applicable_final_decision:human_review,,,,
B,NCT02201316,NCT02201316_inc__item8_C1,NCT02201316_inc__item8,C1,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,lab,QTcF,<,scalar,450,msec,computable,,QTcF < 450 msec,,,,,,,,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.9,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02201316,NCT02201316_exc__item1_C1,NCT02201316_exc__item1,C1,human_review,3,branch_b_semantic_grounding_high_risk,B_semantic_high_risk,condition,liver disease,exists,null,,,computable,,Current or chronic history of liver disease,,,,,,,,reference_review_priority,reference_high_support_not_auto_accept,optional_llm_verifier_or_review,0.45,1.0,semantic_grounding_reference_review_priority,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02201316,NCT02201316_exc__item1_C2,NCT02201316_exc__item1,C2,human_review,3,branch_b_semantic_grounding_high_risk,B_semantic_high_risk,condition,liver disease,exists,null,,,computable,,Current or chronic history of liver disease,,,,,,,,reference_review_priority,reference_high_support_not_auto_accept,optional_llm_verifier_or_review,0.45,1.0,semantic_grounding_reference_review_priority,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02201316,NCT02201316_exc__item1_C3,NCT02201316_exc__item1,C3,human_review,3,branch_b_final_routing_llm_verifier,B_llm_verifier,condition,known hepatic or biliary abnormalities (with the exception of Gilbert's syndrome or asymptomatic gallstones),exists,null,,,partial,,known hepatic or biliary abnormalities (with the exception of Gilbert's syndrome or asymptomatic gallstones),,,,,,,,reference_review_priority,reference_intermediate_support,llm_verifier,0.5,0.6,hard_semantic_grounding_uncertainty,continue_to_layer2,no_layer1_issue,none,B__NCT02201316_exc__item1_C3__B_main_llm_rescue__entity_regrounding,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_text"", ""non_computable_reason""]",,,,,
B,NCT02201316,NCT02201316_exc__item1_C4,NCT02201316_exc__item1,C4,human_review,3,candidate_selection_rescue_returned_human_review,B_rescue_unresolved,condition,biliary abnormalities (except asymptomatic gallstones),exists,null,,,partial,,known hepatic or biliary abnormalities (with the exception of Gilbert's syndrome or asymptomatic gallstones),,,,,,,,reference_review_priority,reference_intermediate_support,llm_verifier,0.5,0.6,hard_semantic_grounding_uncertainty,continue_to_layer2,no_layer1_issue,none,B__NCT02201316_exc__item1_C4__B_main_llm_rescue__entity_regrounding,human_review,no_update,skipped,[],not_applicable_final_decision:human_review,,,,
B,NCT02201316,NCT02201316_exc__item2_C1,NCT02201316_exc__item2,C1,partial,1,branch_b_computability_review,B_computability_review,observation,regular alcohol consumption,exists,null,,,partial,,History of regular alcohol consumption within 6 months of the study,,,,,,,,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.95,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02201316,NCT02201316_exc__item2_C2,NCT02201316_exc__item2,C2,partial,1,branch_b_partial_computability,B_partial_computability,observation,average weekly alcohol intake (units) for males,>,scalar,21,unit/week,partial,,An average weekly intake of >21 units for males or >14 units for females.,,,,,,,,reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.65,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02201316,NCT02201316_exc__item2_C3,NCT02201316_exc__item2,C3,partial,1,branch_b_partial_computability,B_partial_computability,observation,average weekly alcohol intake (units) for females,>,scalar,14,unit/week,partial,,An average weekly intake of >21 units for males or >14 units for females.,,,,,,,,reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.65,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02201316,NCT02201316_exc__item3_C1,NCT02201316_exc__item3,C1,partial,1,branch_b_computability_review,B_computability_review,drug,sensitivity to heparin,exists,null,,,partial,,History of sensitivity to heparin or heparin-induced thrombocytopenia.,,,,,,,,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.95,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02201316,NCT02201316_exc__item3_C2,NCT02201316_exc__item3,C2,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,condition,heparin-induced thrombocytopenia,exists,null,,,computable,,History of sensitivity to heparin or heparin-induced thrombocytopenia.,,,,,,,,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.95,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02201316,NCT02201316_exc__item4_C1,NCT02201316_exc__item4,C1,partial,1,branch_b_computability_review,B_computability_review,drug,sensitivity to any of the study medications,exists,null,,,partial,,"History of sensitivity to any of the study medications, or components thereof",,,,,,,,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.95,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02201316,NCT02201316_exc__item4_C2,NCT02201316_exc__item4,C2,partial,1,branch_b_partial_computability,B_partial_computability,drug,sensitivity to components of the study medications,exists,null,,,partial,,"History of sensitivity to any of the study medications, or components thereof",,,,,,,,reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.8,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02201316,NCT02201316_exc__item4_C3,NCT02201316_exc__item4,C3,non_computable,2,branch_b_non_computable,B_non_computable,condition,drug allergy contraindicating participation per investigator or GSK Medical Monitor opinion,exists,null,,,non_computable,,"a history of drug or other allergy that, in the opinion of the investigator or GSK Medical Monitor, contraindicates their participation.",,,,,,,,reference_intermediate_support,reference_review_priority,optional_llm_verifier_or_review,0.65,0.35,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02201316,NCT02201316_exc__item4_C4,NCT02201316_exc__item4,C4,non_computable,2,branch_b_non_computable,B_non_computable,condition,other allergy contraindicating participation per investigator or GSK Medical Monitor opinion,exists,null,,,non_computable,,"a history of drug or other allergy that, in the opinion of the investigator or GSK Medical Monitor, contraindicates their participation.",,,,,,,,reference_intermediate_support,reference_review_priority,optional_llm_verifier_or_review,0.65,0.35,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02201316,NCT02201316_exc__item5_C1,NCT02201316_exc__item5,C1,partial,1,branch_b_partial_computability,B_partial_computability,condition,gastrointestinal disease which can affect the absorption of the investigational product,exists,null,,,partial,,Gastrointestinal disease or with gastrointestinal surgical history which can affect the absorption of the investigational product.,,,,,,,,reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.8,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02201316,NCT02201316_exc__item5_C2,NCT02201316_exc__item5,C2,partial,1,branch_b_computability_review,B_computability_review,procedure,gastrointestinal surgical history which can affect the absorption of the investigational product,exists,null,,,partial,,Gastrointestinal disease or with gastrointestinal surgical history which can affect the absorption of the investigational product.,,,,,,,,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.9,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02201316,NCT02201316_exc__item6_C1,NCT02201316_exc__item6,C1,partial,1,branch_b_partial_computability,B_partial_computability,lab,Hepatitis B surface antigen (HBsAg),=,scalar,positive,,partial,,A positive pre-study Hepatitis B surface antigen,,,,,,,,reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.8,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02201316,NCT02201316_exc__item6_C2,NCT02201316_exc__item6,C2,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,lab,Hepatitis C antibody,=,scalar,positive,,computable,,positive Hepatitis C antibody result within 3 months of screening,,,,,,,,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.95,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02201316,NCT02201316_exc__item7_C1,NCT02201316_exc__item7,C1,human_review,3,branch_b_layer1_mandatory_verifier_remains,B_layer1_hard_issue,lab,urinary cotinine levels indicative of smoking,exists,null,,,partial,,Urinary cotinine levels indicative of smoking,,,,,,,,reference_review_priority,reference_intermediate_support,llm_verifier,0.5,0.6,layer1_policy_mandatory_verifier,mandatory_verifier_candidate,hard_semantic_or_structural_issue,high,B__NCT02201316_exc__item7_C1__B_main_llm_rescue__branch_b_field_level_semantic_judge,no_change,no_update,skipped,[],not_applicable_final_decision:no_change,,,,
B,NCT02201316,NCT02201316_exc__item7_C2,NCT02201316_exc__item7,C2,partial,1,branch_b_partial_computability,B_partial_computability,observation,regular use of tobacco-containing products,exists,null,,,partial,,history or regular use of tobacco- or nicotine-containing products within 6 months prior to screening,,,,,,,,reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.8,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02201316,NCT02201316_exc__item7_C3,NCT02201316_exc__item7,C3,partial,1,branch_b_partial_computability,B_partial_computability,observation,regular use of nicotine-containing products,exists,null,,,partial,,history or regular use of tobacco- or nicotine-containing products within 6 months prior to screening,,,,,,,,reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.8,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02201316,NCT02201316_exc__item8_C1,NCT02201316_exc__item8,C1,partial,1,branch_b_computability_review,B_computability_review,lab,drug/alcohol screen,=,scalar,positive,,partial,,A positive pre-study drug/alcohol screen.,,,,,,,,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.85,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,B__NCT02201316_exc__item8_C1__B_main_llm_rescue__entity_regrounding,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_text""]",,,,,
B,NCT02201316,NCT02201316_exc__item8_C2,NCT02201316_exc__item8,C2,partial,1,branch_b_computability_review,B_computability_review,lab,alcohol screen,=,scalar,positive,,partial,,A positive pre-study drug/alcohol screen.,,,,,,,,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.85,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02201316,NCT02201316_exc__item9_C1,NCT02201316_exc__item9,C1,partial,1,branch_b_optional_verifier_or_review,B_optional_review_partial,lab,Human Immunodeficiency Virus (HIV) antibody test,=,scalar,positive,,computable,,A positive test for Human Immunodeficiency Virus (HIV) antibody.,,,,,,,,reference_intermediate_support,reference_high_support_not_auto_accept,optional_llm_verifier_or_review,0.8,1.0,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02201316,NCT02201316_exc__item10_C1,NCT02201316_exc__item10,C1,human_review,3,candidate_selection_rescue_returned_human_review,B_rescue_unresolved,condition,pregnant females,exists,null,,,partial,,Pregnant females as determined by positive serum hCG test at screening or prior to dosing.,,,,,,,,reference_review_priority,reference_intermediate_support,llm_verifier,0.4,0.6,layer1_policy_mandatory_verifier,mandatory_verifier_candidate,hard_semantic_or_structural_issue,high,B__NCT02201316_exc__item10_C1__B_main_llm_rescue__value_or_operator_recovery,human_review,no_update,skipped,[],not_applicable_final_decision:human_review,,,,
B,NCT02201316,NCT02201316_exc__item10_C2,NCT02201316_exc__item10,C2,human_review,3,branch_b_layer1_mandatory_verifier_remains,B_layer1_hard_issue,lab,serum hCG test,=,scalar,positive,,computable,,positive serum hCG test at screening or prior to dosing,,,,,,,,reference_review_priority,reference_high_support_not_auto_accept,llm_verifier,0.5,0.9,layer1_policy_mandatory_verifier,mandatory_verifier_candidate,hard_semantic_or_structural_issue,high,B__NCT02201316_exc__item10_C2__B_main_llm_rescue__history_context_recovery,select_candidate,apply_selected_candidate_leaf,applied,"[""temporal_context""]",,,,,
B,NCT02201316,NCT02201316_exc__item10_C3,NCT02201316_exc__item10,C3,human_review,3,branch_b_layer1_mandatory_verifier_remains,B_layer1_hard_issue,lab,serum hCG test,=,scalar,positive,,partial,,positive serum hCG test at screening or prior to dosing,,,,,,,,reference_review_priority,reference_intermediate_support,llm_verifier,0.5,0.6,layer1_policy_mandatory_verifier,mandatory_verifier_candidate,hard_semantic_or_structural_issue,high,B__NCT02201316_exc__item10_C3__B_main_llm_rescue__temporal_context_recovery,select_candidate,apply_selected_candidate_leaf,applied,"[""non_computable_reason""]",,,,,
B,NCT02201316,NCT02201316_exc__item11_C1,NCT02201316_exc__item11,C1,partial,1,branch_b_computability_review,B_computability_review,procedure,donation of blood or blood products,>,scalar,500,mL,partial,,participation in the study would result in donation of blood or blood products in excess of 500 mL within a 90 day period,,,,,,,,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.95,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02201316,NCT02201316_exc__item12_C1,NCT02201316_exc__item12,C1,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,condition,lactating,exists,null,,,computable,,Lactating females.,,,,,,,,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.9,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02201316,NCT02201316_exc__item13_C1,NCT02201316_exc__item13,C1,partial,1,branch_b_computability_review,B_computability_review,observation,participated in a clinical trial,exists,null,,,partial,,The subject has participated in a clinical trial,,,,,,,,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.9,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02201316,NCT02201316_exc__item13_C2,NCT02201316_exc__item13,C2,human_review,3,branch_b_semantic_grounding_high_risk,B_semantic_high_risk,drug,investigational product,exists,null,,,partial,,"has received an investigational product within the following time period prior to the first dosing day in the current study: 90 days, 5 half-lives or twice the duration of the biological effect of the investigational product (whichever is longer).",,,,,,,,reference_review_priority,reference_intermediate_support,optional_llm_verifier_or_review,0.45,0.6,semantic_grounding_reference_review_priority,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02201316,NCT02201316_exc__item13_C3,NCT02201316_exc__item13,C3,human_review,3,candidate_selection_rescue_returned_human_review,B_rescue_unresolved,drug,investigational product,exists,scalar,5,half-life,non_computable,,"has received an investigational product within the following time period prior to the first dosing day in the current study: 90 days, 5 half-lives or twice the duration of the biological effect of the investigational product (whichever is longer).",,,,,,,,reference_review_priority,reference_review_priority,llm_verifier,0.45,0.35,layer1_policy_mandatory_verifier,mandatory_verifier_candidate,hard_semantic_or_structural_issue,high,B__NCT02201316_exc__item13_C3__B_main_llm_rescue__temporal_context_recovery,human_review,no_update,skipped,[],not_applicable_final_decision:human_review,,,,
B,NCT02201316,NCT02201316_exc__item13_C4,NCT02201316_exc__item13,C4,human_review,3,candidate_selection_rescue_returned_human_review,B_rescue_unresolved,drug,investigational product,exists,scalar,2,biological effect duration (multiplier),non_computable,,"has received an investigational product within the following time period prior to the first dosing day in the current study: 90 days, 5 half-lives or twice the duration of the biological effect of the investigational product (whichever is longer).",,,,,,,,reference_review_priority,reference_review_priority,llm_verifier,0.45,0.35,layer1_policy_mandatory_verifier,mandatory_verifier_candidate,hard_semantic_or_structural_issue,high,B__NCT02201316_exc__item13_C4__B_main_llm_rescue__value_or_operator_recovery,human_review,no_update,skipped,[],not_applicable_final_decision:human_review,,,,
B,NCT02201316,NCT02201316_exc__item14_C1,NCT02201316_exc__item14,C1,partial,1,branch_b_partial_computability,B_partial_computability,drug,new chemical entities exposure count,>,scalar,4,count,partial,,Exposure to more than four new chemical entities within 12 months prior to the first dosing day.,,,,,,,,reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.8,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02668016,NCT02668016_inc__item1_C1,NCT02668016_inc__item1,C1,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,demographic,Age,>=,scalar,18,year,computable,,Aged 18 years or older,,,,,,,,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.9,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
