branch,document_id,criterion_id,item_uid,clause_id,final_decision,final_decision_severity,final_decision_reasons,final_decision_rule,entity_type,entity_text,operator,value_type,value,unit,computability,non_computable_reason,evidence_text,branch_a_risk_label,branch_a_leaf_support,branch_a_risk_score,branch_a_risk_reasons,branch_a_layer1_action_hint,branch_a_layer1_bucket,branch_a_layer1_severity,rescue_candidate_id,rescue_final_decision,rescue_apply_action,rescue_apply_status,rescue_changed_fields,rescue_skip_reason,rescue_selected_source,rescue_local_validation_status,hybrid_b_reference_decision,hybrid_b_reference_rule
A,NCT02637076,NCT02637076_exc__item7_C2,NCT02637076_exc__item7,C2,partial,1,branch_a_partial_computability,A_partial_computability,other,are shift workers,exists,null,null,,partial,Entity typing is weak and may require later review.,are shift workers,intermediate_support,0.6,0.4,no_bert_anchor|computability_partial,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_computability_review
A,NCT02637076,NCT02637076_exc__item8_C1,NCT02637076_exc__item8,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,procedure,sodium-restricted diet,exists,null,null,,computable,,on a sodium-restricted diet,high_support_not_auto_accept,0.98298,0.01702,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_computability_review
A,NCT02637076,NCT02637076_exc__item9_C1,NCT02637076_exc__item9,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,drug,Xyrem,exists,null,null,,computable,,has ever taken Xyrem / sodium oxybate / GHB at any time,high_support_not_auto_accept,0.995947,0.004053,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,accept,B_accept
A,NCT02637076,NCT02637076_exc__item9_C2,NCT02637076_exc__item9,C2,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,drug,sodium oxybate,exists,null,null,,computable,,has ever taken Xyrem / sodium oxybate / GHB at any time,high_support_not_auto_accept,0.9958,0.0042,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,accept,B_accept
A,NCT02637076,NCT02637076_exc__item9_C3,NCT02637076_exc__item9,C3,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,drug,GHB,exists,null,null,,computable,,has ever taken Xyrem / sodium oxybate / GHB at any time,high_support_not_auto_accept,0.995246,0.004754,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,accept,B_accept
A,NCT02637076,NCT02637076_exc__item10_C1,NCT02637076_exc__item10,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,claustrophobia,exists,null,null,,computable,,claustrophobia,high_support_not_auto_accept,0.996039,0.003961,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,accept,B_accept
A,NCT02637076,NCT02637076_exc__item11_C1,NCT02637076_exc__item11,C1,partial,1,branch_a_partial_computability,A_partial_computability,other,metal implants,exists,null,null,,partial,Entity typing is weak and may require later review.,metal implants / objects in the body that may interfere with MRI,intermediate_support,0.7,0.3,computability_partial,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_optional_review_partial
A,NCT02637076,NCT02637076_exc__item11_C2,NCT02637076_exc__item11,C2,partial,1,branch_a_partial_computability,A_partial_computability,other,metal implants,exists,null,null,,partial,Entity typing is weak and may require later review.,metal implants / objects in the body that may interfere with MRI,intermediate_support,0.7,0.3,computability_partial,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_computability_review
A,NCT02637076,NCT02637076_exc__item12_C1,NCT02637076_exc__item12,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,succinic semialdehyde dehydrogenase deficiency,exists,null,null,,computable,,succinic semialdehyde dehydrogenase deficiency,high_support_not_auto_accept,0.993977,0.006023,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,accept,B_accept
A,NCT02818816,NCT02818816_inc__item1_C1,NCT02818816_inc__item1,C1,partial,1,branch_a_medium_risk_after_rescue,A_layer2_medium_risk,demographic,male,exists,null,null,,computable,,Males,intermediate_support,0.6,0.4,no_bert_anchor,continue_to_layer2,no_layer1_issue,none,,,,,,,,,human_review,B_rescue_unresolved
A,NCT02818816,NCT02818816_inc__item1_C2,NCT02818816_inc__item1,C2,human_review,3,branch_a_layer1_mandatory_rescue_or_review_remains,A_layer1_hard_issue,other,aged 18 years and above,>,scalar,18,years,computable,,aged 18 years and above,review_priority,0.45,0.55,no_bert_anchor|layer1_policy_mandatory_rescue_or_review|layer1_inventory_flag,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,,,,,,,,,accept,B_accept
A,NCT02818816,NCT02818816_inc__item2_C1,NCT02818816_inc__item2,C1,accept,0,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:accept,A_hybrid_from_B_accept,condition,prostatic carcinoma,exists,null,null,,computable,,Patients with a diagnosis of prostatic carcinoma,review_priority,0.4,0.6,temporal_marker_without_temporal_context,continue_to_layer2,no_layer1_issue,none,A__NCT02818816_inc__item2_C1__A_main_llm_rescue__temporal_context_recovery,select_candidate,apply_selected_candidate_leaf,applied,"[""history_context""]",,B_current,pass,accept,B_accept
A,NCT02818816,NCT02818816_inc__item2_C2,NCT02818816_inc__item2,C2,human_review,3,candidate_selection_rescue_returned_human_review,A_rescue_unresolved,procedure,prostate surgery,exists,null,null,,computable,,requiring prostate surgery,review_priority,0.4,0.6,temporal_marker_without_temporal_context,continue_to_layer2,no_layer1_issue,none,A__NCT02818816_inc__item2_C2__A_main_llm_rescue__temporal_context_recovery,human_review,no_update,skipped,[],not_applicable_final_decision:human_review,B_current,fail,human_review,B_rescue_unresolved
A,NCT02818816,NCT02818816_exc__item1_C1,NCT02818816_exc__item1,C1,human_review,3,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:human_review,A_hybrid_from_B_human_review,procedure,ophthalmic surgical procedure,exists,null,null,,computable,,Patients having had an ophthalmic surgical procedure within 6 months of the beginning of the study.,review_priority,0.35,0.65,quantitative_cue_not_represented|layer1_policy_mandatory_rescue_or_review|layer1_inventory_flag,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,A__NCT02818816_exc__item1_C1__A_main_llm_rescue__value_or_operator_recovery,select_candidate,apply_selected_candidate_leaf,applied,"[""temporal_context"", ""history_context""]",,B_current,pass,human_review,B_rescue_unresolved
A,NCT02818816,NCT02818816_exc__item2_C1,NCT02818816_exc__item2,C1,accept,0,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:accept,A_hybrid_from_B_accept,condition,glaucoma,exists,null,null,,computable,,Patients with a diagnosis of glaucoma,review_priority,0.4,0.6,temporal_marker_without_temporal_context,continue_to_layer2,no_layer1_issue,none,A__NCT02818816_exc__item2_C1__A_main_llm_rescue__temporal_context_recovery,select_candidate,apply_selected_candidate_leaf,applied,"[""history_context""]",,B_current,pass,accept,B_accept
A,NCT02818816,NCT02818816_exc__item3_C1,NCT02818816_exc__item3,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,abnormality,exists,null,null,,computable,,Any abnormality of the cornea which may prevent reliable applanation tonometry,high_support_not_auto_accept,0.970158,0.029842,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_computability_review
A,NCT02818816,NCT02818816_exc__item3_C2,NCT02818816_exc__item3,C2,partial,1,branch_a_partial_computability,A_partial_computability,other,may prevent reliable applanation tonometry,exists,null,null,,partial,Entity typing is weak and may require later review.,which may prevent reliable applanation tonometry,intermediate_support,0.6,0.4,no_bert_anchor|computability_partial,continue_to_layer2,no_layer1_issue,none,,,,,,,,,human_review,B_rescue_unresolved
A,NCT02818816,NCT02818816_exc__item4_C1,NCT02818816_exc__item4,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,allergy,exists,null,null,,computable,,Known allergy/ hypersensitivity reaction to Brimonidine,high_support_not_auto_accept,0.994238,0.005762,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_optional_review_partial
A,NCT02818816,NCT02818816_exc__item4_C2,NCT02818816_exc__item4,C2,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,hypersensitivity,exists,null,null,,computable,,Known allergy/ hypersensitivity reaction to Brimonidine,high_support_not_auto_accept,0.992429,0.007571,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,accept,B_accept
A,NCT02818816,NCT02818816_exc__item5_C1,NCT02818816_exc__item5,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,Contra-indication,exists,null,null,,computable,,Contra-indication to Brimonidine,high_support_not_auto_accept,0.994289,0.005711,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_computability_review
A,NCT02818816,NCT02818816_exc__item5_C2,NCT02818816_exc__item5,C2,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,drug,monoamine oxidase inhibitors,exists,null,null,,computable,,including patients on monoamine oxidase inhibitors (MOA),high_support_not_auto_accept,0.992819,0.007181,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,accept,B_accept
A,NCT02818816,NCT02818816_exc__item6_C1,NCT02818816_exc__item6,C1,non_computable,2,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:non_computable,A_hybrid_from_B_non_computable,other,unwilling to provide informed consent,exists,null,null,,non_computable,Informed consent willingness is subjective/administrative and not reliably represented as patient-level clinical data.,Patients unwilling or unable to provide informed consent,review_priority,0.25,0.75,no_bert_anchor|entity_not_grounded_in_evidence_or_item|computability_non_computable,continue_to_layer2,no_layer1_issue,none,A__NCT02818816_exc__item6_C1__A_main_llm_rescue__entity_regrounding,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_text"", ""non_computable_reason""]",,B_current,pass,non_computable,B_non_computable
A,NCT02818816,NCT02818816_exc__item6_C2,NCT02818816_exc__item6,C2,non_computable,2,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:non_computable,A_hybrid_from_B_non_computable,other,unable to provide informed consent,exists,null,null,,non_computable,Ability to provide informed consent is an administrative/consent capacity determination and not a standard patient-level clinical data element.,Patients unwilling or unable to provide informed consent,intermediate_support,0.6,0.4,no_bert_anchor|computability_non_computable,continue_to_layer2,no_layer1_issue,none,A__NCT02818816_exc__item6_C2__A_main_llm_rescue__entity_regrounding,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_text"", ""non_computable_reason""]",,B_current,pass,non_computable,B_non_computable
A,NCT02818816,NCT02818816_exc__item7_C1,NCT02818816_exc__item7,C1,partial,1,branch_a_partial_computability,A_partial_computability,other,anticipated difficult airway management,exists,null,null,,partial,Entity typing is weak and may require later review.,Patients with anticipated difficult airway management,intermediate_support,0.6,0.4,no_bert_anchor|computability_partial,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_computability_review
A,NCT03376763,NCT03376763_inc__item1_C1,NCT03376763_inc__item1,C1,human_review,3,branch_a_layer2_high_risk_after_rescue,A_layer2_high_risk,other,subjects must be capable of providing signed and dated written informed consent by date of Visit 0 (-2 week),exists,null,null,,non_computable,Subjective or operational criterion.,Subjects must be capable of providing signed and dated written informed consent by date of Visit 0 (-2 week).,review_priority,0.35,0.65,no_bert_anchor|computability_non_computable|quantitative_cue_not_represented,continue_to_layer2,no_layer1_issue,none,,,,,,,,,non_computable,B_non_computable
A,NCT03376763,NCT03376763_inc__item2_C1,NCT03376763_inc__item2,C1,partial,1,branch_a_medium_risk_after_rescue,A_layer2_medium_risk,demographic,male,exists,null,null,,computable,,Male,intermediate_support,0.6,0.4,no_bert_anchor,continue_to_layer2,no_layer1_issue,none,,,,,,,,,human_review,B_rescue_unresolved
A,NCT03376763,NCT03376763_inc__item2_C2,NCT03376763_inc__item2,C2,partial,1,branch_a_medium_risk_after_rescue,A_layer2_medium_risk,demographic,female,exists,null,null,,computable,,female,intermediate_support,0.6,0.4,no_bert_anchor,continue_to_layer2,no_layer1_issue,none,,,,,,,,,human_review,B_rescue_unresolved
A,NCT03376763,NCT03376763_inc__item2_C3,NCT03376763_inc__item2,C3,partial,1,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:partial,A_hybrid_from_B_partial,demographic,aged,=,scalar,19,year,computable,,aged =19,intermediate_support,0.6,0.4,no_bert_anchor,continue_to_layer2,no_layer1_issue,none,A__NCT03376763_inc__item2_C3__A_main_llm_rescue__entity_regrounding,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_text"", ""entity_type"", ""unit""]",,B_dejure_best,pass,partial,B_optional_review_partial
A,NCT03376763,NCT03376763_inc__item2_C4,NCT03376763_inc__item2,C4,accept,0,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:accept,A_hybrid_from_B_accept,demographic,age,<,scalar,65,year,computable,,< 65 years,review_priority,0.5,0.5,no_bert_anchor|entity_not_in_leaf_evidence_but_in_item,continue_to_layer2,no_layer1_issue,none,A__NCT03376763_inc__item2_C4__A_main_llm_rescue__entity_regrounding,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_text"", ""entity_type"", ""unit""]",,B_current,pass,accept,B_accept
A,NCT03376763,NCT03376763_inc__item3_C1,NCT03376763_inc__item3,C1,human_review,3,branch_a_layer1_mandatory_rescue_or_review_remains,A_layer1_hard_issue,condition,schizophrenia,>,scalar,4,,computable,,"Subjects diagnosed of schizophrenia as defined by Diagnostic and Statistical Manual of Mental Disorders, 4th edition text revision or 5th edition (DSM-<U+2163>-TR or 5) criteria",review_priority,0.45,0.55,layer1_policy_mandatory_rescue_or_review|layer1_inventory_flag,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,,,,,,,,,human_review,B_rescue_unresolved
A,NCT03376763,NCT03376763_inc__item3_C2,NCT03376763_inc__item3,C2,human_review,3,branch_a_layer1_mandatory_rescue_or_review_remains,A_layer1_hard_issue,condition,schizophrenia,>,scalar,5,,computable,,"Subjects diagnosed of schizophrenia as defined by Diagnostic and Statistical Manual of Mental Disorders, 4th edition text revision or 5th edition (DSM-<U+2163>-TR or 5) criteria",review_priority,0.45,0.55,layer1_policy_mandatory_rescue_or_review|layer1_inventory_flag,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,,,,,,,,,human_review,B_llm_verifier
A,NCT03376763,NCT03376763_inc__item3_C3,NCT03376763_inc__item3,C3,human_review,3,branch_a_layer1_mandatory_rescue_or_review_remains,A_layer1_hard_issue,other,history of illness for at least for 3 years prior to screening,>=,scalar,3,years,computable,,a history of illness for at least for 3 years prior to screening,review_priority,0.45,0.55,no_bert_anchor|layer1_policy_mandatory_rescue_or_review|layer1_inventory_flag,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,,,,,,,,,human_review,B_rescue_unresolved
A,NCT03376763,NCT03376763_inc__item4_C1,NCT03376763_inc__item4,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,drug,atypical antipsychotic drugs,exists,null,null,,computable,,Subjects who take atypical antipsychotic drugs,high_support_not_auto_accept,0.970606,0.029394,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,accept,B_accept
A,NCT03376763,NCT03376763_inc__item4_C2,NCT03376763_inc__item4,C2,partial,1,branch_a_medium_risk_after_rescue,A_layer2_medium_risk,drug,be maintained on current antipsychotic drugs (including atypical antipsychotic drugs),exists,null,null,,computable,,should be maintained on current antipsychotic drugs (including atypical antipsychotic drugs),intermediate_support,0.6,0.4,no_bert_anchor,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_computability_review
A,NCT03376763,NCT03376763_inc__item4_C3,NCT03376763_inc__item4,C3,human_review,3,candidate_selection_rescue_returned_human_review,A_rescue_unresolved,other,be maintained on current dose for at least 4 weeks prior to the screening,>=,scalar,4,weeks,computable,,and dose for at least 4 weeks prior to the screening.,review_priority,0.25,0.75,no_bert_anchor|entity_not_grounded_in_evidence_or_item|layer1_policy_mandatory_rescue_or_review|layer1_inventory_flag,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,A__NCT03376763_inc__item4_C3__A_main_llm_rescue__entity_regrounding,human_review,no_update,skipped,[],not_applicable_final_decision:human_review,B_current,fail,human_review,B_rescue_unresolved
A,NCT03376763,NCT03376763_inc__item5_C1,NCT03376763_inc__item5,C1,partial,1,branch_a_medium_risk_after_rescue,A_layer2_medium_risk,procedure,need antipsychotic treatment (other than clozapine),exists,null,null,,computable,,need antipsychotic treatment (other than clozapine),intermediate_support,0.6,0.4,no_bert_anchor,continue_to_layer2,no_layer1_issue,none,,,,,,,,,human_review,B_rescue_unresolved
A,NCT03376763,NCT03376763_inc__item5_C2,NCT03376763_inc__item5,C2,human_review,3,branch_a_layer2_high_risk_after_rescue,A_layer2_high_risk,other,would be stable when switching to long-acting injectable aripiprazole in the investigator's judgement,exists,null,null,,partial,Entity typing is weak and may require later review.,would be stable when switching to long-acting injectable aripiprazole in the investigator's judgement,review_priority,0.4,0.6,no_bert_anchor|condition_or_exception_marker_without_context|computability_partial,continue_to_layer2,no_layer1_issue,none,,,,,,,,,non_computable,B_non_computable
A,NCT03376763,NCT03376763_inc__item6_C1,NCT03376763_inc__item6,C1,non_computable,2,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:non_computable,A_hybrid_from_B_non_computable,other,willingness to comply with all protocol procedures,exists,null,null,,non_computable,Requires subjective assessment of willingness/compliance.,"Subjects must exhibit willingness, physiologic capability, and an educational level sufficient to comply with all protocol procedures.",review_priority,0.25,0.75,no_bert_anchor|entity_not_grounded_in_evidence_or_item|computability_non_computable,continue_to_layer2,no_layer1_issue,none,A__NCT03376763_inc__item6_C1__A_main_llm_rescue__entity_regrounding,select_candidate,apply_selected_candidate_leaf,applied,"[""non_computable_reason""]",,B_current,pass,non_computable,B_non_computable
A,NCT03376763,NCT03376763_inc__item6_C2,NCT03376763_inc__item6,C2,partial,1,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:partial,A_hybrid_from_B_partial,other,physiologic capability to comply with all protocol procedures,exists,null,null,,partial,Physiologic capability is not operationalized into specific measurable clinical parameters.,"Subjects must exhibit willingness, physiologic capability, and an educational level sufficient to comply with all protocol procedures.",review_priority,0.25,0.75,no_bert_anchor|entity_not_grounded_in_evidence_or_item|computability_partial,continue_to_layer2,no_layer1_issue,none,A__NCT03376763_inc__item6_C2__A_main_llm_rescue__entity_regrounding,select_candidate,apply_selected_candidate_leaf,applied,"[""computability"", ""non_computable_reason""]",,B_current,pass,partial,B_partial_computability
A,NCT03376763,NCT03376763_inc__item6_C3,NCT03376763_inc__item6,C3,non_computable,2,branch_a_non_computable,A_non_computable,other,an educational level sufficient to comply with all protocol procedures,exists,null,null,,non_computable,Subjective or operational criterion.,"Subjects must exhibit willingness, physiologic capability, and an educational level sufficient to comply with all protocol procedures.",intermediate_support,0.6,0.4,no_bert_anchor|computability_non_computable,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_computability_review
A,NCT03376763,NCT03376763_exc__item1_C1,NCT03376763_exc__item1,C1,partial,1,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:partial,A_hybrid_from_B_partial,observation,medically significant adverse events with aripiprazole,exists,null,null,,partial,Medically significant adverse events and attribution to aripiprazole may not be consistently captured as structured patient-level data.,Subject who showed medically significant adverse events or intolerance with aripiprazole during screening period or as prior experiences.,review_priority,0.45,0.55,entity_type_not_supported_by_best_anchor|entity_not_grounded_in_evidence_or_item|computability_partial,continue_to_layer2,no_layer1_issue,none,A__NCT03376763_exc__item1_C1__A_main_llm_rescue__history_context_recovery,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_text"", ""entity_type"", ""history_context"", ""computability"", ""non_computable_reason""]",,B_current,pass,partial,B_partial_computability
A,NCT03376763,NCT03376763_exc__item1_C2,NCT03376763_exc__item1,C2,partial,1,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:partial,A_hybrid_from_B_partial,observation,intolerance with aripiprazole,exists,null,null,,partial,Drug intolerance and attribution to aripiprazole may be variably documented and not reliably structured.,Subject who showed medically significant adverse events or intolerance with aripiprazole during screening period or as prior experiences.,review_priority,0.5,0.5,entity_type_not_supported_by_best_anchor|computability_partial,continue_to_layer2,no_layer1_issue,none,A__NCT03376763_exc__item1_C2__A_main_llm_rescue__history_context_recovery,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_text"", ""entity_type"", ""history_context"", ""computability"", ""non_computable_reason""]",,B_current,pass,partial,B_computability_review
A,NCT03376763,NCT03376763_exc__item1_C3,NCT03376763_exc__item1,C3,partial,1,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:partial,A_hybrid_from_B_partial,observation,medically significant adverse events or intolerance with aripiprazole,exists,null,null,,partial,"Medically significant adverse events/intolerance and attribution to aripiprazole, including prior experiences, may not be consistently captured as structured patient-level data.",Subject who showed medically significant adverse events or intolerance with aripiprazole during screening period or as prior experiences.,review_priority,0.5,0.5,entity_type_not_supported_by_best_anchor|computability_partial,continue_to_layer2,no_layer1_issue,none,A__NCT03376763_exc__item1_C3__A_main_llm_rescue__history_context_recovery,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_text"", ""entity_type"", ""history_context"", ""computability"", ""non_computable_reason""]",,B_dejure_best,pass,partial,B_computability_review
A,NCT03376763,NCT03376763_exc__item1_C4,NCT03376763_exc__item1,C4,human_review,3,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:human_review,A_hybrid_from_B_human_review,observation,intolerance with aripiprazole,exists,null,null,,partial,Drug intolerance and attribution to aripiprazole may be variably documented and not reliably structured.,Subject who showed medically significant adverse events or intolerance with aripiprazole during screening period or as prior experiences.,review_priority,0.4,0.6,entity_type_not_supported_by_best_anchor|temporal_marker_without_temporal_context|computability_partial|layer1_policy_mandatory_rescue_or_review|layer1_inventory_flag,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,A__NCT03376763_exc__item1_C4__A_main_llm_rescue__history_context_recovery,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_text"", ""entity_type"", ""temporal_context"", ""history_context"", ""computability"", ""non_computable_reason""]",,B_current,pass,human_review,B_rescue_unresolved
A,NCT03376763,NCT03376763_exc__item2_C1,NCT03376763_exc__item2,C1,human_review,3,candidate_selection_rescue_returned_human_review,A_rescue_unresolved,condition,schizophrenia,>,scalar,2163,,computable,,Subjects with a current DSM-<U+2163>-TR or 5 diagnosis other than schizophrenia,review_priority,0.4,0.6,temporal_marker_without_temporal_context|layer1_policy_mandatory_rescue_or_review|layer1_inventory_flag,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,A__NCT03376763_exc__item2_C1__A_main_llm_rescue__temporal_context_recovery,human_review,no_update,skipped,[],not_applicable_final_decision:human_review,B_current,fail,human_review,B_rescue_unresolved
A,NCT03376763,NCT03376763_exc__item2_C2,NCT03376763_exc__item2,C2,human_review,3,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:human_review,A_hybrid_from_B_human_review,condition,current DSM-5 diagnosis other than schizophrenia,exists,null,null,,partial,Requires determining whether any DSM-5 diagnosis is 'other than schizophrenia' (set complement not explicitly enumerated).,Subjects with a current DSM-<U+2163>-TR or 5 diagnosis other than schizophrenia,review_priority,0.35,0.65,entity_not_grounded_in_evidence_or_item|temporal_marker_without_temporal_context|computability_partial|quantitative_cue_not_represented,continue_to_layer2,no_layer1_issue,none,A__NCT03376763_exc__item2_C2__A_main_llm_rescue__temporal_context_recovery,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_text"", ""operator"", ""value"", ""value_type"", ""computability"", ""non_computable_reason""]",,B_current,pass,human_review,B_rescue_unresolved
A,NCT03376763,NCT03376763_exc__item2_C3,NCT03376763_exc__item2,C3,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,schizoaffective disorder,exists,null,null,,computable,,"including schizoaffective disorder, major depressive disorder, bipolar disorder, delirium, dementia, amnesia, Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders",high_support_not_auto_accept,0.996177,0.003823,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,accept,B_accept
A,NCT03376763,NCT03376763_exc__item2_C4,NCT03376763_exc__item2,C4,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,major depressive disorder,exists,null,null,,computable,,"including schizoaffective disorder, major depressive disorder, bipolar disorder, delirium, dementia, amnesia, Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders",high_support_not_auto_accept,0.996433,0.003567,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,accept,B_accept
A,NCT03376763,NCT03376763_exc__item2_C5,NCT03376763_exc__item2,C5,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,bipolar disorder,exists,null,null,,computable,,"including schizoaffective disorder, major depressive disorder, bipolar disorder, delirium, dementia, amnesia, Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders",high_support_not_auto_accept,0.996311,0.003689,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,accept,B_accept
A,NCT03376763,NCT03376763_exc__item2_C6,NCT03376763_exc__item2,C6,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,delirium,exists,null,null,,computable,,"including schizoaffective disorder, major depressive disorder, bipolar disorder, delirium, dementia, amnesia, Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders",high_support_not_auto_accept,0.995848,0.004152,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,accept,B_accept
A,NCT03376763,NCT03376763_exc__item2_C7,NCT03376763_exc__item2,C7,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,dementia,exists,null,null,,computable,,"including schizoaffective disorder, major depressive disorder, bipolar disorder, delirium, dementia, amnesia, Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders",high_support_not_auto_accept,0.996542,0.003458,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,accept,B_accept
A,NCT03376763,NCT03376763_exc__item2_C8,NCT03376763_exc__item2,C8,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,amnesia,exists,null,null,,computable,,"including schizoaffective disorder, major depressive disorder, bipolar disorder, delirium, dementia, amnesia, Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders",high_support_not_auto_accept,0.995945,0.004055,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,accept,B_accept
A,NCT03376763,NCT03376763_exc__item2_C9,NCT03376763_exc__item2,C9,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,"Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders",exists,null,null,,computable,,"including schizoaffective disorder, major depressive disorder, bipolar disorder, delirium, dementia, amnesia, Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders",high_support_not_auto_accept,0.996542,0.003458,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_optional_review_partial
A,NCT03376763,NCT03376763_exc__item2_C10,NCT03376763_exc__item2,C10,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,"Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders",exists,null,null,,computable,,"including schizoaffective disorder, major depressive disorder, bipolar disorder, delirium, dementia, amnesia, Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders",high_support_not_auto_accept,0.996542,0.003458,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_optional_review_partial
