branch,document_id,criterion_id,item_uid,clause_id,final_decision,final_decision_severity,final_decision_reasons,final_decision_rule,entity_type,entity_text,operator,value_type,value,unit,computability,non_computable_reason,evidence_text,branch_b_semantic_grounding_risk_label,branch_b_execution_risk_label,branch_b_final_routing_decision,branch_b_semantic_grounding_support,branch_b_execution_support,branch_b_routing_reasons,branch_b_layer1_action_hint,branch_b_layer1_bucket,branch_b_layer1_severity,rescue_candidate_id,rescue_final_decision,rescue_apply_action,rescue_apply_status,rescue_changed_fields,rescue_skip_reason
B,NCT00461136,NCT00461136_exc__item21_C2,NCT00461136_exc__item21,C2,human_review,3,branch_b_semantic_grounding_high_risk,B_semantic_high_risk,condition,previously active inflammatory bowel disease,exists,null,,,partial,,Currently active or previously active inflammatory bowel disease during the 12 months prior to Visit 1,reference_review_priority,reference_intermediate_support,optional_llm_verifier_or_review,0.45,0.6,semantic_grounding_reference_review_priority,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00461136,NCT00461136_exc__item21_C3,NCT00461136_exc__item21,C3,partial,1,branch_b_computability_review,B_computability_review,condition,currently active gastritis,exists,null,,,partial,,"Currently active gastritis, duodenal or gastric ulcers, or gastrointestinal/rectal bleeding during the 3 months prior to Visit 1.",reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.95,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00461136,NCT00461136_exc__item21_C4,NCT00461136_exc__item21,C4,partial,1,branch_b_partial_computability,B_partial_computability,condition,currently active duodenal ulcers,exists,null,,,partial,,"Currently active gastritis, duodenal or gastric ulcers, or gastrointestinal/rectal bleeding during the 3 months prior to Visit 1.",reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.8,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00461136,NCT00461136_exc__item21_C5,NCT00461136_exc__item21,C5,partial,1,branch_b_partial_computability,B_partial_computability,condition,currently active gastric ulcers,exists,null,,,partial,,"Currently active gastritis, duodenal or gastric ulcers, or gastrointestinal/rectal bleeding during the 3 months prior to Visit 1.",reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.8,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00461136,NCT00461136_exc__item21_C6,NCT00461136_exc__item21,C6,partial,1,branch_b_partial_computability,B_partial_computability,condition,currently active gastrointestinal/rectal bleeding,exists,null,,,partial,,"Currently active gastritis, duodenal or gastric ulcers, or gastrointestinal/rectal bleeding during the 3 months prior to Visit 1.",reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.8,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00461136,NCT00461136_exc__item22_C1,NCT00461136_exc__item22,C1,human_review,3,branch_b_layer1_mandatory_verifier_remains,B_layer1_hard_issue,condition,pancreatic injury,exists,null,,,computable,,"Any history of pancreatic injury, pancreatitis or evidence of impaired pancreatic function/injury as indicated by abnormal lipase or amylase",reference_review_priority,reference_high_support_not_auto_accept,llm_verifier,0.5,0.9,layer1_policy_mandatory_verifier,mandatory_verifier_candidate,hard_semantic_or_structural_issue,high,B__NCT00461136_exc__item22_C1__B_main_llm_rescue__value_or_operator_recovery,no_change,no_update,skipped,[],not_applicable_final_decision:no_change
B,NCT00461136,NCT00461136_exc__item22_C2,NCT00461136_exc__item22,C2,human_review,3,branch_b_layer1_mandatory_verifier_remains,B_layer1_hard_issue,condition,pancreatitis,exists,null,,,computable,,"Any history of pancreatic injury, pancreatitis or evidence of impaired pancreatic function/injury as indicated by abnormal lipase or amylase",reference_review_priority,reference_high_support_not_auto_accept,llm_verifier,0.5,0.9,layer1_policy_mandatory_verifier,mandatory_verifier_candidate,hard_semantic_or_structural_issue,high,B__NCT00461136_exc__item22_C2__B_main_llm_rescue__value_or_operator_recovery,select_candidate,no_update,no_change,[],candidate_identical_to_target_leaf
B,NCT00461136,NCT00461136_exc__item22_C3,NCT00461136_exc__item22,C3,partial,1,branch_b_computability_review,B_computability_review,lab,lipase,matches,scalar,abnormal,,partial,,evidence of impaired pancreatic function/injury as indicated by abnormal lipase or amylase,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.9,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00461136,NCT00461136_exc__item22_C4,NCT00461136_exc__item22,C4,partial,1,branch_b_computability_review,B_computability_review,lab,amylase,matches,scalar,abnormal,,partial,,evidence of impaired pancreatic function/injury as indicated by abnormal lipase or amylase,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.9,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00461136,NCT00461136_exc__item22_C5,NCT00461136_exc__item22,C5,partial,1,branch_b_computability_review,B_computability_review,condition,hepatic disease,exists,null,,,partial,,"Evidence of hepatic disease, a history of hepatic encephalopathy, a history of esophageal varices, or a history of portocaval shunt",reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.95,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00461136,NCT00461136_exc__item22_C6,NCT00461136_exc__item22,C6,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,condition,hepatic encephalopathy,exists,null,,,computable,,"Evidence of hepatic disease, a history of hepatic encephalopathy, a history of esophageal varices, or a history of portocaval shunt",reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.95,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00461136,NCT00461136_exc__item22_C7,NCT00461136_exc__item22,C7,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,condition,esophageal varices,exists,null,,,computable,,"Evidence of hepatic disease, a history of hepatic encephalopathy, a history of esophageal varices, or a history of portocaval shunt",reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.95,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00461136,NCT00461136_exc__item22_C8,NCT00461136_exc__item22,C8,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,procedure,portocaval shunt,exists,null,,,computable,,"Evidence of hepatic disease, a history of hepatic encephalopathy, a history of esophageal varices, or a history of portocaval shunt",reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.95,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00461136,NCT00461136_exc__item23_C1,NCT00461136_exc__item23,C1,human_review,3,branch_b_semantic_grounding_high_risk,B_semantic_high_risk,drug,cholestyramine,exists,null,,,computable,,Current treatment with cholestyramine or cholestipol resins,reference_review_priority,reference_high_support_not_auto_accept,optional_llm_verifier_or_review,0.45,1.0,semantic_grounding_reference_review_priority,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00461136,NCT00461136_exc__item23_C2,NCT00461136_exc__item23,C2,human_review,3,branch_b_semantic_grounding_high_risk,B_semantic_high_risk,drug,cholestipol resins,exists,null,,,computable,,Current treatment with cholestyramine or cholestipol resins,reference_review_priority,reference_high_support_not_auto_accept,optional_llm_verifier_or_review,0.45,1.0,semantic_grounding_reference_review_priority,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00461136,NCT00461136_exc__item24_C1,NCT00461136_exc__item24,C1,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,condition,immunocompromise,exists,null,,,computable,,History of immunocompromise,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.95,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00461136,NCT00461136_exc__item24_C2,NCT00461136_exc__item24,C2,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,lab,HIV test result,=,scalar,positive,,computable,,a positive HIV test result,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,1.0,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00461136,NCT00461136_exc__item25_C1,NCT00461136_exc__item25,C1,human_review,3,candidate_selection_rescue_returned_human_review,B_rescue_unresolved,lab,Hepatitis B surface antigen (HBsAg) positive,exists,scalar,positive,,computable,,History of a positive Hepatitis B surface antigen (HBsAg) or Hepatitis C test result.,reference_review_priority,reference_high_support_not_auto_accept,llm_verifier,0.5,0.9,layer1_policy_mandatory_verifier,mandatory_verifier_candidate,hard_semantic_or_structural_issue,high,B__NCT00461136_exc__item25_C1__B_main_llm_rescue__entity_regrounding,human_review,no_update,skipped,[],not_applicable_final_decision:human_review
B,NCT00461136,NCT00461136_exc__item25_C2,NCT00461136_exc__item25,C2,human_review,3,candidate_selection_rescue_returned_human_review,B_rescue_unresolved,lab,Hepatitis C test positive,exists,scalar,positive,,computable,,History of a positive Hepatitis B surface antigen (HBsAg) or Hepatitis C test result.,reference_review_priority,reference_high_support_not_auto_accept,llm_verifier,0.5,0.9,layer1_policy_mandatory_verifier,mandatory_verifier_candidate,hard_semantic_or_structural_issue,high,B__NCT00461136_exc__item25_C2__B_main_llm_rescue__entity_regrounding,human_review,no_update,skipped,[],not_applicable_final_decision:human_review
B,NCT00461136,NCT00461136_exc__item26_C1,NCT00461136_exc__item26,C1,partial,1,branch_b_optional_verifier_or_review,B_optional_review_partial,condition,drug abuse,exists,null,,,computable,,History of drug or alcohol abuse within the 12 months prior to dosing.,reference_intermediate_support,reference_high_support_not_auto_accept,optional_llm_verifier_or_review,0.8,1.0,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00461136,NCT00461136_exc__item26_C2,NCT00461136_exc__item26,C2,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,condition,alcohol abuse,exists,null,,,computable,,History of drug or alcohol abuse within the 12 months prior to dosing.,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.95,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00461136,NCT00461136_exc__item27_C1,NCT00461136_exc__item27,C1,non_computable,2,branch_b_non_computable,B_non_computable,other,directly involved in the execution of this protocol,exists,null,,,non_computable,,Persons directly involved in the execution of this protocol.,reference_high_support_not_auto_accept,reference_review_priority,computability_review,1.0,0.35,execution_support_reference_review_priority,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00461136,NCT00461136_exc__item28_C1,NCT00461136_exc__item28,C1,non_computable,2,branch_b_non_computable,B_non_computable,other,Any condition that in the opinion of the investigator would jeopardize the evaluation of efficacy or safety,exists,null,,,non_computable,,Any condition that in the opinion of the investigator or the Novartis medical monitor would jeopardize the evaluation of efficacy or safety,reference_intermediate_support,reference_review_priority,optional_llm_verifier_or_review,0.8,0.35,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00461136,NCT00461136_exc__item28_C2,NCT00461136_exc__item28,C2,non_computable,2,branch_b_non_computable,B_non_computable,other,Any condition that in the opinion of the Novartis medical monitor would jeopardize the evaluation of efficacy or safety,exists,null,,,non_computable,,Any condition that in the opinion of the investigator or the Novartis medical monitor would jeopardize the evaluation of efficacy or safety,reference_intermediate_support,reference_review_priority,optional_llm_verifier_or_review,0.8,0.35,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00461136,NCT00461136_exc__item29_C1,NCT00461136_exc__item29,C1,non_computable,2,branch_b_non_computable,B_non_computable,observation,noncompliance to medical regimens,exists,null,,,non_computable,,History of noncompliance to medical regimens,reference_high_support_not_auto_accept,reference_review_priority,computability_review,0.95,0.35,execution_support_reference_review_priority,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00461136,NCT00461136_exc__item29_C2,NCT00461136_exc__item29,C2,non_computable,2,branch_b_non_computable,B_non_computable,observation,unwillingness to comply with the study protocol,exists,null,,,non_computable,,unwillingness to comply with the study protocol,reference_high_support_not_auto_accept,reference_review_priority,computability_review,0.9,0.35,execution_support_reference_review_priority,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00461136,NCT00461136_exc__item30_C1,NCT00461136_exc__item30,C1,human_review,3,candidate_selection_rescue_returned_human_review,B_rescue_unresolved,observation,contraindications to the study medications,exists,null,,,partial,,Known or suspected contraindications to the study medications,reference_review_priority,reference_intermediate_support,llm_verifier,0.5,0.6,hard_semantic_grounding_uncertainty,continue_to_layer2,no_layer1_issue,none,B__NCT00461136_exc__item30_C1__B_main_llm_rescue__history_context_recovery,human_review,no_update,skipped,[],not_applicable_final_decision:human_review
B,NCT00461136,NCT00461136_exc__item30_C2,NCT00461136_exc__item30,C2,human_review,3,candidate_selection_rescue_returned_human_review,B_rescue_unresolved,observation,suspected contraindications to the study medications,exists,null,,,partial,,Known or suspected contraindications to the study medications,reference_review_priority,reference_intermediate_support,llm_verifier,0.5,0.6,hard_semantic_grounding_uncertainty,continue_to_layer2,no_layer1_issue,none,B__NCT00461136_exc__item30_C2__B_main_llm_rescue__history_context_recovery,human_review,no_update,skipped,[],not_applicable_final_decision:human_review
B,NCT00461136,NCT00461136_exc__item30_C3,NCT00461136_exc__item30,C3,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,condition,allergy to Angiotensin converting enzyme (ACE) inhibitors,exists,null,,,computable,,history of allergy to Angiotensin converting enzyme (ACE) inhibitors,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.95,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00461136,NCT00461136_exc__item30_C4,NCT00461136_exc__item30,C4,partial,1,branch_b_optional_verifier_or_review,B_optional_review_partial,condition,allergy to thiazide diuretics,exists,null,,,computable,,and/or to thiazide diuretics,reference_intermediate_support,reference_high_support_not_auto_accept,optional_llm_verifier_or_review,0.8,1.0,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00461136,NCT00461136_exc__item30_C5,NCT00461136_exc__item30,C5,partial,1,branch_b_partial_computability,B_partial_computability,condition,allergy to sulfonamide derived drug,exists,null,,,partial,,or other sulfonamide derived drug,reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.8,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00461136,NCT00461136_exc__item31_C1,NCT00461136_exc__item31,C1,non_computable,2,branch_b_non_computable,B_non_computable,condition,"Any surgical or medical condition that, in the opinion of the investigator, may place the patient at higher risk from his/her participation in the study",exists,null,,,non_computable,,"Any surgical or medical condition, which in the opinion of the investigator, may place the patient at higher risk from his/her participation in the study",reference_intermediate_support,reference_review_priority,optional_llm_verifier_or_review,0.8,0.35,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00461136,NCT00461136_exc__item31_C2,NCT00461136_exc__item31,C2,non_computable,2,branch_b_non_computable,B_non_computable,condition,Any surgical or medical condition likely to prevent compliance with study requirements,exists,null,,,non_computable,,"Any surgical or medical condition, which in the opinion of the investigator, may place the patient at higher risk from his/her participation in the study, or is likely to prevent the patient from complying with the requirements of the study",reference_intermediate_support,reference_review_priority,optional_llm_verifier_or_review,0.8,0.35,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00461136,NCT00461136_exc__item31_C3,NCT00461136_exc__item31,C3,non_computable,2,branch_b_non_computable,B_non_computable,condition,Any surgical or medical condition likely to prevent completing the study,exists,null,,,non_computable,,or completing the study,reference_intermediate_support,reference_review_priority,optional_llm_verifier_or_review,0.8,0.35,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00461136,NCT00461136_exc__item32_C1,NCT00461136_exc__item32,C1,human_review,3,branch_b_final_routing_llm_verifier,B_llm_verifier,drug,any prescription drug or over-the-counter (OTC) medication which is prohibited by the protocol,exists,null,,,non_computable,,Use of any prescription drug or over-the-counter (OTC) medication which is prohibited by the protocol.,reference_review_priority,reference_review_priority,llm_verifier,0.35,0.35,hard_semantic_grounding_uncertainty,continue_to_layer2,no_layer1_issue,none,B__NCT00461136_exc__item32_C1__B_main_llm_rescue__entity_regrounding,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_text"", ""history_context""]",
B,NCT00461136,NCT00461136_exc__item32_C2,NCT00461136_exc__item32,C2,human_review,3,branch_b_final_routing_llm_verifier,B_llm_verifier,drug,any prescription drug or over-the-counter (OTC) medication which is prohibited by the protocol,exists,null,,,non_computable,,Use of any prescription drug or over-the-counter (OTC) medication which is prohibited by the protocol.,reference_review_priority,reference_review_priority,llm_verifier,0.35,0.35,hard_semantic_grounding_uncertainty,continue_to_layer2,no_layer1_issue,none,B__NCT00461136_exc__item32_C2__B_main_llm_rescue__entity_regrounding,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_text"", ""history_context""]",
B,NCT00461136,NCT00461136_exc__item33_C1,NCT00461136_exc__item33,C1,partial,1,branch_b_partial_computability,B_partial_computability,observation,participation in any Aliskiren study,exists,null,,,partial,,previously participated in any Aliskiren study,reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.65,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00461136,NCT00461136_exc__item34_C1,NCT00461136_exc__item34,C1,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,condition,Pregnant,exists,null,,,computable,,Pregnant,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.9,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00461136,NCT00461136_exc__item34_C2,NCT00461136_exc__item34,C2,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,condition,nursing woman,exists,null,,,computable,,nursing woman,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.9,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT00461136,NCT00461136_exc__item35_C1,NCT00461136_exc__item35,C1,non_computable,2,branch_b_non_computable,B_non_computable,other,other protocol-defined inclusion/exclusion criteria may apply,exists,null,,,non_computable,,Other protocol-defined inclusion/exclusion criteria may apply,reference_high_support_not_auto_accept,reference_review_priority,computability_review,0.95,0.35,execution_support_reference_review_priority,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02884115,NCT02884115_inc__item1_C1,NCT02884115_inc__item1,C1,human_review,3,candidate_selection_rescue_returned_human_review,B_rescue_unresolved,condition,early syphilis,exists,null,,,computable,,Early Syphilis Cases Determined to Be Serofast at 6 Months after Initial Treatment,reference_review_priority,reference_high_support_not_auto_accept,llm_verifier,0.4,0.9,hard_semantic_grounding_uncertainty,continue_to_layer2_grounding_screen,soft_semantic_warning,low_to_medium,B__NCT02884115_inc__item1_C1__B_main_llm_rescue__temporal_context_recovery,human_review,no_update,skipped,[],not_applicable_final_decision:human_review
B,NCT02884115,NCT02884115_inc__item1_C2,NCT02884115_inc__item1,C2,human_review,3,candidate_selection_rescue_returned_human_review,B_rescue_unresolved,observation,serofast status,exists,scalar,serofast,,partial,,Determined to Be Serofast at 6 Months after Initial Treatment,reference_review_priority,reference_intermediate_support,llm_verifier,0.5,0.6,layer1_policy_mandatory_verifier,mandatory_verifier_candidate,hard_semantic_or_structural_issue,high,B__NCT02884115_inc__item1_C2__B_main_llm_rescue__entity_regrounding,human_review,no_update,skipped,[],not_applicable_final_decision:human_review
B,NCT02884115,NCT02884115_exc__item1_C1,NCT02884115_exc__item1,C1,partial,1,branch_b_optional_verifier_or_review,B_optional_review_partial,condition,Human immunodeficiency virus (HIV) infection,exists,null,,,computable,,Human immunodeficiency virus (HIV)-infected,reference_intermediate_support,reference_high_support_not_auto_accept,optional_llm_verifier_or_review,0.8,1.0,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02884115,NCT02884115_exc__item2_C1,NCT02884115_exc__item2,C1,human_review,3,branch_b_semantic_grounding_high_risk,B_semantic_high_risk,lab,RPR test,=,scalar,nonreactive,,computable,,Baseline serology showed a nonreactive RPR test,reference_review_priority,reference_high_support_not_auto_accept,optional_llm_verifier_or_review,0.45,1.0,semantic_grounding_reference_review_priority,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02884115,NCT02884115_exc__item3_C1,NCT02884115_exc__item3,C1,non_computable,2,branch_b_non_computable,B_non_computable,other,inadequate follow-up,exists,null,,,non_computable,,follow-up is inadequate,reference_intermediate_support,reference_review_priority,optional_llm_verifier_or_review,0.8,0.35,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02884115,NCT02884115_exc__item4_C1,NCT02884115_exc__item4,C1,partial,1,branch_b_optional_verifier_or_review,B_optional_review_partial,condition,penicillin allergy,exists,null,,,computable,,Allergic to penicillin,reference_intermediate_support,reference_high_support_not_auto_accept,optional_llm_verifier_or_review,0.65,1.0,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02884115,NCT02884115_exc__item5_C1,NCT02884115_exc__item5,C1,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,condition,pregnant,exists,null,,,computable,,Pregnant woman,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.9,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02944292,NCT02944292_inc__item1_C1,NCT02944292_inc__item1,C1,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,demographic,Age,>=,scalar,18,year,computable,,Age 18 years or older,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,1.0,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02944292,NCT02944292_inc__item2_C1,NCT02944292_inc__item2,C1,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,procedure,mechanical ventilation,exists,null,,,computable,,Mechanical ventilation,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.9,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02944292,NCT02944292_inc__item3_C1,NCT02944292_inc__item3,C1,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,vital,IAP,between,range,"{""min"": 12, ""max"": 20}",mmHg,computable,,IAP between 12 and 20 mmHg,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.9,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02944292,NCT02944292_inc__item3_C2,NCT02944292_inc__item3,C2,partial,1,branch_b_partial_computability,B_partial_computability,procedure,IAP measurement count (consecutive),>=,scalar,2,count,partial,,in at least two consecutive measurements,reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.65,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02944292,NCT02944292_inc__item3_C3,NCT02944292_inc__item3,C3,human_review,3,candidate_selection_rescue_returned_human_review,B_rescue_unresolved,procedure,IAP measurements,exists,null,,,partial,,within 1-12 h,reference_review_priority,reference_intermediate_support,llm_verifier,0.35,0.6,hard_semantic_grounding_uncertainty,continue_to_layer2,no_layer1_issue,none,B__NCT02944292_inc__item3_C3__B_main_llm_rescue__entity_regrounding,human_review,no_update,skipped,[],not_applicable_final_decision:human_review
B,NCT02944292,NCT02944292_inc__item4_C1,NCT02944292_inc__item4,C1,partial,1,branch_b_optional_verifier_or_review,B_optional_review_partial,vital,spontaneous breathing activity (respiratory rate),>=,scalar,6,breaths/minute,computable,,Spontaneous breathing activity of at least 6 breaths/minute,reference_intermediate_support,reference_high_support_not_auto_accept,optional_llm_verifier_or_review,0.65,1.0,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02944292,NCT02944292_inc__item5_C1,NCT02944292_inc__item5,C1,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,observation,RASS score,between,range,"{""min"": -4, ""max"": 0}",,computable,,RASS score between 0 and -4,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.9,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02944292,NCT02944292_inc__item6_C1,NCT02944292_inc__item6,C1,human_review,3,candidate_selection_rescue_returned_human_review,B_rescue_unresolved,procedure,physician-led sedation,exists,null,,,partial,,Physician-led sedation (if sedated; as opposed to nurse-led protocol),reference_review_priority,reference_intermediate_support,llm_verifier,0.4,0.6,layer1_policy_mandatory_verifier,mandatory_verifier_candidate,hard_semantic_or_structural_issue,high,B__NCT02944292_inc__item6_C1__B_main_llm_rescue__condition_exception_context_recovery,human_review,no_update,skipped,[],not_applicable_final_decision:human_review
B,NCT02944292,NCT02944292_inc__item6_C2,NCT02944292_inc__item6,C2,partial,1,branch_b_partial_computability,B_partial_computability,procedure,nurse-led protocol sedation,not_exists,null,,,partial,,as opposed to nurse-led protocol,reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.8,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02944292,NCT02944292_exc__item1_C1,NCT02944292_exc__item1,C1,partial,1,branch_b_partial_computability,B_partial_computability,drug,propofol administration contraindication,exists,null,,,partial,,Contraindication for propofol administration,reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.8,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02944292,NCT02944292_exc__item2_C1,NCT02944292_exc__item2,C1,partial,1,branch_b_partial_computability,B_partial_computability,procedure,IAP measurement contraindication,exists,null,,,partial,,Contraindication for IAP measurement,reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.8,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02944292,NCT02944292_exc__item2_C2,NCT02944292_exc__item2,C2,partial,1,branch_b_computability_review,B_computability_review,observation,supine position with head-of-bed at 0°,exists,null,,,partial,,in supine position with head-of-bed at 0°,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,1.0,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02944292,NCT02944292_exc__item3_C1,NCT02944292_exc__item3,C1,partial,1,branch_b_computability_review,B_computability_review,procedure,other intervention for reduction of IAP planned,exists,null,,,partial,,Other intervention for reduction of IAP planned,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.9,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02944292,NCT02944292_exc__item4_C1,NCT02944292_exc__item4,C1,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,drug,propofol infusion rate,>,scalar,4,mg/kg/h,computable,,Previous propofol infusion rate >4 mg/kg/h,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.95,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
