review_id,document_id,chia_id,item_uid,item_index,criterion_type,stratum,item_text,logic_chain,clause_id,clause_text,evidence_text,is_negated,connector_to_next,quantifier,A_post_leaf,B_post_leaf,A_final_decision,A_final_decision_rule,A_final_decision_reasons,B_final_decision,B_final_decision_rule,B_final_decision_reasons,cross_chosen_branch,cross_chosen_decision,cross_branch_reason,A_rescue_apply_status,A_rescue_final_decision,A_rescue_changed_fields,A_rescue_skip_reason,B_rescue_apply_status,B_rescue_final_decision,B_rescue_changed_fields,B_rescue_skip_reason,manual_A_post_leaf_label,manual_B_post_leaf_label,manual_A_post_issue_type,manual_B_post_issue_type,manual_post_notes,manual_A_pre_leaf_label_reference_only,manual_A_pre_issue_type_reference_only,A_leaf_changed_post_vs_pre,manual_B_pre_leaf_label_reference_only,manual_B_pre_issue_type_reference_only,B_leaf_changed_post_vs_pre,A_pre_to_post_change,B_pre_to_post_change,B_vs_A_post,manual_inferred_best_branch_A_B_post,manual_chosen_branch_post_label
I00001,NCT00319748,NCT00319748_inc,NCT00319748_inc__item1,1,inclusion,simple,Adequate performance status:,C1: adequate performance status,C1,adequate performance status,Adequate performance status:,0,,,entity_type=lab | entity=performance status | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,"entity_type=observation | entity=performance status | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=Performance status scale and threshold for 'adequate' (e.g., ECOG/Karnofsky) not specified.",human_review,A_layer2_high_risk,branch_a_layer2_high_risk_after_rescue,partial,B_computability_review,branch_b_computability_review,B,partial,selected_B_because_partial_has_best_available_status,,,,,,,,,partial,partial,missing_threshold; bad_entity_type,missing_threshold,,partial,missing_threshold; bad_entity_type,0,partial,missing_threshold,0,same,same,B_same_as_A,tie,partial
I00754,NCT02745704,NCT02745704_inc,NCT02745704_inc__item1,1,inclusion,multi_clause,CHB patients who had received NAs for more than 12 months.,C1: CHB patients AND C2: had received NAs for more than 12 months,C2,had received NAs for more than 12 months,had received NAs for more than 12 months,0,,,"entity_type=drug | entity=NAs | operator=> | value_type=scalar | value=12 | unit=month | temporal= | history=prior | computability=partial | reason=Duration of NA therapy is computable, but 'NAs' is ambiguous without specifying the nucleos(t)ide analogue(s).","entity_type=drug | entity=NAs | operator=> | value_type=scalar | value=12 | unit=month | temporal= | history=prior | computability=partial | reason=Duration of NA therapy is computable, but 'NAs' is ambiguous without specifying the nucleos(t)ide analogue(s).",partial,A_hybrid_from_B_partial,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:partial,partial,B_partial_computability,branch_b_partial_computability,B,partial,selected_B_because_partial_has_best_available_status,applied,select_candidate,"[""operator"", ""value"", ""value_type"", ""unit"", ""history_context"", ""computability"", ""non_computable_reason""]",,,,,,,,,,,,,1,,,0,,,unlabeled,,
I00755,NCT02745704,NCT02745704_inc,NCT02745704_inc__item2,2,inclusion,multi_clause,Hepatitis B e antigen (HBeAg)-negative and anti-HBeAg positive.,C1: Hepatitis B e antigen (HBeAg)-negative AND C2: anti-HBeAg positive,C1,Hepatitis B e antigen (HBeAg)-negative,Hepatitis B e antigen (HBeAg)-negative,0,AND,,"entity_type=biomarker | entity=Hepatitis B e antigen (HBeAg) | operator== | value_type=scalar | value=""negative"" | unit=None | temporal= | history=current | computability=computable | reason=","entity_type=biomarker | entity=Hepatitis B e antigen (HBeAg) | operator== | value_type=scalar | value=""negative"" | unit=None | temporal= | history=current | computability=computable | reason=",accept,A_hybrid_from_B_accept,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:accept,accept,B_accept,branch_b_accept_routing_low_semantic_risk,B,accept,selected_B_because_accept_has_best_available_status,applied,select_candidate,"[""entity_text"", ""entity_type"", ""operator"", ""value"", ""value_type"", ""history_context""]",,,,,,,,,,,,,1,,,0,,,unlabeled,,
I00755,NCT02745704,NCT02745704_inc,NCT02745704_inc__item2,2,inclusion,multi_clause,Hepatitis B e antigen (HBeAg)-negative and anti-HBeAg positive.,C1: Hepatitis B e antigen (HBeAg)-negative AND C2: anti-HBeAg positive,C2,anti-HBeAg positive,anti-HBeAg positive,0,,,"entity_type=biomarker | entity=anti-HBeAg | operator== | value_type=scalar | value=""positive"" | unit=None | temporal= | history=current | computability=computable | reason=","entity_type=biomarker | entity=anti-HBeAg | operator== | value_type=scalar | value=""positive"" | unit=None | temporal= | history=current | computability=computable | reason=",accept,A_hybrid_from_B_accept,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:accept,accept,B_accept,branch_b_accept_routing_low_semantic_risk,B,accept,selected_B_because_accept_has_best_available_status,applied,select_candidate,"[""entity_type"", ""operator"", ""value"", ""value_type"", ""history_context""]",,,,,,,,,,,,,1,,,0,,,unlabeled,,
I00756,NCT02745704,NCT02745704_inc,NCT02745704_inc__item3,3,inclusion,multi_clause,Hepatitis B surface antigen (HBsAg) positive and <1500 IU/mL.,C1: Hepatitis B surface antigen (HBsAg) positive AND C2: <1500 IU/mL,C1,Hepatitis B surface antigen (HBsAg) positive,Hepatitis B surface antigen (HBsAg) positive,0,AND,,"entity_type=lab | entity=Hepatitis B surface antigen (HBsAg) | operator== | value_type=scalar | value=""positive"" | unit=None | temporal= | history=current | computability=computable | reason=","entity_type=lab | entity=Hepatitis B surface antigen (HBsAg) | operator== | value_type=scalar | value=""positive"" | unit=None | temporal= | history=current | computability=computable | reason=",accept,A_hybrid_from_B_accept,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:accept,accept,B_accept,branch_b_accept_routing_low_semantic_risk,B,accept,selected_B_because_accept_has_best_available_status,applied,select_candidate,"[""entity_text"", ""operator"", ""value"", ""value_type"", ""history_context""]",,,,,,,,,,,,,1,,,0,,,unlabeled,,
I00756,NCT02745704,NCT02745704_inc,NCT02745704_inc__item3,3,inclusion,multi_clause,Hepatitis B surface antigen (HBsAg) positive and <1500 IU/mL.,C1: Hepatitis B surface antigen (HBsAg) positive AND C2: <1500 IU/mL,C2,<1500 IU/mL,<1500 IU/mL,0,,,entity_type=other | entity=<1500 IU/mL | operator=< | value_type=scalar | value=1500 | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=lab | entity=HBsAg | operator=< | value_type=scalar | value=1500 | unit=IU/mL | temporal= | history=current | computability=partial | reason=Lab analyte not explicitly stated in this clause; inferred from item context.,partial,A_layer2_medium_risk,branch_a_medium_risk_after_rescue,partial,B_computability_review,branch_b_computability_review,B,partial,selected_B_because_partial_has_best_available_status,,,,,,,,,,,,,,,,0,,,0,,,unlabeled,,
I00757,NCT02745704,NCT02745704_inc,NCT02745704_inc__item4,4,inclusion,simple,Hepatitis B virus DNA not detectable(Roche Cobas).,C1: Hepatitis B virus DNA not detectable (Roche Cobas),C1,Hepatitis B virus DNA not detectable (Roche Cobas),Hepatitis B virus DNA not detectable(Roche Cobas).,0,,,"entity_type=lab | entity=Hepatitis B virus DNA | operator== | value_type=scalar | value=""not detectable"" | unit=None | temporal= | history=current | computability=partial | reason=Assay platform specified (Roche Cobas) but no detection threshold/limit of detection provided.","entity_type=lab | entity=Hepatitis B virus DNA | operator== | value_type=scalar | value=""not detectable"" | unit=None | temporal= | history=current | computability=partial | reason=Assay platform specified (Roche Cobas) but no detection threshold/limit of detection provided.",partial,A_hybrid_from_B_partial,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:partial,partial,B_computability_review,branch_b_computability_review,B,partial,selected_B_because_partial_has_best_available_status,applied,select_candidate,"[""operator"", ""value"", ""value_type"", ""history_context"", ""computability"", ""non_computable_reason""]",,,,,,,,,,,,,1,,,0,,,unlabeled,,
I00758,NCT02745704,NCT02745704_exc,NCT02745704_exc__item1,1,exclusion,multi_clause,"Patients with liver cirrhosis, Hepatocellular Carcinoma or other malignancies.",C1: liver cirrhosis OR C2: Hepatocellular Carcinoma OR C3: other malignancies,C1,liver cirrhosis,"Patients with liver cirrhosis, Hepatocellular Carcinoma or other malignancies.",0,OR,,entity_type=condition | entity=liver cirrhosis | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=condition | entity=liver cirrhosis | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,accept,A_low_risk_accept,branch_a_low_risk_no_hard_issue,accept,B_accept,branch_b_accept_routing_low_semantic_risk,B,accept,selected_B_because_accept_has_best_available_status,,,,,,,,,,,,,,,,0,,,0,,,unlabeled,,
I00758,NCT02745704,NCT02745704_exc,NCT02745704_exc__item1,1,exclusion,multi_clause,"Patients with liver cirrhosis, Hepatocellular Carcinoma or other malignancies.",C1: liver cirrhosis OR C2: Hepatocellular Carcinoma OR C3: other malignancies,C2,Hepatocellular Carcinoma,"Patients with liver cirrhosis, Hepatocellular Carcinoma or other malignancies.",0,OR,,entity_type=condition | entity=Hepatocellular Carcinoma | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=condition | entity=Hepatocellular Carcinoma | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,accept,A_low_risk_accept,branch_a_low_risk_no_hard_issue,accept,B_accept,branch_b_accept_routing_low_semantic_risk,B,accept,selected_B_because_accept_has_best_available_status,,,,,,,,,,,,,,,,0,,,0,,,unlabeled,,
I00758,NCT02745704,NCT02745704_exc,NCT02745704_exc__item1,1,exclusion,multi_clause,"Patients with liver cirrhosis, Hepatocellular Carcinoma or other malignancies.",C1: liver cirrhosis OR C2: Hepatocellular Carcinoma OR C3: other malignancies,C3,other malignancies,"Patients with liver cirrhosis, Hepatocellular Carcinoma or other malignancies.",0,,,entity_type=condition | entity=malignancies | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=condition | entity=other malignancies | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=The phrase 'other malignancies' is nonspecific and does not identify which cancer diagnoses are excluded.,accept,A_low_risk_accept,branch_a_low_risk_no_hard_issue,partial,B_computability_review,branch_b_computability_review,A,accept,selected_A_because_accept_has_best_available_status,,,,,,,,,,,,,,,,0,,,0,,,unlabeled,,
I00759,NCT02745704,NCT02745704_exc,NCT02745704_exc__item2,2,exclusion,simple,Patients with other factors causing liver diseases.,C1: other factors causing liver diseases,C1,other factors causing liver diseases,other factors causing liver diseases,0,,,entity_type=other | entity=other factors causing liver diseases | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=partial | reason=Entity typing is weak and may require later review.,entity_type=condition | entity=liver diseases due to other factors | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=The phrase does not specify which factors/etiologies; cannot be operationalized without defining the excluded causes.,partial,A_partial_computability,branch_a_partial_computability,partial,B_partial_computability,branch_b_partial_computability,B,partial,selected_B_because_partial_has_best_available_status,,,,,,,,,,,,,,,,0,,,0,,,unlabeled,,
I00760,NCT02745704,NCT02745704_exc,NCT02745704_exc__item3,3,exclusion,multi_clause,Pregnant and lactating women.,C1: pregnant AND C2: lactating,C1,pregnant,Pregnant,0,AND,,entity_type=demographic | entity=pregnant | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=condition | entity=Pregnant | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,partial,A_layer2_medium_risk,branch_a_medium_risk_after_rescue,accept,B_accept,branch_b_accept_routing_low_semantic_risk,B,accept,selected_B_because_accept_has_best_available_status,,,,,,,,,,,,,,,,0,,,0,,,unlabeled,,
I00760,NCT02745704,NCT02745704_exc,NCT02745704_exc__item3,3,exclusion,multi_clause,Pregnant and lactating women.,C1: pregnant AND C2: lactating,C2,lactating,lactating women,0,,,entity_type=demographic | entity=lactating | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=condition | entity=lactating | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,partial,A_layer2_medium_risk,branch_a_medium_risk_after_rescue,accept,B_accept,branch_b_accept_routing_low_semantic_risk,B,accept,selected_B_because_accept_has_best_available_status,,,,,,,,,,,,,,,,0,,,0,,,unlabeled,,
I00761,NCT02745704,NCT02745704_exc,NCT02745704_exc__item4,4,exclusion,multi_clause,Patients with concomitant HIV infection or congenital immune deficiency diseases.,C1: concomitant HIV infection OR C2: congenital immune deficiency diseases,C1,concomitant HIV infection,Patients with concomitant HIV infection or congenital immune deficiency diseases.,0,OR,,entity_type=condition | entity=HIV infection | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=condition | entity=HIV infection | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,accept,A_low_risk_accept,branch_a_low_risk_no_hard_issue,accept,B_accept,branch_b_accept_routing_low_semantic_risk,B,accept,selected_B_because_accept_has_best_available_status,,,,,,,,,,,,,,,,0,,,0,,,unlabeled,,
I00761,NCT02745704,NCT02745704_exc,NCT02745704_exc__item4,4,exclusion,multi_clause,Patients with concomitant HIV infection or congenital immune deficiency diseases.,C1: concomitant HIV infection OR C2: congenital immune deficiency diseases,C2,congenital immune deficiency diseases,Patients with concomitant HIV infection or congenital immune deficiency diseases.,0,,,entity_type=condition | entity=congenital immune deficiency diseases | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=condition | entity=congenital immune deficiency diseases | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,accept,A_low_risk_accept,branch_a_low_risk_no_hard_issue,accept,B_accept,branch_b_accept_routing_low_semantic_risk,B,accept,selected_B_because_accept_has_best_available_status,,,,,,,,,,,,,,,,0,,,0,,,unlabeled,,
I00762,NCT02745704,NCT02745704_exc,NCT02745704_exc__item5,5,exclusion,multi_clause,"Patients with diabetes, autoimmune diseases.",C1: diabetes OR C2: autoimmune diseases,C1,diabetes,diabetes,0,OR,,entity_type=condition | entity=diabetes | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=condition | entity=diabetes | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,accept,A_low_risk_accept,branch_a_low_risk_no_hard_issue,accept,B_accept,branch_b_accept_routing_low_semantic_risk,B,accept,selected_B_because_accept_has_best_available_status,,,,,,,,,,,,,,,,0,,,0,,,unlabeled,,
I00762,NCT02745704,NCT02745704_exc,NCT02745704_exc__item5,5,exclusion,multi_clause,"Patients with diabetes, autoimmune diseases.",C1: diabetes OR C2: autoimmune diseases,C2,autoimmune diseases,autoimmune diseases,0,,,entity_type=condition | entity=autoimmune diseases | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=condition | entity=autoimmune diseases | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=Condition category is broad and unspecified; specific autoimmune diagnosis not provided.,accept,A_low_risk_accept,branch_a_low_risk_no_hard_issue,partial,B_computability_review,branch_b_computability_review,A,accept,selected_A_because_accept_has_best_available_status,,,,,,,,,,,,,,,,0,,,0,,,unlabeled,,
I00763,NCT02745704,NCT02745704_exc,NCT02745704_exc__item6,6,exclusion,simple,Patients with important organ dysfunctions.,C1: important organ dysfunctions,C1,important organ dysfunctions,Patients with important organ dysfunctions.,0,,,entity_type=condition | entity=organ dysfunctions | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=condition | entity=important organ dysfunctions | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=partial | reason=Organ(s) and objective definition/threshold for 'important' dysfunction not specified.,accept,A_low_risk_accept,branch_a_low_risk_no_hard_issue,partial,B_computability_review,branch_b_computability_review,A,accept,selected_A_because_accept_has_best_available_status,,,,,,,,,,,,,,,,0,,,0,,,unlabeled,,
I00764,NCT02745704,NCT02745704_exc,NCT02745704_exc__item7,7,exclusion,simple,"Patients with serious complications (e.g., infection, hepatic encephalopathy, hepatorenal syndrome, gastrointestinal bleeding.)",C1: serious complications,C1,serious complications,"Patients with serious complications (e.g., infection, hepatic encephalopathy, hepatorenal syndrome, gastrointestinal bleeding.)",0,,,entity_type=condition | entity=complications | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,"entity_type=condition | entity=serious complications | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=Serious complications is not precisely defined; examples are provided but not required/exhaustive, making patient-level computability ambiguous.",accept,A_low_risk_accept,branch_a_low_risk_no_hard_issue,partial,B_computability_review,branch_b_computability_review,A,accept,selected_A_because_accept_has_best_available_status,,,,,,,,,,,,,,,,0,,,0,,,unlabeled,,
I00765,NCT02745704,NCT02745704_exc,NCT02745704_exc__item8,8,exclusion,temporal,Patients who receive antineoplastic or immunomodulatory therapy in the past 12 months.,C1: receive antineoplastic therapy in the past 12 months OR C2: receive immunomodulatory therapy in the past 12 months,C1,receive antineoplastic therapy in the past 12 months,receive antineoplastic or immunomodulatory therapy in the past 12 months,0,OR,,"entity_type=therapy | entity=antineoplastic therapy | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""within"", ""value"": 12, ""unit"": ""month"", ""anchor_event"": ""screening""} | history=prior | computability=partial | reason=Anchor event for 'past 12 months' not explicitly specified (assumed screening).","entity_type=therapy | entity=antineoplastic therapy | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""within"", ""value"": 12, ""unit"": ""month"", ""anchor_event"": ""screening""} | history=prior | computability=partial | reason=Anchor event for 'past 12 months' not explicitly specified (assumed screening).",partial,A_hybrid_from_B_partial,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:partial,partial,B_partial_computability,branch_b_partial_computability,B,partial,selected_B_because_partial_has_best_available_status,applied,select_candidate,"[""entity_text"", ""entity_type"", ""temporal_context"", ""history_context"", ""computability"", ""non_computable_reason""]",,,,,,,,,,,,,1,,,0,,,unlabeled,,
I00765,NCT02745704,NCT02745704_exc,NCT02745704_exc__item8,8,exclusion,temporal,Patients who receive antineoplastic or immunomodulatory therapy in the past 12 months.,C1: receive antineoplastic therapy in the past 12 months OR C2: receive immunomodulatory therapy in the past 12 months,C2,receive immunomodulatory therapy in the past 12 months,receive antineoplastic or immunomodulatory therapy in the past 12 months,0,,,"entity_type=therapy | entity=immunomodulatory therapy | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""within"", ""value"": 12, ""unit"": ""month"", ""anchor_event"": ""screening""} | history=prior | computability=partial | reason=Anchor event for 'past 12 months' not explicitly specified (assumed screening).","entity_type=therapy | entity=immunomodulatory therapy | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""within"", ""value"": 12, ""unit"": ""month"", ""anchor_event"": ""screening""} | history=prior | computability=partial | reason=Anchor event for 'past 12 months' not explicitly specified (assumed screening).",partial,A_hybrid_from_B_partial,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:partial,partial,B_computability_review,branch_b_computability_review,B,partial,selected_B_because_partial_has_best_available_status,applied,select_candidate,"[""entity_text"", ""entity_type"", ""temporal_context"", ""history_context"", ""computability"", ""non_computable_reason""]",,,,,,,,,,,,,1,,,0,,,unlabeled,,
I00766,NCT02745704,NCT02745704_exc,NCT02745704_exc__item9,9,exclusion,non_computable,Patients who can't come back to clinic for follow-up on schedule.,C1: can’t come back to clinic for follow-up on schedule,C1,can’t come back to clinic for follow-up on schedule,can't come back to clinic for follow-up on schedule,0,,,entity_type=other | entity=can’t come back to clinic for follow-up on schedule | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=partial | reason=Entity typing is weak and may require later review.,entity_type=other | entity=ability to return to clinic for scheduled follow-up | operator=not_exists | value_type=null | value= | unit=None | temporal= | history=None | computability=non_computable | reason=Operational/feasibility criterion about ability to attend scheduled clinic follow-up.,human_review,A_layer2_high_risk,branch_a_layer2_high_risk_after_rescue,human_review,B_rescue_unresolved,candidate_selection_rescue_returned_human_review,B,human_review,selected_B_because_human_review_has_best_available_status,,,,,skipped,human_review,[],not_applicable_final_decision:human_review,,,,,,,,1,,,0,,,unlabeled,,
I00767,NCT02777424,NCT02777424_inc,NCT02777424_inc__item1,1,inclusion,multi_clause,Patient with spontaneous intracranial hemorrhage or traumatic intracranial hemorrhage or patient requiring neurological surgery,C1: patient with spontaneous intracranial hemorrhage OR C2: patient with traumatic intracranial hemorrhage OR C3: patient requiring neurological surgery,C1,patient with spontaneous intracranial hemorrhage,Patient with spontaneous intracranial hemorrhage,0,OR,,entity_type=condition | entity=spontaneous intracranial hemorrhage | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=condition | entity=spontaneous intracranial hemorrhage | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,accept,A_low_risk_accept,branch_a_low_risk_no_hard_issue,accept,B_accept,branch_b_accept_routing_low_semantic_risk,B,accept,selected_B_because_accept_has_best_available_status,,,,,,,,,,,,,,,,0,,,0,,,unlabeled,,
I00767,NCT02777424,NCT02777424_inc,NCT02777424_inc__item1,1,inclusion,multi_clause,Patient with spontaneous intracranial hemorrhage or traumatic intracranial hemorrhage or patient requiring neurological surgery,C1: patient with spontaneous intracranial hemorrhage OR C2: patient with traumatic intracranial hemorrhage OR C3: patient requiring neurological surgery,C2,patient with traumatic intracranial hemorrhage,traumatic intracranial hemorrhage,0,OR,,entity_type=condition | entity=traumatic intracranial hemorrhage | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=condition | entity=traumatic intracranial hemorrhage | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,accept,A_low_risk_accept,branch_a_low_risk_no_hard_issue,accept,B_accept,branch_b_accept_routing_low_semantic_risk,B,accept,selected_B_because_accept_has_best_available_status,,,,,,,,,,,,,,,,0,,,0,,,unlabeled,,
I00767,NCT02777424,NCT02777424_inc,NCT02777424_inc__item1,1,inclusion,multi_clause,Patient with spontaneous intracranial hemorrhage or traumatic intracranial hemorrhage or patient requiring neurological surgery,C1: patient with spontaneous intracranial hemorrhage OR C2: patient with traumatic intracranial hemorrhage OR C3: patient requiring neurological surgery,C3,patient requiring neurological surgery,patient requiring neurological surgery,0,,,entity_type=procedure | entity=neurological surgery | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=procedure | entity=neurological surgery required | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=Requirement/need for surgery may not be directly represented as a discrete patient-level data element without clinical judgment; actual planned/performed surgery would be computable.,human_review,A_rescue_unresolved,candidate_selection_rescue_returned_human_review,human_review,B_rescue_unresolved,candidate_selection_rescue_returned_human_review,B,human_review,selected_B_because_human_review_has_best_available_status,skipped,human_review,[],not_applicable_final_decision:human_review,skipped,human_review,[],not_applicable_final_decision:human_review,,,,,,,,0,,,0,,,unlabeled,,
I00768,NCT02777424,NCT02777424_inc,NCT02777424_inc__item2,2,inclusion,simple,Coagulation disorder defined by PT less than 60%,C1: coagulation disorder defined by PT less than 60%,C1,coagulation disorder defined by PT less than 60%,Coagulation disorder defined by PT less than 60%,0,,,entity_type=lab | entity=PT | operator=< | value_type=scalar | value=60 | unit=% | temporal= | history=None | computability=computable | reason=,entity_type=lab | entity=PT | operator=< | value_type=scalar | value=60 | unit=% | temporal= | history=current | computability=computable | reason=,accept,A_low_risk_accept,branch_a_low_risk_no_hard_issue,accept,B_accept,branch_b_accept_routing_low_semantic_risk,B,accept,selected_B_because_accept_has_best_available_status,,,,,,,,,,,,,,,,0,,,0,,,unlabeled,,
I00769,NCT02777424,NCT02777424_exc,NCT02777424_exc__item1,1,exclusion,temporal,Concomitant use with oral anticoagulant drugs,C1: concomitant use with oral anticoagulant drugs,C1,concomitant use with oral anticoagulant drugs,Concomitant use with oral anticoagulant drugs,0,,,entity_type=drug | entity=oral anticoagulant drugs | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,"entity_type=drug | entity=oral anticoagulant drugs | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""during"", ""value"": null, ""unit"": null, ""anchor_event"": ""treatment_start""} | history=current | computability=partial | reason=Concomitant use is relative to the study treatment period, but the exact anchor and timeframe are not specified.",accept,A_low_risk_accept,branch_a_low_risk_no_hard_issue,partial,B_computability_review,branch_b_computability_review,A,accept,selected_A_because_accept_has_best_available_status,,,,,,,,,,,,,,,,0,,,0,,,unlabeled,,
I00770,NCT02777424,NCT02777424_exc,NCT02777424_exc__item2,2,exclusion,multi_clause,Acquired deficiency of coagulation factors whose treatment is established,C1: acquired deficiency of coagulation factors AND C2: treatment of the acquired deficiency of coagulation factors is established,C1,acquired deficiency of coagulation factors,Acquired deficiency of coagulation factors whose treatment is established,0,AND,,entity_type=condition | entity=Acquired deficiency of coagulation factors | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=condition | entity=acquired deficiency of coagulation factors | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,accept,A_low_risk_accept,branch_a_low_risk_no_hard_issue,accept,B_accept,branch_b_accept_routing_low_semantic_risk,B,accept,selected_B_because_accept_has_best_available_status,,,,,,,,,,,,,,,,0,,,0,,,unlabeled,,
I00770,NCT02777424,NCT02777424_exc,NCT02777424_exc__item2,2,exclusion,multi_clause,Acquired deficiency of coagulation factors whose treatment is established,C1: acquired deficiency of coagulation factors AND C2: treatment of the acquired deficiency of coagulation factors is established,C2,treatment of the acquired deficiency of coagulation factors is established,whose treatment is established,0,,,entity_type=procedure | entity=treatment of the acquired deficiency of coagulation factors is established | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=observation | entity=treatment is established for acquired deficiency of coagulation factors | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=partial | reason=Whether treatment is 'established' is subjective/depends on clinical judgment and is not a standard patient-level data element.,human_review,A_rescue_unresolved,candidate_selection_rescue_returned_human_review,partial,B_partial_computability,branch_b_partial_computability,B,partial,selected_B_because_partial_has_best_available_status,skipped,human_review,[],not_applicable_final_decision:human_review,,,,,,,,,,,,0,,,0,,,unlabeled,,
I00771,NCT02777424,NCT02777424_exc,NCT02777424_exc__item3,3,exclusion,simple,Hypersensitivity to a PCC,C1: hypersensitivity to a PCC,C1,hypersensitivity to a PCC,Hypersensitivity to a PCC,0,,,entity_type=condition | entity=Hypersensitivity | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=condition | entity=hypersensitivity to a PCC | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=partial | reason=PCC is not defined; specific drug/product cannot be normalized.,accept,A_low_risk_accept,branch_a_low_risk_no_hard_issue,partial,B_computability_review,branch_b_computability_review,A,accept,selected_A_because_accept_has_best_available_status,,,,,,,,,,,,,,,,0,,,0,,,unlabeled,,
I00772,NCT02777424,NCT02777424_exc,NCT02777424_exc__item4,4,exclusion,simple,History of thrombocytopenia induced by heparin,C1: history of thrombocytopenia induced by heparin,C1,history of thrombocytopenia induced by heparin,History of thrombocytopenia induced by heparin,0,,,entity_type=condition | entity=thrombocytopenia | operator=exists | value_type=null | value= | unit=None | temporal= | history=prior | computability=computable | reason=,entity_type=condition | entity=thrombocytopenia induced by heparin | operator=exists | value_type=null | value= | unit=None | temporal= | history=prior | computability=partial | reason=Drug-induced attribution (heparin-induced thrombocytopenia) may not be reliably captured as structured patient-level data without clinical adjudication.,accept,A_low_risk_accept,branch_a_low_risk_no_hard_issue,partial,B_computability_review,branch_b_computability_review,A,accept,selected_A_because_accept_has_best_available_status,,,,,,,,,,,,,,,,0,,,0,,,unlabeled,,
