plan_id,branch_to_update,criterion_id,document_id,item_uid,clause_id,execution_group,execution_priority,rescue_strategy,rescue_task_type,include_A_current,include_B_current,allow_new_llm_candidate,max_llm_attempts,requires_llm,requires_reverification,safe_to_apply_without_llm,blocked_from_auto_apply,b_candidate_allowed,b_candidate_reason,selection_policy,why_selected,why_deferred_or_blocked,source_branch,source_run_stage,source_candidate_kind,source_issue_codes,source_risk_reasons,source_diagnosis_summary,branch_a_risk_label,branch_a_leaf_support,branch_b_final_routing_decision,branch_b_semantic_grounding_risk_label,branch_b_semantic_grounding_support,branch_b_execution_risk_label,branch_b_execution_support,manual_A_pre_label,manual_B_pre_label,manual_A_pre_label_raw,manual_B_pre_label_raw,manual_A_pre_issue_type,manual_B_pre_issue_type,manual_B_vs_A_pre,manual_A_pre_is_error,manual_B_pre_is_error,target_branch_pre_label,target_branch_pre_is_error,has_any_manual_pre_label
A__NCT00445029_inc__item4_C1__A_deferred_diagnostic__branch_a_field_level_semantic_rescue,A,NCT00445029_inc__item4_C1,NCT00445029,NCT00445029_inc__item4,C1,A_deferred_diagnostic,90,defer_broad_or_duplicate_task,branch_a_field_level_semantic_rescue,1,0,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:computability_review,Diagnostic only. Not part of main rescue execution.,,"This is a broad duplicate/semantic task, not a safe leaf-level rescue target.",A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,,,,review_priority,0.307102,computability_review,reference_high_support_not_auto_accept,0.9,reference_intermediate_support,0.6,partial,correct,partial,correct,too_broad_entity,,B_pre_better_than_A_pre,1,0,partial,1,1
A__NCT00445029_inc__item8_C1__A_deferred_diagnostic__branch_a_field_level_semantic_rescue,A,NCT00445029_inc__item8_C1,NCT00445029,NCT00445029_inc__item8,C1,A_deferred_diagnostic,90,defer_broad_or_duplicate_task,branch_a_field_level_semantic_rescue,1,0,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:computability_review,Diagnostic only. Not part of main rescue execution.,,"This is a broad duplicate/semantic task, not a safe leaf-level rescue target.",A,P4_branch_a_optional_diagnostic_rescue,optional_llm_rescue_or_review,,,,intermediate_support,0.644509,computability_review,reference_high_support_not_auto_accept,0.9,reference_intermediate_support,0.6,correct,correct,correct,correct,,,B_pre_same_as_A_pre,0,0,correct,0,1
A__NCT00461136_exc__item10_C1__A_deferred_diagnostic__duplicate_prune_or_merge_judge,A,NCT00461136_exc__item10_C1,NCT00461136,NCT00461136_exc__item10,C1,A_deferred_diagnostic,90,defer_broad_or_duplicate_task,duplicate_prune_or_merge_judge,1,0,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:optional_llm_verifier_or_review,Diagnostic only. Not part of main rescue execution.,,"This is a broad duplicate/semantic task, not a safe leaf-level rescue target.",A,P4_branch_a_optional_diagnostic_rescue,optional_llm_rescue_or_review,duplicate_identical_leaf,,duplicate_identical_leaf,intermediate_support,0.633566,optional_llm_verifier_or_review,reference_intermediate_support,0.8,reference_high_support_not_auto_accept,1.0,correct,correct,correct,correct,,,B_pre_same_as_A_pre,0,0,correct,0,1
A__NCT00461136_exc__item10_C2__A_deferred_diagnostic__duplicate_prune_or_merge_judge,A,NCT00461136_exc__item10_C2,NCT00461136,NCT00461136_exc__item10,C2,A_deferred_diagnostic,90,defer_broad_or_duplicate_task,duplicate_prune_or_merge_judge,1,0,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:keep_without_layer2_action,Diagnostic only. Not part of main rescue execution.,,"This is a broad duplicate/semantic task, not a safe leaf-level rescue target.",A,P4_branch_a_optional_diagnostic_rescue,optional_llm_rescue_or_review,duplicate_identical_leaf,,duplicate_identical_leaf;entity_not_in_leaf_evidence_but_in_item,intermediate_support,0.633566,keep_without_layer2_action,reference_high_support_not_auto_accept,0.9,reference_high_support_not_auto_accept,1.0,correct,correct,correct,correct,,,B_pre_same_as_A_pre,0,0,correct,0,1
A__NCT00461136_exc__item14_C1__A_deferred_diagnostic__branch_a_field_level_semantic_rescue,A,NCT00461136_exc__item14_C1,NCT00461136,NCT00461136_exc__item14,C1,A_deferred_diagnostic,90,defer_broad_or_duplicate_task,branch_a_field_level_semantic_rescue,1,0,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:optional_llm_verifier_or_review,Diagnostic only. Not part of main rescue execution.,,"This is a broad duplicate/semantic task, not a safe leaf-level rescue target.",A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,critical_qualifier_missing_from_entity,,critical_qualifier_missing_from_entity;high_semantic:critical_qualifier_missing_from_entity;layer1_policy_mandatory_rescue_or_review,review_priority,0.45,optional_llm_verifier_or_review,reference_intermediate_support,0.8,reference_intermediate_support,0.6,partial,correct,partial,correct,too_broad_entity,,B_pre_better_than_A_pre,1,0,partial,1,1
A__NCT00461136_exc__item29_C1__A_deferred_diagnostic__branch_a_field_level_semantic_rescue,A,NCT00461136_exc__item29_C1,NCT00461136,NCT00461136_exc__item29,C1,A_deferred_diagnostic,90,defer_broad_or_duplicate_task,branch_a_field_level_semantic_rescue,1,0,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:computability_review|soft_warning:branch_b_non_computable,Diagnostic only. Not part of main rescue execution.,,"This is a broad duplicate/semantic task, not a safe leaf-level rescue target.",A,P4_branch_a_optional_diagnostic_rescue,optional_llm_rescue_or_review,,,computability_non_computable,intermediate_support,0.617202,computability_review,reference_high_support_not_auto_accept,0.95,reference_review_priority,0.35,correct,correct,correct,correct,,,B_pre_same_as_A_pre,0,0,correct,0,1
A__NCT00461136_exc__item2_C1__A_deferred_diagnostic__branch_a_field_level_semantic_rescue,A,NCT00461136_exc__item2_C1,NCT00461136,NCT00461136_exc__item2,C1,A_deferred_diagnostic,90,defer_broad_or_duplicate_task,branch_a_field_level_semantic_rescue,1,0,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:llm_verifier,Diagnostic only. Not part of main rescue execution.,,"This is a broad duplicate/semantic task, not a safe leaf-level rescue target.",A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,comparison_entity_mismatch_from_source;comparison_with_non_quantitative_entity,,comparison_entity_mismatch_from_source;comparison_with_non_quantitative_entity;high_semantic:comparison_entity_mismatch_from_source;layer1_inventory_flag;layer1_policy_mandatory_rescue_or_review,review_priority,0.45,llm_verifier,reference_review_priority,0.5,reference_high_support_not_auto_accept,0.9,correct,correct,correct,correct,,,B_pre_same_as_A_pre,0,0,correct,0,1
A__NCT00461136_exc__item2_C2__A_deferred_diagnostic__branch_a_field_level_semantic_rescue,A,NCT00461136_exc__item2_C2,NCT00461136,NCT00461136_exc__item2,C2,A_deferred_diagnostic,90,defer_broad_or_duplicate_task,branch_a_field_level_semantic_rescue,1,0,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:computability_review,Diagnostic only. Not part of main rescue execution.,,"This is a broad duplicate/semantic task, not a safe leaf-level rescue target.",A,P4_branch_a_optional_diagnostic_rescue,optional_llm_rescue_or_review,,,,intermediate_support,0.820346,computability_review,reference_high_support_not_auto_accept,0.9,reference_intermediate_support,0.6,partial,partial,partial,partial,missing_modifier,missing_modifier,B_pre_same_as_A_pre,1,1,partial,1,1
A__NCT00461136_exc__item34_C1__A_deferred_diagnostic__branch_a_field_level_semantic_rescue,A,NCT00461136_exc__item34_C1,NCT00461136,NCT00461136_exc__item34,C1,A_deferred_diagnostic,90,defer_broad_or_duplicate_task,branch_a_field_level_semantic_rescue,1,0,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:keep_without_layer2_action,Diagnostic only. Not part of main rescue execution.,,"This is a broad duplicate/semantic task, not a safe leaf-level rescue target.",A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,,,,review_priority,0.556268,keep_without_layer2_action,reference_high_support_not_auto_accept,0.9,reference_high_support_not_auto_accept,1.0,correct,correct,correct,correct,,,B_pre_same_as_A_pre,0,0,correct,0,1
A__NCT00461136_exc__item34_C2__A_deferred_diagnostic__branch_a_field_level_semantic_rescue,A,NCT00461136_exc__item34_C2,NCT00461136,NCT00461136_exc__item34,C2,A_deferred_diagnostic,90,defer_broad_or_duplicate_task,branch_a_field_level_semantic_rescue,1,0,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:keep_without_layer2_action,Diagnostic only. Not part of main rescue execution.,,"This is a broad duplicate/semantic task, not a safe leaf-level rescue target.",A,P4_branch_a_optional_diagnostic_rescue,optional_llm_rescue_or_review,,,,intermediate_support,0.732089,keep_without_layer2_action,reference_high_support_not_auto_accept,0.9,reference_high_support_not_auto_accept,1.0,correct,correct,correct,correct,,,B_pre_same_as_A_pre,0,0,correct,0,1
A__NCT00461136_inc__item4_C2__A_deferred_diagnostic__branch_a_field_level_semantic_rescue,A,NCT00461136_inc__item4_C2,NCT00461136,NCT00461136_inc__item4,C2,A_deferred_diagnostic,90,defer_broad_or_duplicate_task,branch_a_field_level_semantic_rescue,1,0,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:keep_without_layer2_action,Diagnostic only. Not part of main rescue execution.,,"This is a broad duplicate/semantic task, not a safe leaf-level rescue target.",A,P4_branch_a_optional_diagnostic_rescue,optional_llm_rescue_or_review,,,,intermediate_support,0.677615,keep_without_layer2_action,reference_high_support_not_auto_accept,0.9,reference_high_support_not_auto_accept,1.0,correct,correct,correct,correct,,,B_pre_same_as_A_pre,0,0,correct,0,1
A__NCT00461136_inc__item4_C3__A_deferred_diagnostic__branch_a_field_level_semantic_rescue,A,NCT00461136_inc__item4_C3,NCT00461136,NCT00461136_inc__item4,C3,A_deferred_diagnostic,90,defer_broad_or_duplicate_task,branch_a_field_level_semantic_rescue,1,0,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:llm_verifier,Diagnostic only. Not part of main rescue execution.,,"This is a broad duplicate/semantic task, not a safe leaf-level rescue target.",A,P4_branch_a_optional_diagnostic_rescue,optional_llm_rescue_or_review,,,,intermediate_support,0.653998,llm_verifier,reference_review_priority,0.35,reference_intermediate_support,0.6,correct,correct,correct,correct,,Both correct (B's partial due to computability is fine),B_pre_same_as_A_pre,0,0,correct,0,1
A__NCT00461136_inc__item6_C1__A_deferred_diagnostic__branch_a_field_level_semantic_rescue,A,NCT00461136_inc__item6_C1,NCT00461136,NCT00461136_inc__item6,C1,A_deferred_diagnostic,90,defer_broad_or_duplicate_task,branch_a_field_level_semantic_rescue,1,0,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:optional_llm_verifier_or_review,Diagnostic only. Not part of main rescue execution.,,"This is a broad duplicate/semantic task, not a safe leaf-level rescue target.",A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,critical_qualifier_missing_from_entity,,critical_qualifier_missing_from_entity;high_semantic:critical_qualifier_missing_from_entity;layer1_inventory_flag;layer1_policy_mandatory_rescue_or_review,review_priority,0.45,optional_llm_verifier_or_review,reference_intermediate_support,0.8,reference_intermediate_support,0.6,incorrect,correct,incorrect,correct,wrong_computability; missing_history,,B_pre_better_than_A_pre,1,0,incorrect,1,1
A__NCT00625742_inc__item7_C2__A_deferred_diagnostic__branch_a_field_level_semantic_rescue,A,NCT00625742_inc__item7_C2,NCT00625742,NCT00625742_inc__item7,C2,A_deferred_diagnostic,90,defer_broad_or_duplicate_task,branch_a_field_level_semantic_rescue,1,0,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:llm_verifier,Diagnostic only. Not part of main rescue execution.,,"This is a broad duplicate/semantic task, not a safe leaf-level rescue target.",A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,comparison_with_non_quantitative_entity,,comparison_with_non_quantitative_entity;high_semantic:comparison_with_non_quantitative_entity;layer1_policy_mandatory_rescue_or_review,review_priority,0.45,llm_verifier,reference_review_priority,0.35,reference_intermediate_support,0.6,incorrect,correct,incorrect,correct,wrong_entity,,B_pre_better_than_A_pre,1,0,incorrect,1,1
A__NCT00904202_inc__item2_C2__A_deferred_diagnostic__branch_a_field_level_semantic_rescue,A,NCT00904202_inc__item2_C2,NCT00904202,NCT00904202_inc__item2,C2,A_deferred_diagnostic,90,defer_broad_or_duplicate_task,branch_a_field_level_semantic_rescue,1,0,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:optional_llm_verifier_or_review,Diagnostic only. Not part of main rescue execution.,,"This is a broad duplicate/semantic task, not a safe leaf-level rescue target.",A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,comparison_with_non_quantitative_entity,,comparison_with_non_quantitative_entity;high_semantic:comparison_with_non_quantitative_entity;layer1_policy_mandatory_rescue_or_review,review_priority,0.45,optional_llm_verifier_or_review,reference_intermediate_support,0.8,reference_intermediate_support,0.6,incorrect,correct,incorrect,correct,wrong_temporal_context,,B_pre_better_than_A_pre,1,0,incorrect,1,1
A__NCT00904202_inc__item5_C4__A_deferred_diagnostic__branch_a_field_level_semantic_rescue,A,NCT00904202_inc__item5_C4,NCT00904202,NCT00904202_inc__item5,C4,A_deferred_diagnostic,90,defer_broad_or_duplicate_task,branch_a_field_level_semantic_rescue,1,0,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:llm_verifier,Diagnostic only. Not part of main rescue execution.,,"This is a broad duplicate/semantic task, not a safe leaf-level rescue target.",A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,comparison_with_non_quantitative_entity,,comparison_with_non_quantitative_entity;high_semantic:comparison_with_non_quantitative_entity;layer1_policy_mandatory_rescue_or_review,review_priority,0.45,llm_verifier,reference_review_priority,0.35,reference_intermediate_support,0.6,partial,partial,partial,partial,missing_modifier,wrong_temporal_context,B_pre_same_as_A_pre,1,1,partial,1,1
A__NCT00904202_inc__item6_C3__A_deferred_diagnostic__branch_a_field_level_semantic_rescue,A,NCT00904202_inc__item6_C3,NCT00904202,NCT00904202_inc__item6,C3,A_deferred_diagnostic,90,defer_broad_or_duplicate_task,branch_a_field_level_semantic_rescue,1,0,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:llm_verifier,Diagnostic only. Not part of main rescue execution.,,"This is a broad duplicate/semantic task, not a safe leaf-level rescue target.",A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,comparison_with_non_quantitative_entity,,comparison_with_non_quantitative_entity;high_semantic:comparison_with_non_quantitative_entity;layer1_policy_mandatory_rescue_or_review,review_priority,0.45,llm_verifier,reference_review_priority,0.35,reference_intermediate_support,0.6,partial,correct,partial,correct,missing_frequency,,B_pre_better_than_A_pre,1,0,partial,1,1
A__NCT00904202_inc__item7_C1__A_deferred_diagnostic__branch_a_field_level_semantic_rescue,A,NCT00904202_inc__item7_C1,NCT00904202,NCT00904202_inc__item7,C1,A_deferred_diagnostic,90,defer_broad_or_duplicate_task,branch_a_field_level_semantic_rescue,1,0,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:keep_without_layer2_action,Diagnostic only. Not part of main rescue execution.,,"This is a broad duplicate/semantic task, not a safe leaf-level rescue target.",A,P4_branch_a_optional_diagnostic_rescue,optional_llm_rescue_or_review,,,,intermediate_support,0.660492,keep_without_layer2_action,reference_high_support_not_auto_accept,0.9,reference_high_support_not_auto_accept,1.0,correct,correct,correct,correct,,,B_pre_same_as_A_pre,0,0,correct,0,1
A__NCT00904202_inc__item7_C2__A_deferred_diagnostic__branch_a_field_level_semantic_rescue,A,NCT00904202_inc__item7_C2,NCT00904202,NCT00904202_inc__item7,C2,A_deferred_diagnostic,90,defer_broad_or_duplicate_task,branch_a_field_level_semantic_rescue,1,0,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:llm_verifier,Diagnostic only. Not part of main rescue execution.,,"This is a broad duplicate/semantic task, not a safe leaf-level rescue target.",A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,comparison_with_non_quantitative_entity,,comparison_with_non_quantitative_entity;high_semantic:comparison_with_non_quantitative_entity;layer1_policy_mandatory_rescue_or_review,review_priority,0.45,llm_verifier,reference_review_priority,0.35,reference_intermediate_support,0.6,correct,incorrect,correct,incorrect,,wrong_temporal_context,B_pre_worse_than_A_pre,0,1,correct,0,1
A__NCT00904202_inc__item8_C1__A_deferred_diagnostic__branch_a_field_level_semantic_rescue,A,NCT00904202_inc__item8_C1,NCT00904202,NCT00904202_inc__item8,C1,A_deferred_diagnostic,90,defer_broad_or_duplicate_task,branch_a_field_level_semantic_rescue,1,0,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:optional_llm_verifier_or_review,Diagnostic only. Not part of main rescue execution.,,"This is a broad duplicate/semantic task, not a safe leaf-level rescue target.",A,P4_branch_a_optional_diagnostic_rescue,optional_llm_rescue_or_review,,,,intermediate_support,0.719148,optional_llm_verifier_or_review,reference_intermediate_support,0.65,reference_high_support_not_auto_accept,1.0,correct,correct,correct,correct,,,B_pre_same_as_A_pre,0,0,correct,0,1
A__NCT00917891_exc__item11_C1__A_deferred_diagnostic__branch_a_field_level_semantic_rescue,A,NCT00917891_exc__item11_C1,NCT00917891,NCT00917891_exc__item11,C1,A_deferred_diagnostic,90,defer_broad_or_duplicate_task,branch_a_field_level_semantic_rescue,1,0,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:optional_llm_verifier_or_review,Diagnostic only. Not part of main rescue execution.,,"This is a broad duplicate/semantic task, not a safe leaf-level rescue target.",A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,critical_qualifier_missing_from_entity,,critical_qualifier_missing_from_entity;high_semantic:critical_qualifier_missing_from_entity;layer1_inventory_flag;layer1_policy_mandatory_rescue_or_review,review_priority,0.45,optional_llm_verifier_or_review,reference_review_priority,0.45,reference_high_support_not_auto_accept,0.9,correct,correct,correct,correct,,,B_pre_same_as_A_pre,0,0,correct,0,1
A__NCT00917891_exc__item11_C2__A_deferred_diagnostic__branch_a_field_level_semantic_rescue,A,NCT00917891_exc__item11_C2,NCT00917891,NCT00917891_exc__item11,C2,A_deferred_diagnostic,90,defer_broad_or_duplicate_task,branch_a_field_level_semantic_rescue,1,0,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:computability_review,Diagnostic only. Not part of main rescue execution.,,"This is a broad duplicate/semantic task, not a safe leaf-level rescue target.",A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,critical_qualifier_missing_from_entity,,critical_qualifier_missing_from_entity;high_semantic:critical_qualifier_missing_from_entity;layer1_policy_mandatory_rescue_or_review,review_priority,0.45,computability_review,reference_high_support_not_auto_accept,0.95,reference_intermediate_support,0.6,partial,correct,partial,correct,too_broad_entity,,B_pre_better_than_A_pre,1,0,partial,1,1
A__NCT00917891_exc__item11_C3__A_deferred_diagnostic__branch_a_field_level_semantic_rescue,A,NCT00917891_exc__item11_C3,NCT00917891,NCT00917891_exc__item11,C3,A_deferred_diagnostic,90,defer_broad_or_duplicate_task,branch_a_field_level_semantic_rescue,1,0,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:optional_llm_verifier_or_review,Diagnostic only. Not part of main rescue execution.,,"This is a broad duplicate/semantic task, not a safe leaf-level rescue target.",A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,critical_qualifier_missing_from_entity,,critical_qualifier_missing_from_entity;high_semantic:critical_qualifier_missing_from_entity;layer1_inventory_flag;layer1_policy_mandatory_rescue_or_review,review_priority,0.45,optional_llm_verifier_or_review,reference_review_priority,0.45,reference_high_support_not_auto_accept,0.9,correct,correct,correct,correct,,,B_pre_same_as_A_pre,0,0,correct,0,1
A__NCT00917891_exc__item6_C1__A_deferred_diagnostic__duplicate_prune_or_merge_judge,A,NCT00917891_exc__item6_C1,NCT00917891,NCT00917891_exc__item6,C1,A_deferred_diagnostic,90,defer_broad_or_duplicate_task,duplicate_prune_or_merge_judge,1,0,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:llm_verifier,Diagnostic only. Not part of main rescue execution.,,"This is a broad duplicate/semantic task, not a safe leaf-level rescue target.",A,P4_branch_a_optional_diagnostic_rescue,optional_llm_rescue_or_review,duplicate_identical_leaf,,duplicate_identical_leaf;layer1_inventory_flag,intermediate_support,0.65,llm_verifier,reference_review_priority,0.5,reference_intermediate_support,0.6,correct,correct,correct,correct,,,B_pre_same_as_A_pre,0,0,correct,0,1
A__NCT00917891_exc__item6_C2__A_deferred_diagnostic__duplicate_prune_or_merge_judge,A,NCT00917891_exc__item6_C2,NCT00917891,NCT00917891_exc__item6,C2,A_deferred_diagnostic,90,defer_broad_or_duplicate_task,duplicate_prune_or_merge_judge,1,0,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:llm_verifier,Diagnostic only. Not part of main rescue execution.,,"This is a broad duplicate/semantic task, not a safe leaf-level rescue target.",A,P4_branch_a_optional_diagnostic_rescue,optional_llm_rescue_or_review,duplicate_identical_leaf,,duplicate_identical_leaf;layer1_inventory_flag,intermediate_support,0.65,llm_verifier,reference_review_priority,0.5,reference_intermediate_support,0.6,correct,correct,correct,correct,,,B_pre_same_as_A_pre,0,0,correct,0,1
A__NCT00917891_exc__item6_C3__A_deferred_diagnostic__duplicate_prune_or_merge_judge,A,NCT00917891_exc__item6_C3,NCT00917891,NCT00917891_exc__item6,C3,A_deferred_diagnostic,90,defer_broad_or_duplicate_task,duplicate_prune_or_merge_judge,1,0,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:llm_verifier,Diagnostic only. Not part of main rescue execution.,,"This is a broad duplicate/semantic task, not a safe leaf-level rescue target.",A,P4_branch_a_optional_diagnostic_rescue,optional_llm_rescue_or_review,duplicate_identical_leaf,,duplicate_identical_leaf;layer1_inventory_flag,intermediate_support,0.65,llm_verifier,reference_review_priority,0.5,reference_intermediate_support,0.6,correct,correct,correct,correct,,,B_pre_same_as_A_pre,0,0,correct,0,1
A__NCT00917891_inc__item7_C1__A_deferred_diagnostic__branch_a_field_level_semantic_rescue,A,NCT00917891_inc__item7_C1,NCT00917891,NCT00917891_inc__item7,C1,A_deferred_diagnostic,90,defer_broad_or_duplicate_task,branch_a_field_level_semantic_rescue,1,0,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:optional_llm_verifier_or_review,Diagnostic only. Not part of main rescue execution.,,"This is a broad duplicate/semantic task, not a safe leaf-level rescue target.",A,P4_branch_a_optional_diagnostic_rescue,optional_llm_rescue_or_review,,,,intermediate_support,0.686508,optional_llm_verifier_or_review,reference_intermediate_support,0.8,reference_intermediate_support,0.6,correct,correct,correct,correct,,,B_pre_same_as_A_pre,0,0,correct,0,1
A__NCT01602081_exc__item4_C1__A_deferred_diagnostic__branch_a_field_level_semantic_rescue,A,NCT01602081_exc__item4_C1,NCT01602081,NCT01602081_exc__item4,C1,A_deferred_diagnostic,90,defer_broad_or_duplicate_task,branch_a_field_level_semantic_rescue,1,0,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:keep_without_layer2_action,Diagnostic only. Not part of main rescue execution.,,"This is a broad duplicate/semantic task, not a safe leaf-level rescue target.",A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,critical_qualifier_missing_from_entity,,critical_qualifier_missing_from_entity;high_semantic:critical_qualifier_missing_from_entity;layer1_policy_mandatory_rescue_or_review,review_priority,0.45,keep_without_layer2_action,reference_high_support_not_auto_accept,0.95,reference_high_support_not_auto_accept,1.0,correct,correct,correct,correct,,,B_pre_same_as_A_pre,0,0,correct,0,1
A__NCT01614041_exc__item7_C1__A_deferred_diagnostic__branch_a_field_level_semantic_rescue,A,NCT01614041_exc__item7_C1,NCT01614041,NCT01614041_exc__item7,C1,A_deferred_diagnostic,90,defer_broad_or_duplicate_task,branch_a_field_level_semantic_rescue,1,0,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:computability_review,Diagnostic only. Not part of main rescue execution.,,"This is a broad duplicate/semantic task, not a safe leaf-level rescue target.",A,P4_branch_a_optional_diagnostic_rescue,optional_llm_rescue_or_review,,,,intermediate_support,0.626863,computability_review,reference_high_support_not_auto_accept,0.9,reference_intermediate_support,0.6,partial,correct,partial,correct,missing_modifier,,B_pre_better_than_A_pre,1,0,partial,1,1
A__NCT01630954_exc__item3_C1__A_deferred_diagnostic__branch_a_field_level_semantic_rescue,A,NCT01630954_exc__item3_C1,NCT01630954,NCT01630954_exc__item3,C1,A_deferred_diagnostic,90,defer_broad_or_duplicate_task,branch_a_field_level_semantic_rescue,1,0,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:llm_verifier,Diagnostic only. Not part of main rescue execution.,,"This is a broad duplicate/semantic task, not a safe leaf-level rescue target.",A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,requirement_object_inversion,,high_semantic:requirement_object_inversion;layer1_inventory_flag;layer1_policy_mandatory_rescue_or_review;requirement_object_inversion,review_priority,0.45,llm_verifier,reference_review_priority,0.45,reference_intermediate_support,0.6,incorrect,correct,incorrect,correct,wrong_operator,,B_pre_better_than_A_pre,1,0,incorrect,1,1
A__NCT01709981_exc__item5_C1__A_deferred_diagnostic__branch_a_field_level_semantic_rescue,A,NCT01709981_exc__item5_C1,NCT01709981,NCT01709981_exc__item5,C1,A_deferred_diagnostic,90,defer_broad_or_duplicate_task,branch_a_field_level_semantic_rescue,1,0,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:computability_review,Diagnostic only. Not part of main rescue execution.,,"This is a broad duplicate/semantic task, not a safe leaf-level rescue target.",A,P3_branch_a_mandatory_diagnostic_rescue_or_ablation,mandatory_llm_rescue_or_judge,critical_qualifier_missing_from_entity,,critical_qualifier_missing_from_entity;high_semantic:critical_qualifier_missing_from_entity;layer1_policy_mandatory_rescue_or_review,review_priority,0.45,computability_review,reference_high_support_not_auto_accept,0.95,reference_intermediate_support,0.6,partial,correct,partial,correct,missing_modifier,,B_pre_better_than_A_pre,1,0,partial,1,1
A__NCT01793519_exc__item10_C1__A_deferred_diagnostic__branch_a_field_level_semantic_rescue,A,NCT01793519_exc__item10_C1,NCT01793519,NCT01793519_exc__item10,C1,A_deferred_diagnostic,90,defer_broad_or_duplicate_task,branch_a_field_level_semantic_rescue,1,0,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:keep_without_layer2_action,Diagnostic only. Not part of main rescue execution.,,"This is a broad duplicate/semantic task, not a safe leaf-level rescue target.",A,P4_branch_a_optional_diagnostic_rescue,optional_llm_rescue_or_review,,,,intermediate_support,0.766406,keep_without_layer2_action,reference_high_support_not_auto_accept,0.9,reference_high_support_not_auto_accept,1.0,,,,,,,missing,0,0,,0,0
A__NCT01793519_exc__item10_C3__A_deferred_diagnostic__branch_a_field_level_semantic_rescue,A,NCT01793519_exc__item10_C3,NCT01793519,NCT01793519_exc__item10,C3,A_deferred_diagnostic,90,defer_broad_or_duplicate_task,branch_a_field_level_semantic_rescue,1,0,0,0,0,0,0,1,1,branch_b_available_as_candidate_routing:keep_without_layer2_action,Diagnostic only. Not part of main rescue execution.,,"This is a broad duplicate/semantic task, not a safe leaf-level rescue target.",A,P4_branch_a_optional_diagnostic_rescue,optional_llm_rescue_or_review,,,,intermediate_support,0.820059,keep_without_layer2_action,reference_high_support_not_auto_accept,0.9,reference_high_support_not_auto_accept,1.0,,,,,,,missing,0,0,,0,0
