review_id,document_id,chia_id,item_uid,item_index,criterion_type,stratum,item_text,n_clauses,logic_chain,manual_logic_label,manual_logic_issue_type,manual_logic_notes,,,,,,,
I00930,NCT03066440,NCT03066440_inc,NCT03066440_inc__item4,4,inclusion,multi_clause,Hyperglycemia (Serum glucose > 200 mg/dl),2,C1: Hyperglycemia AND C2: Serum glucose > 200 mg/dl,,,,,,,,,,
I00931,NCT03066440,NCT03066440_inc,NCT03066440_inc__item5,5,inclusion,simple,Serum bicarbonate <15 mmol/L,1,C1: Serum bicarbonate <15 mmol/L,,,,,,,,,,
I00932,NCT03066440,NCT03066440_inc,NCT03066440_inc__item6,6,inclusion,simple,PICU admission,1,C1: PICU admission,,,,,,,,,,
I00933,NCT03066440,NCT03066440_exc,NCT03066440_exc__item1,1,exclusion,simple,Age > 18 Years,1,C1: Age > 18 Years,,,,,,,,,,
I00934,NCT03066440,NCT03066440_exc,NCT03066440_exc__item2,2,exclusion,non_computable,Physician discretion,1,C1: physician discretion,,,,,,,,,,
I00935,NCT03066440,NCT03066440_exc,NCT03066440_exc__item3,3,exclusion,multi_clause,Septic or hypovolemic shock,2,C1: septic shock OR C2: hypovolemic shock,,,,,,,,,,
I00936,NCT03066440,NCT03066440_exc,NCT03066440_exc__item4,4,exclusion,temporal,Signs of life-threatening cerebral edema or multi-organ failure upon presentation to the emergency room or pediatric intensive care unit,4,C1: signs of life-threatening cerebral edema upon presentation to the emergency room OR C2: signs of multi-organ failure upon presentation to the emergency room OR C3: signs of life-threatening cerebral edema upon presentation to the pediatric intensive care unit OR C4: signs of multi-organ failure upon presentation to the pediatric intensive care unit,,,,,,,,,,
I00937,NCT03066440,NCT03066440_exc,NCT03066440_exc__item5,5,exclusion,temporal,Enrollment time more than 1 hr since arrival to emergency room or PICU,2,C1: enrollment time more than 1 hr since arrival to emergency room OR C2: enrollment time more than 1 hr since arrival to PICU,,,,,,,,,,
I00938,NCT03066440,NCT03066440_exc,NCT03066440_exc__item6,6,exclusion,simple,Pregnancy,1,C1: pregnancy,,,,,,,,,,
I00939,NCT03104816,NCT03104816_inc,NCT03104816_inc__item1,1,inclusion,multi_clause,ASA I-III patients scheduled for elective one or two level minimally invasive lumbar fusions,2,C1: ASA I-III patients AND C2: scheduled for elective one or two level minimally invasive lumbar fusions,,,,,,,,,,
I00940,NCT03104816,NCT03104816_exc,NCT03104816_exc__item1,1,exclusion,simple,Patients requiring surgery for neoplastic processes,1,C1: requiring surgery for neoplastic processes,,,,,,,,,,
I00941,NCT03104816,NCT03104816_exc,NCT03104816_exc__item2,2,exclusion,simple,Allergy to acetaminophen,1,C1: allergy to acetaminophen,,,,,,,,,,
I00942,NCT03104816,NCT03104816_exc,NCT03104816_exc__item3,3,exclusion,multi_clause,Liver dysfunction and elevated Liver Function Tests (LFTs),2,C1: liver dysfunction AND C2: elevated Liver Function Tests (LFTs),,,,,,,,,,
I00943,NCT03104816,NCT03104816_exc,NCT03104816_exc__item4,4,exclusion,multi_clause,Alcohol or drug dependency,2,C1: alcohol dependency OR C2: drug dependency,,,,,,,,,,
I00944,NCT03104816,NCT03104816_exc,NCT03104816_exc__item5,5,exclusion,simple,Mental retardation,1,C1: Mental retardation,,,,,,,,,,
I00945,NCT03104816,NCT03104816_exc,NCT03104816_exc__item6,6,exclusion,simple,Less than 50 kg of weight,1,C1: weight less than 50 kg,,,,,,,,,,
I00946,NCT03104816,NCT03104816_exc,NCT03104816_exc__item7,7,exclusion,simple,regnant women,1,C1: pregnant women,,,,,,,,,,
I00947,NCT03104816,NCT03104816_exc,NCT03104816_exc__item8,8,exclusion,temporal,"Patients requiring long-acting opioid pain management (including fentanyl patch, oxycontin, etc) for over 3 weeks immediately prior to surgery",1,C1: requiring long-acting opioid pain management for over 3 weeks immediately prior to surgery,,,,,,,,,,
I00948,NCT03113253,NCT03113253_inc,NCT03113253_inc__item1,1,inclusion,non_computable,Subjects undergoing burn excision surgery for standard of care purposes,2,C1: subjects undergoing burn excision surgery AND C2: burn excision surgery is for standard of care purposes,,,,,,,,,,
I00949,NCT03113253,NCT03113253_inc,NCT03113253_inc__item2,2,inclusion,multi_clause,Male or female >= 18 years of age,3,C1: male OR C2: female AND C3: >= 18 years of age,,,,,,,,,,
I00950,NCT03113253,NCT03113253_inc,NCT03113253_inc__item3,3,inclusion,non_computable,Subject or subject's medical decision maker agrees to participate in this study and provides informed consent,3,C1: subject agrees to participate in this study OR C2: subject's medical decision maker agrees to participate in this study AND C3: provides informed consent,,,,,,,,,,
I00951,NCT03113253,NCT03113253_exc,NCT03113253_exc__item1,1,exclusion,multi_clause,"Subjects with a history of hypercoagulopathy, deep vein thrombosis (DVT), pulmonary embolism",3,C1: history of hypercoagulopathy OR C2: history of deep vein thrombosis (DVT) OR C3: history of pulmonary embolism,,,,,,,,,,
I00952,NCT03113253,NCT03113253_exc,NCT03113253_exc__item2,2,exclusion,simple,Renal impairment,1,C1: renal impairment,,,,,,,,,,
I00953,NCT03113253,NCT03113253_exc,NCT03113253_exc__item3,3,exclusion,simple,Subjects with known hypersensitivity to tranexamic acid,1,C1: known hypersensitivity to tranexamic acid,,,,,,,,,,
I00954,NCT03113253,NCT03113253_exc,NCT03113253_exc__item4,4,exclusion,simple,Consecutive fibrinolytic states to coagulopathy,1,C1: consecutive fibrinolytic states to coagulopathy,,,,,,,,,,
I00955,NCT03113253,NCT03113253_exc,NCT03113253_exc__item5,5,exclusion,simple,History of convulsions,1,C1: history of convulsions,,,,,,,,,,
I00956,NCT03132259,NCT03132259_inc,NCT03132259_inc__item1,1,inclusion,simple,Age18-65,1,C1: Age 18-65,,,,,,,,,,
I00957,NCT03132259,NCT03132259_inc,NCT03132259_inc__item2,2,inclusion,multi_clause,ASA 1-2,2,C1: ASA 1 OR C2: ASA 2,,,,,,,,,,
I00958,NCT03132259,NCT03132259_inc,NCT03132259_inc__item3,3,inclusion,simple,Elective TNTS resection of Pituitary Tumor,1,C1: elective TNTS resection of pituitary tumor,,,,,,,,,,
I00959,NCT03132259,NCT03132259_inc,NCT03132259_inc__item4,4,inclusion,negation,No narcotic before surgery as premedication,1,NOT(C1: narcotic before surgery as premedication),,,,,,,,,,
I00960,NCT03132259,NCT03132259_inc,NCT03132259_inc__item5,5,inclusion,non_computable,Able to Extubate,1,C1: able to extubate,,,,,,,,,,
I00961,NCT03132259,NCT03132259_exc,NCT03132259_exc__item1,1,exclusion,simple,GCS less than 15,1,C1: GCS less than 15,,,,,,,,,,
I00962,NCT03132259,NCT03132259_exc,NCT03132259_exc__item2,2,exclusion,temporal,Preoperative Heart Rate less than 50 beat/min,1,C1: Preoperative Heart Rate less than 50 beat/min,,,,,,,,,,
I00963,NCT03132259,NCT03132259_exc,NCT03132259_exc__item3,3,exclusion,negation,No Beta-Blockers,1,NOT(C1: Beta-Blockers),,,,,,,,,,
I00964,NCT03132259,NCT03132259_exc,NCT03132259_exc__item4,4,exclusion,simple,Pregnant patients,1,C1: pregnant patients,,,,,,,,,,
I00965,NCT03132259,NCT03132259_exc,NCT03132259_exc__item5,5,exclusion,multi_clause,"Take any Alpha-Methyldopa, Clonodine, Other Alpha-2 Adrenergic Agonist",3,C1: take any Alpha-Methyldopa OR C2: take any Clonodine OR C3: take any other Alpha-2 Adrenergic Agonist,,,,,,,,,,
I00966,NCT03132259,NCT03132259_exc,NCT03132259_exc__item6,6,exclusion,simple,Hemodynamic unstable,1,C1: hemodynamic unstable,,,,,,,,,,
I00967,NCT03132259,NCT03132259_exc,NCT03132259_exc__item7,7,exclusion,simple,Systolic BP more than 160mmHg,1,C1: Systolic BP more than 160mmHg,,,,,,,,,,
I00968,NCT03132259,NCT03132259_exc,NCT03132259_exc__item8,8,exclusion,simple,CAD,1,C1: CAD,,,,,,,,,,
I00969,NCT03132259,NCT03132259_exc,NCT03132259_exc__item9,9,exclusion,simple,Renal insuffuciency,1,C1: renal insuffuciency,,,,,,,,,,
I00970,NCT03132259,NCT03132259_exc,NCT03132259_exc__item10,10,exclusion,multi_clause,Allergy in dexmedethomidine and opioid,2,C1: allergy to dexmedethomidine AND C2: allergy to opioid,,,,,,,,,,
I00971,NCT03132259,NCT03132259_exc,NCT03132259_exc__item11,11,exclusion,simple,BMI more than 30,1,C1: BMI more than 30,,,,,,,,,,
I00972,NCT03132259,NCT03132259_exc,NCT03132259_exc__item12,12,exclusion,non_computable,Denied consent,1,C1: denied consent,,,,,,,,,,
I00973,NCT03168555,NCT03168555_inc,NCT03168555_inc__item1,1,inclusion,simple,planned elective cholecystectomy,1,C1: planned elective cholecystectomy,,,,,,,,,,
I00974,NCT03168555,NCT03168555_exc,NCT03168555_exc__item1,1,exclusion,simple,small bowel resection,1,C1: small bowel resection,,,,,,,,,,
I00975,NCT03168555,NCT03168555_exc,NCT03168555_exc__item2,2,exclusion,simple,right sided hemicolectomy,1,C1: right sided hemicolectomy,,,,,,,,,,
I00976,NCT03168555,NCT03168555_exc,NCT03168555_exc__item3,3,exclusion,simple,"known chronic diarrheal disease (celiac disease, lactose malabsorption, Inflammatory bowel diseases, incl microscopic colitis)",1,C1: known chronic diarrheal disease,,,,,,,,,,
I00977,NCT03168555,NCT03168555_exc,NCT03168555_exc__item4,4,exclusion,simple,pregnancy,1,C1: pregnancy,,,,,,,,,,
I00978,NCT03168555,NCT03168555_exc,NCT03168555_exc__item5,5,exclusion,temporal,wish for pregnancy within next three months,1,C1: wish for pregnancy within next three months,,,,,,,,,,
I00979,NCT03168555,NCT03168555_exc,NCT03168555_exc__item6,6,exclusion,simple,allergy to eggs,1,C1: allergy to eggs,,,,,,,,,,
I00980,NCT03168555,NCT03168555_exc,NCT03168555_exc__item7,7,exclusion,simple,allergy to constituents in Xenbilox (capsules with chenodeoxycholic acid),1,C1: allergy to constituents in Xenbilox (capsules with chenodeoxycholic acid),,,,,,,,,,
I00981,NCT03168555,NCT03168555_exc,NCT03168555_exc__item8,8,exclusion,temporal,acute cholecystitis within two months,1,C1: acute cholecystitis within two months,,,,,,,,,,
I00982,NCT03168555,NCT03168555_exc,NCT03168555_exc__item9,9,exclusion,simple,chronic cholecystitis,1,C1: chronic cholecystitis,,,,,,,,,,
I00983,NCT03168555,NCT03168555_exc,NCT03168555_exc__item10,10,exclusion,simple,cirrhosis of the liver,1,C1: cirrhosis of the liver,,,,,,,,,,
I00984,NCT03168555,NCT03168555_exc,NCT03168555_exc__item11,11,exclusion,simple,suspected obstructive choledocholithiasis,1,C1: suspected obstructive choledocholithiasis,,,,,,,,,,
I00985,NCT03168555,NCT03168555_exc,NCT03168555_exc__item12,12,exclusion,simple,icterus,1,C1: icterus,,,,,,,,,,
I00986,NCT03176316,NCT03176316_inc,NCT03176316_inc__item1,1,inclusion,exception,"Patients will be included if they are having an in-patient spinal fusion procedure, are 18 years or older, post and post-operative pain control plan includes opioid medications.",3,C1: having an in-patient spinal fusion procedure AND C2: 18 years or older AND C3: post and post-operative pain control plan includes opioid medications,,,,,,,,,,
I00987,NCT03176316,NCT03176316_exc,NCT03176316_exc__item1,1,exclusion,multi_clause,"Pregnancy, age < 18, nursing, or documented allergy to naloxone",4,C1: pregnancy OR C2: age < 18 OR C3: nursing OR C4: documented allergy to naloxone,,,,,,,,,,
I00988,NCT03177811,NCT03177811_inc,NCT03177811_inc__item1,1,inclusion,multi_clause,"Male and female patients, age 18-75 yrs.",3,C1: male patients OR C2: female patients AND C3: age 18-75 yrs,,,,,,,,,,
I00989,NCT03177811,NCT03177811_inc,NCT03177811_inc__item2,2,inclusion,multi_clause,"COPD diagnosed according to GOLD, FEV1 40-80% predicted, SpO2 =92% at 750 m.",3,C1: COPD diagnosed according to GOLD AND C2: FEV1 40-80% predicted AND C3: SpO2 =92% at 750 m,,,,,,,,,,
I00990,NCT03177811,NCT03177811_inc,NCT03177811_inc__item3,3,inclusion,multi_clause,"Born, raised and currently living at low altitude (<800m).",3,C1: born at low altitude (<800m) AND C2: raised at low altitude (<800m) AND C3: currently living at low altitude (<800m),,,,,,,,,,
I00991,NCT03177811,NCT03177811_inc,NCT03177811_inc__item4,4,inclusion,non_computable,Written informed consent.,1,C1: written informed consent,,,,,,,,,,
I00992,NCT03177811,NCT03177811_exc,NCT03177811_exc__item1,1,exclusion,multi_clause,"COPD exacerbation, very severe COPD with hypoxemia at low altitude (FEV1/FVC <0.7, FEV1 <40% predicted, oxygen saturation on room air <92% at 750 m).",5,C1: COPD exacerbation OR C2: very severe COPD with hypoxemia at low altitude AND C3: FEV1/FVC <0.7 AND C4: FEV1 <40% predicted AND C5: oxygen saturation on room air <92% at 750 m,,,,,,,,,,
I00993,NCT03177811,NCT03177811_exc,NCT03177811_exc__item2,2,exclusion,temporal,"Comorbidities such as uncontrolled cardiovascular disease, i.e., unstable systemic arterial hypertension, coronary artery disease; previous stroke; OSA; pneumothorax in the last 2 months.",6,C1: uncontrolled cardiovascular disease OR C2: unstable systemic arterial hypertension OR C3: coronary artery disease OR C4: previous stroke OR C5: OSA OR C6: pneumothorax in the last 2 months,,,,,,,,,,
I00994,NCT03177811,NCT03177811_exc,NCT03177811_exc__item3,3,exclusion,multi_clause,"Internal, neurologic, rheumatologic or psychiatric disease including current heavy smoking (>20 cigarettes per day)",5,C1: internal disease OR C2: neurologic disease OR C3: rheumatologic disease OR C4: psychiatric disease OR C5: current heavy smoking (>20 cigarettes per day),,,,,,,,,,
I00995,NCT03177811,NCT03177811_exc,NCT03177811_exc__item4,4,exclusion,multi_clause,Known renal failure or allergy to acetazolamide and other sulfonamides,3,C1: known renal failure OR C2: allergy to acetazolamide AND C3: allergy to other sulfonamides,,,,,,,,,,
I00996,NCT03226080,NCT03226080_inc,NCT03226080_inc__item1,1,inclusion,multi_clause,ASA I-IV Age 55 or older Scheduled for operative repair of isolated intertrochanteric hip fracture,3,C1: ASA I-IV AND C2: Age 55 or older AND C3: Scheduled for operative repair of isolated intertrochanteric hip fracture,,,,,,,,,,
I00997,NCT03226080,NCT03226080_exc,NCT03226080_exc__item1,1,exclusion,non_computable,Inability to consent/refusal Allergy to any of the study medications Multiple traumatic injuries Contraindication to neuraxial or general anesthesia Pregnancy,7,C1: inability to consent OR C2: refusal OR C3: allergy to any of the study medications OR C4: multiple traumatic injuries OR C5: contraindication to neuraxial anesthesia OR C6: contraindication to general anesthesia OR C7: pregnancy,,,,,,,,,,
I00998,NCT03247413,NCT03247413_inc,NCT03247413_inc__item1,1,inclusion,multi_clause,"patients with a diagnosis of either cervical, thoracic, or lumbar facet or sacroiliac joint pain who have responded to medial branch blocks and are already scheduled for bilateral radiofrequency ablations",6,C1: diagnosis of cervical facet pain OR C2: diagnosis of thoracic facet pain OR C3: diagnosis of lumbar facet pain OR C4: diagnosis of sacroiliac joint pain AND C5: responded to medial branch blocks AND C6: already scheduled for bilateral radiofrequency ablations,,,,,,,,,,
I00999,NCT03247413,NCT03247413_inc,NCT03247413_inc__item2,2,inclusion,simple,age greater than 18 years old,1,C1: age greater than 18 years old,,,,,,,,,,
I01000,NCT03247413,NCT03247413_inc,NCT03247413_inc__item3,3,inclusion,simple,English speaking,1,C1: English speaking,,,,,,,,,,
I01001,NCT03247413,NCT03247413_exc,NCT03247413_exc__item1,1,exclusion,negation,"patient not previously scheduled for radiofrequency ablation of the cervical, thoracic, or lumbar facets, or sacroiliac joints",4,NOT(C1: previously scheduled for radiofrequency ablation of the cervical facets) AND NOT(C2: previously scheduled for radiofrequency ablation of the thoracic facets) AND NOT(C3: previously scheduled for radiofrequency ablation of the lumbar facets) AND NOT(C4: previously scheduled for radiofrequency ablation of the sacroiliac joints),,,,,,,,,,
I01002,NCT03247413,NCT03247413_exc,NCT03247413_exc__item2,2,exclusion,simple,on anticoagulation,1,C1: on anticoagulation,,,,,,,,,,
I01003,NCT03247413,NCT03247413_exc,NCT03247413_exc__item3,3,exclusion,simple,have a pacemaker,1,C1: have a pacemaker,,,,,,,,,,
I01004,NCT03247413,NCT03247413_exc,NCT03247413_exc__item4,4,exclusion,simple,age less than 18 years old,1,C1: age less than 18 years old,,,,,,,,,,
I01005,NCT03247413,NCT03247413_exc,NCT03247413_exc__item5,5,exclusion,simple,non-English speaking,1,C1: non-English speaking,,,,,,,,,,
I01006,NCT03255044,NCT03255044_inc,NCT03255044_inc__item1,1,inclusion,simple,older than 18 years (of both sexes),1,C1: older than 18 years,,,,,,,,,,
I01007,NCT03255044,NCT03255044_inc,NCT03255044_inc__item2,2,inclusion,multi_clause,diagnosed with stable chronic heart failure NYHA class II-III,2,C1: diagnosed with stable chronic heart failure AND C2: NYHA class II-III,,,,,,,,,,
I01008,NCT03255044,NCT03255044_inc,NCT03255044_inc__item3,3,inclusion,multi_clause,ejection fraction < 40 % as assessed by 2D echocardiography,2,C1: ejection fraction < 40 % AND C2: ejection fraction assessed by 2D echocardiography,,,,,,,,,,
I01009,NCT03255044,NCT03255044_inc,NCT03255044_inc__item4,4,inclusion,temporal,who have been optimized on Guideline Directed treatment for heart failure for at least a month prior to enrolling.,2,C1: have been optimized on Guideline Directed treatment for heart failure AND C2: have been optimized on Guideline Directed treatment for heart failure for at least a month prior to enrolling,,,,,,,,,,
I01010,NCT03255044,NCT03255044_exc,NCT03255044_exc__item1,1,exclusion,simple,Known hypersensitivity to statin,1,C1: known hypersensitivity to statin,,,,,,,,,,
I01011,NCT03255044,NCT03255044_exc,NCT03255044_exc__item2,2,exclusion,temporal,Treatment with statins during the past month prior to study.,1,C1: treatment with statins during the past month prior to study,,,,,,,,,,
I01012,NCT03255044,NCT03255044_exc,NCT03255044_exc__item3,3,exclusion,simple,Serum creatinine > 3 mg/dl,1,C1: Serum creatinine > 3 mg/dl,,,,,,,,,,
I01013,NCT03255044,NCT03255044_exc,NCT03255044_exc__item4,4,exclusion,multi_clause,Significant liver disease: liver enzymes 2.5 folds the upper normal limit,2,C1: significant liver disease AND C2: liver enzymes 2.5 folds the upper normal limit,,,,,,,,,,
I01014,NCT03255044,NCT03255044_exc,NCT03255044_exc__item5,5,exclusion,simple,Malignancy,1,C1: malignancy,,,,,,,,,,
I01015,NCT03255044,NCT03255044_exc,NCT03255044_exc__item6,6,exclusion,multi_clause,Pregnancy or lactation,2,C1: pregnancy OR C2: lactation,,,,,,,,,,
I01016,NCT03260881,NCT03260881_inc,NCT03260881_inc__item1,1,inclusion,simple,T2DM as defined by American Diabetes Association (ADA) criteria,1,C1: T2DM as defined by American Diabetes Association (ADA) criteria,,,,,,,,,,
I01017,NCT03260881,NCT03260881_inc,NCT03260881_inc__item2,2,inclusion,non_computable,"Adult patients with T2DM who are indicated to receive liraglutide, not as first-line therapy, in addition to diet and exercise to improve glycemic control",7,C1: adult patients AND C2: patients with T2DM AND C3: indicated to receive liraglutide AND C4: liraglutide is not as first-line therapy AND C5: liraglutide is in addition to diet AND C6: liraglutide is in addition to exercise AND C7: liraglutide is to improve glycemic control,,,,,,,,,,
I01018,NCT03260881,NCT03260881_inc,NCT03260881_inc__item3,3,inclusion,simple,Hemoglobin A1c (HbA1c) = 9%,1,C1: Hemoglobin A1c (HbA1c) = 9%,,,,,,,,,,
I01019,NCT03260881,NCT03260881_inc,NCT03260881_inc__item4,4,inclusion,simple,Age = 18 years old,1,C1: Age = 18 years old,,,,,,,,,,
I01020,NCT03260881,NCT03260881_inc,NCT03260881_inc__item5,5,inclusion,multi_clause,"Body mass index (BMI) = 27 Kg/m2 and/or waist circumference = 102 cm (40 inches) in men and 88 cm (35 inches) in women, respectively.",3,C1: Body mass index (BMI) = 27 Kg/m2 OR C2: waist circumference = 102 cm (40 inches) in men OR C3: waist circumference = 88 cm (35 inches) in women,,,,,,,,,,
I01021,NCT03260881,NCT03260881_inc,NCT03260881_inc__item6,6,inclusion,non_computable,"Clinically and angiographically stable CAD who requires CABG as part of the standard medical care, as CAD does not represent a contraindication for using liraglutide. The stability of the CAD further warranties that study patients will not be exposed to higher risk by using liraglutide",5,C1: clinically stable CAD AND C2: angiographically stable CAD AND C3: requires CABG as part of the standard medical care AND C4: CAD does not represent a contraindication for using liraglutide AND C5: the stability of the CAD warranties that study patients will not be exposed to higher risk by using liraglutide,,,,,,,,,,
I01022,NCT03260881,NCT03260881_exc,NCT03260881_exc__item1,1,exclusion,multi_clause,Patients with a personal or family history of medullary thyroid carcinoma or patients with Multiple Endocrine Neoplasia syndrome type 2,3,C1: personal history of medullary thyroid carcinoma OR C2: family history of medullary thyroid carcinoma OR C3: Multiple Endocrine Neoplasia syndrome type 2,,,,,,,,,,
I01023,NCT03260881,NCT03260881_exc,NCT03260881_exc__item2,2,exclusion,simple,Patients with a prior serious hypersensitivity reaction to liraglutide,1,C1: prior serious hypersensitivity reaction to liraglutide,,,,,,,,,,
I01024,NCT03260881,NCT03260881_exc,NCT03260881_exc__item3,3,exclusion,simple,Other contra-indications to liraglutide in accordance with risks and safety information included in the latest updated prescribing information,1,C1: other contra-indications to liraglutide in accordance with risks and safety information included in the latest updated prescribing information,,,,,,,,,,
I01025,NCT03260881,NCT03260881_exc,NCT03260881_exc__item4,4,exclusion,multi_clause,"Type 1 diabetes, as defined by ADA criteria",2,C1: Type 1 diabetes AND C2: Type 1 diabetes as defined by ADA criteria,,,,,,,,,,
I01026,NCT03260881,NCT03260881_exc,NCT03260881_exc__item5,5,exclusion,multi_clause,"Current use of other GLP-1A, dipeptidyl peptidase 4 (DPP4) or Sodium Glucose transporters 2 (SGLT2) inhibitors, thiazolidinediones (TZDs), pramlintide and fixed prandial insulin.",6,C1: current use of other GLP-1A OR C2: current use of dipeptidyl peptidase 4 (DPP4) inhibitors OR C3: current use of Sodium Glucose transporters 2 (SGLT2) inhibitors OR C4: current use of thiazolidinediones (TZDs) OR C5: current use of pramlintide OR C6: current use of fixed prandial insulin,,,,,,,,,,
I01027,NCT03260881,NCT03260881_exc,NCT03260881_exc__item6,6,exclusion,multi_clause,"Patients with unstable CAD, assessed by the Cardiology team and defined as new onset angina, rest angina, rapidly increasing or crescendo angina",5,C1: unstable CAD assessed by the Cardiology team AND C2: new onset angina OR C3: rest angina OR C4: rapidly increasing angina OR C5: crescendo angina,,,,,,,,,,
I01028,NCT03260881,NCT03260881_exc,NCT03260881_exc__item7,7,exclusion,multi_clause,"History of diabetic ketoacidosis, pancreas or beta-cell transplantation, or diabetes secondary to pancreatitis or pancreatectomy; acute or chronic infective diseases, cancer or chemotherapy, history of pulmonary, renal or liver diseases, and drug abuse",13,C1: history of diabetic ketoacidosis OR C2: pancreas transplantation OR C3: beta-cell transplantation OR C4: diabetes secondary to pancreatitis OR C5: diabetes secondary to pancreatectomy OR C6: acute infective diseases OR C7: chronic infective diseases OR C8: cancer OR C9: chemotherapy OR C10: history of pulmonary diseases OR C11: history of renal diseases OR C12: history of liver diseases AND C13: drug abuse,,,,,,,,,,
I01029,NCT03260881,NCT03260881_exc,NCT03260881_exc__item8,8,exclusion,multi_clause,"Patients with chronic and acute inflammatory conditions such as sepsis, rheumatoid arthritis, ectopic dermatitis, asthma, ulcerative colitis.",7,C1: chronic inflammatory conditions OR C2: acute inflammatory conditions OR C3: sepsis OR C4: rheumatoid arthritis OR C5: ectopic dermatitis OR C6: asthma OR C7: ulcerative colitis,,,,,,,,,,
I01030,NCT03260881,NCT03260881_exc,NCT03260881_exc__item9,9,exclusion,temporal,Current use of systemic corticosteroids in the 3 months prior this study.,1,C1: current use of systemic corticosteroids in the 3 months prior this study,,,,,,,,,,
I01031,NCT03260881,NCT03260881_exc,NCT03260881_exc__item10,10,exclusion,multi_clause,Pregnant or breast-feeding women,2,C1: pregnant women OR C2: breast-feeding women,,,,,,,,,,
I01032,NCT03260881,NCT03260881_exc,NCT03260881_exc__item11,11,exclusion,negation,Females of childbearing potential who are not using adequate contraceptive methods (as required by local law or practice),2,C1: female of childbearing potential AND NOT(C2: using adequate contraceptive methods (as required by local law or practice)),,,,,,,,,,
I01033,NCT03344887,NCT03344887_inc,NCT03344887_inc__item1,1,inclusion,multi_clause,All patients (excluding neonates) requiring one or more allogeneic RBC transfusions for the treatment of anemia will be included.,2,C1: patients are excluding neonates AND C2: patients require one or more allogeneic RBC transfusions for the treatment of anemia,,,,,,,,,,
I01034,NCT03344887,NCT03344887_exc,NCT03344887_exc__item1,1,exclusion,negation,Patients that do not have a valid Ontario Health Insurance Plan (OHIP) number at time of first transfusion,1,NOT(C1: have a valid Ontario Health Insurance Plan (OHIP) number at time of first transfusion),,,,,,,,,,
I01035,NCT03344887,NCT03344887_exc,NCT03344887_exc__item2,2,exclusion,negation,Patients that require emergent release of a RBC transfusion and in whom emergency randomization could not be completed,2,C1: require emergent release of a RBC transfusion AND NOT(C2: emergency randomization could not be completed),,,,,,,,,,
I01036,NCT03344887,NCT03344887_exc,NCT03344887_exc__item3,3,exclusion,non_computable,Patients with complex antibody profile in which it is impossible to match RBC units,2,C1: complex antibody profile AND C2: it is impossible to match RBC units,,,,,,,,,,
I01037,NCT03376763,NCT03376763_inc,NCT03376763_inc__item1,1,inclusion,temporal,Subjects must be capable of providing signed and dated written informed consent by date of Visit 0 (-2 week).,1,C1: subjects must be capable of providing signed and dated written informed consent by date of Visit 0 (-2 week),,,,,,,,,,
I01038,NCT03376763,NCT03376763_inc,NCT03376763_inc__item2,2,inclusion,multi_clause,Male and female aged =19 and < 65 years.,4,C1: male OR C2: female AND C3: aged =19 years AND C4: aged < 65 years,,,,,,,,,,
I01039,NCT03376763,NCT03376763_inc,NCT03376763_inc__item3,3,inclusion,temporal,"Subjects diagnosed of schizophrenia as defined by Diagnostic and Statistical Manual of Mental Disorders, 4th edition text revision or 5th edition (DSM-<U+2163>-TR or 5) criteria, and a history of illness for at least for 3 years prior to screening.",3,C1: diagnosed of schizophrenia as defined by DSM-IV-TR criteria OR C2: diagnosed of schizophrenia as defined by DSM-5 criteria AND C3: history of illness for at least for 3 years prior to screening,,,,,,,,,,
I01040,NCT03376763,NCT03376763_inc,NCT03376763_inc__item4,4,inclusion,temporal,"Subjects who take atypical antipsychotic drugs, and should be maintained on current antipsychotic drugs (including atypical antipsychotic drugs) and dose for at least 4 weeks prior to the screening.",3,C1: take atypical antipsychotic drugs AND C2: be maintained on current antipsychotic drugs (including atypical antipsychotic drugs) AND C3: be maintained on current dose for at least 4 weeks prior to the screening,,,,,,,,,,
I01041,NCT03376763,NCT03376763_inc,NCT03376763_inc__item5,5,inclusion,non_computable,"Subjects who need antipsychotic treatment (other than clozapine), and would be stable when switching to long-acting injectable aripiprazole in the investigator's judgement.",2,C1: need antipsychotic treatment (other than clozapine) AND C2: would be stable when switching to long-acting injectable aripiprazole in the investigator's judgement,,,,,,,,,,
I01042,NCT03376763,NCT03376763_inc,NCT03376763_inc__item6,6,inclusion,non_computable,"Subjects must exhibit willingness, physiologic capability, and an educational level sufficient to comply with all protocol procedures.",3,C1: willingness to comply with all protocol procedures AND C2: physiologic capability to comply with all protocol procedures AND C3: an educational level sufficient to comply with all protocol procedures,,,,,,,,,,
I01043,NCT03376763,NCT03376763_exc,NCT03376763_exc__item1,1,exclusion,temporal,Subject who showed medically significant adverse events or intolerance with aripiprazole during screening period or as prior experiences.,4,C1: showed medically significant adverse events with aripiprazole during screening period OR C2: showed intolerance with aripiprazole during screening period OR C3: showed medically significant adverse events with aripiprazole as prior experiences OR C4: showed intolerance with aripiprazole as prior experiences,,,,,,,,,,
