review_id,document_id,chia_id,item_uid,item_index,criterion_type,stratum,item_text,clause_id,clause_text,evidence_text,is_negated,connector_to_next,quantifier,A_leaf,B_leaf,manual_A_leaf_label,manual_B_leaf_label,manual_best_branch_A_B,manual_A_issue_type,manual_B_issue_type,manual_notes
I00001,NCT00319748,NCT00319748_inc,NCT00319748_inc__item1,1,inclusion,simple,Adequate performance status:,C1,adequate performance status,Adequate performance status:,FALSE,,,entity_type=lab | entity=performance status | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,"entity_type=observation | entity=performance status | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=Performance status scale and threshold for 'adequate' (e.g., ECOG/Karnofsky) not specified.",partial,partial,tie,missing_threshold; bad_entity_type,missing_threshold,"Both miss that 'adequate' requires a threshold (e.g., ECOG ?1); A mislabels as lab"
I01034,NCT03344887,NCT03344887_exc,NCT03344887_exc__item1,1,exclusion,negation,Patients that do not have a valid Ontario Health Insurance Plan (OHIP) number at time of first transfusion,C1,have a valid Ontario Health Insurance Plan (OHIP) number at time of first transfusion,do not have a valid Ontario Health Insurance Plan (OHIP) number at time of first transfusion,TRUE,,,entity_type=other | entity=have a valid Ontario Health Insurance Plan (OHIP) number at time of first transfusion | operator=not_exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,"entity_type=other | entity=valid Ontario Health Insurance Plan (OHIP) number | operator=not_exists | value_type=null | value= | unit=None | temporal={""relation"": ""during"", ""value"": null, ""unit"": null, ""anchor_event"": ""other""} | history=None | computability=non_computable | reason=Administrative/insurance identifier availability is not a standard patient clinical data element.",,,,,,
I01035,NCT03344887,NCT03344887_exc,NCT03344887_exc__item2,2,exclusion,negation,Patients that require emergent release of a RBC transfusion and in whom emergency randomization could not be completed,C1,require emergent release of a RBC transfusion,require emergent release of a RBC transfusion,FALSE,AND,,entity_type=procedure | entity=RBC transfusion | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=procedure | entity=emergent release of a RBC transfusion | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=Emergent release requirement may not be consistently captured as structured patient-level data distinct from receiving an RBC transfusion.,,,,,,
I01035,NCT03344887,NCT03344887_exc,NCT03344887_exc__item2,2,exclusion,negation,Patients that require emergent release of a RBC transfusion and in whom emergency randomization could not be completed,C2,emergency randomization could not be completed,emergency randomization could not be completed,TRUE,,,entity_type=procedure | entity=emergency randomization | operator=not_exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=other | entity=emergency randomization completion | operator=not_exists | value_type=null | value= | unit=None | temporal= | history=None | computability=non_computable | reason=Randomization completion is an operational/trial-process criterion rather than patient clinical data.,,,,,,
I01036,NCT03344887,NCT03344887_exc,NCT03344887_exc__item3,3,exclusion,non_computable,Patients with complex antibody profile in which it is impossible to match RBC units,C1,complex antibody profile,Patients with complex antibody profile,FALSE,AND,,entity_type=condition | entity=complex antibody profile | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,"entity_type=biomarker | entity=complex antibody profile | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=Antibody profile complexity is not precisely defined and may not map to a standardized patient-level data element without additional specification (e.g., specific antibodies/titers).",,,,,,
I01036,NCT03344887,NCT03344887_exc,NCT03344887_exc__item3,3,exclusion,non_computable,Patients with complex antibody profile in which it is impossible to match RBC units,C2,it is impossible to match RBC units,in which it is impossible to match RBC units,FALSE,,,entity_type=other | entity=it is impossible to match RBC units | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=partial | reason=Entity typing is weak and may require later review.,entity_type=procedure | entity=match RBC units | operator=not_exists | value_type=null | value= | unit=None | temporal= | history=None | computability=non_computable | reason=Operational/feasibility determination about blood bank ability to match RBC units rather than a standardized patient clinical attribute.,,,,,,
I01037,NCT03376763,NCT03376763_inc,NCT03376763_inc__item1,1,inclusion,temporal,Subjects must be capable of providing signed and dated written informed consent by date of Visit 0 (-2 week).,C1,subjects must be capable of providing signed and dated written informed consent by date of Visit 0 (-2 week),Subjects must be capable of providing signed and dated written informed consent by date of Visit 0 (-2 week).,FALSE,,,entity_type=other | entity=subjects must be capable of providing signed and dated written informed consent by date of Visit 0 (-2 week) | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=non_computable | reason=Subjective or operational criterion.,"entity_type=other | entity=capable of providing signed and dated written informed consent | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""within"", ""value"": 2, ""unit"": ""week"", ""anchor_event"": ""baseline""} | history=None | computability=non_computable | reason=Informed consent capability/signature is administrative/consent-related and not a patient clinical data element.",,,,,,
I01038,NCT03376763,NCT03376763_inc,NCT03376763_inc__item2,2,inclusion,multi_clause,Male and female aged =19 and < 65 years.,C1,male,Male,FALSE,OR,,entity_type=demographic | entity=male | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,"entity_type=demographic | entity=sex | operator== | value_type=scalar | value=""male"" | unit=None | temporal= | history=None | computability=computable | reason=",,,,,,
I01038,NCT03376763,NCT03376763_inc,NCT03376763_inc__item2,2,inclusion,multi_clause,Male and female aged =19 and < 65 years.,C2,female,female,FALSE,AND,,entity_type=demographic | entity=female | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,"entity_type=demographic | entity=sex | operator== | value_type=scalar | value=""female"" | unit=None | temporal= | history=None | computability=computable | reason=",,,,,,
I01038,NCT03376763,NCT03376763_inc,NCT03376763_inc__item2,2,inclusion,multi_clause,Male and female aged =19 and < 65 years.,C3,aged =19 years,aged =19,FALSE,AND,,entity_type=other | entity=aged =19 years | operator== | value_type=scalar | value=19 | unit=years | temporal= | history=None | computability=computable | reason=,entity_type=demographic | entity=age | operator=>= | value_type=scalar | value=19 | unit=year | temporal= | history=None | computability=computable | reason=,,,,,,
I01038,NCT03376763,NCT03376763_inc,NCT03376763_inc__item2,2,inclusion,multi_clause,Male and female aged =19 and < 65 years.,C4,aged < 65 years,< 65 years,FALSE,,,entity_type=other | entity=aged < 65 years | operator=< | value_type=scalar | value=65 | unit=years | temporal= | history=None | computability=computable | reason=,entity_type=demographic | entity=age | operator=< | value_type=scalar | value=65 | unit=year | temporal= | history=None | computability=computable | reason=,,,,,,
I01039,NCT03376763,NCT03376763_inc,NCT03376763_inc__item3,3,inclusion,temporal,"Subjects diagnosed of schizophrenia as defined by Diagnostic and Statistical Manual of Mental Disorders, 4th edition text revision or 5th edition (DSM-<U+2163>-TR or 5) criteria, and a history of illness for at least for 3 years prior to screening.",C1,diagnosed of schizophrenia as defined by DSM-IV-TR criteria,"Subjects diagnosed of schizophrenia as defined by Diagnostic and Statistical Manual of Mental Disorders, 4th edition text revision or 5th edition (DSM-<U+2163>-TR or 5) criteria",FALSE,OR,,entity_type=condition | entity=schizophrenia | operator=> | value_type=scalar | value=4 | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=condition | entity=schizophrenia (DSM-IV-TR criteria) | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=DSM-IV-TR diagnostic criteria fulfillment may not be explicitly captured as structured patient-level data.,,,,,,
I01039,NCT03376763,NCT03376763_inc,NCT03376763_inc__item3,3,inclusion,temporal,"Subjects diagnosed of schizophrenia as defined by Diagnostic and Statistical Manual of Mental Disorders, 4th edition text revision or 5th edition (DSM-<U+2163>-TR or 5) criteria, and a history of illness for at least for 3 years prior to screening.",C2,diagnosed of schizophrenia as defined by DSM-5 criteria,"Subjects diagnosed of schizophrenia as defined by Diagnostic and Statistical Manual of Mental Disorders, 4th edition text revision or 5th edition (DSM-<U+2163>-TR or 5) criteria",FALSE,AND,,entity_type=condition | entity=schizophrenia | operator=> | value_type=scalar | value=5 | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=condition | entity=schizophrenia (DSM-5 criteria) | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=DSM-5 diagnostic criteria fulfillment may not be explicitly captured as structured patient-level data.,,,,,,
I01039,NCT03376763,NCT03376763_inc,NCT03376763_inc__item3,3,inclusion,temporal,"Subjects diagnosed of schizophrenia as defined by Diagnostic and Statistical Manual of Mental Disorders, 4th edition text revision or 5th edition (DSM-<U+2163>-TR or 5) criteria, and a history of illness for at least for 3 years prior to screening.",C3,history of illness for at least for 3 years prior to screening,a history of illness for at least for 3 years prior to screening,FALSE,,,"entity_type=other | entity=history of illness for at least for 3 years prior to screening | operator=>= | value_type=scalar | value=3 | unit=years | temporal={""relation"": ""before"", ""value"": null, ""unit"": null, ""anchor_event"": ""screening""} | history=prior | computability=computable | reason=","entity_type=condition | entity=schizophrenia illness duration | operator=>= | value_type=scalar | value=3 | unit=year | temporal={""relation"": ""before"", ""value"": null, ""unit"": null, ""anchor_event"": ""screening""} | history=None | computability=partial | reason=Illness duration definition (e.g., since first symptoms vs diagnosis) is not specified; may not be consistently available as structured data.",,,,,,
I01040,NCT03376763,NCT03376763_inc,NCT03376763_inc__item4,4,inclusion,temporal,"Subjects who take atypical antipsychotic drugs, and should be maintained on current antipsychotic drugs (including atypical antipsychotic drugs) and dose for at least 4 weeks prior to the screening.",C1,take atypical antipsychotic drugs,Subjects who take atypical antipsychotic drugs,FALSE,AND,,entity_type=drug | entity=atypical antipsychotic drugs | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=drug | entity=atypical antipsychotic drugs | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,,,,,,
I01040,NCT03376763,NCT03376763_inc,NCT03376763_inc__item4,4,inclusion,temporal,"Subjects who take atypical antipsychotic drugs, and should be maintained on current antipsychotic drugs (including atypical antipsychotic drugs) and dose for at least 4 weeks prior to the screening.",C2,be maintained on current antipsychotic drugs (including atypical antipsychotic drugs),should be maintained on current antipsychotic drugs (including atypical antipsychotic drugs),FALSE,AND,,entity_type=drug | entity=be maintained on current antipsychotic drugs (including atypical antipsychotic drugs) | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,entity_type=drug | entity=current antipsychotic drugs (including atypical antipsychotic drugs) | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=Requires assessing whether the patient is maintained on their current antipsychotic regimen; 'maintained' may not be directly encoded without medication continuity/adherence data.,,,,,,
I01040,NCT03376763,NCT03376763_inc,NCT03376763_inc__item4,4,inclusion,temporal,"Subjects who take atypical antipsychotic drugs, and should be maintained on current antipsychotic drugs (including atypical antipsychotic drugs) and dose for at least 4 weeks prior to the screening.",C3,be maintained on current dose for at least 4 weeks prior to the screening,and dose for at least 4 weeks prior to the screening.,FALSE,,,"entity_type=other | entity=be maintained on current dose for at least 4 weeks prior to the screening | operator=>= | value_type=scalar | value=4 | unit=weeks | temporal={""relation"": ""before"", ""value"": null, ""unit"": null, ""anchor_event"": ""screening""} | history=current | computability=computable | reason=","entity_type=drug | entity=current dose (antipsychotic drugs) | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""within"", ""value"": 4, ""unit"": ""week"", ""anchor_event"": ""screening""} | history=stable_dose | computability=partial | reason=Dose stability/maintenance for the specified duration may not be fully computable without longitudinal dose records and adherence/continuity confirmation.",,,,,,
I01041,NCT03376763,NCT03376763_inc,NCT03376763_inc__item5,5,inclusion,non_computable,"Subjects who need antipsychotic treatment (other than clozapine), and would be stable when switching to long-acting injectable aripiprazole in the investigator's judgement.",C1,need antipsychotic treatment (other than clozapine),need antipsychotic treatment (other than clozapine),FALSE,AND,,entity_type=procedure | entity=need antipsychotic treatment (other than clozapine) | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=therapy | entity=antipsychotic treatment (other than clozapine) | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=partial | reason=The phrase 'need' indicates clinical judgment/indication; also specifies exclusion of clozapine without explicitly stating current/planned medication details.,,,,,,
I01041,NCT03376763,NCT03376763_inc,NCT03376763_inc__item5,5,inclusion,non_computable,"Subjects who need antipsychotic treatment (other than clozapine), and would be stable when switching to long-acting injectable aripiprazole in the investigator's judgement.",C2,would be stable when switching to long-acting injectable aripiprazole in the investigator's judgement,would be stable when switching to long-acting injectable aripiprazole in the investigator's judgement,FALSE,,,entity_type=other | entity=would be stable when switching to long-acting injectable aripiprazole in the investigator's judgement | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=partial | reason=Entity typing is weak and may require later review.,entity_type=observation | entity=stable when switching to long-acting injectable aripiprazole in the investigator's judgement | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=non_computable | reason=Requires investigator judgment of stability when switching therapy; not a directly measurable patient-level data element without a defined scale.,,,,,,
I01042,NCT03376763,NCT03376763_inc,NCT03376763_inc__item6,6,inclusion,non_computable,"Subjects must exhibit willingness, physiologic capability, and an educational level sufficient to comply with all protocol procedures.",C1,willingness to comply with all protocol procedures,"Subjects must exhibit willingness, physiologic capability, and an educational level sufficient to comply with all protocol procedures.",FALSE,AND,,entity_type=other | entity=willingness to comply with all protocol procedures | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=non_computable | reason=Subjective or operational criterion.,entity_type=other | entity=willingness to comply with all protocol procedures | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=non_computable | reason=Requires subjective assessment of willingness/compliance.,,,,,,
I01042,NCT03376763,NCT03376763_inc,NCT03376763_inc__item6,6,inclusion,non_computable,"Subjects must exhibit willingness, physiologic capability, and an educational level sufficient to comply with all protocol procedures.",C2,physiologic capability to comply with all protocol procedures,"Subjects must exhibit willingness, physiologic capability, and an educational level sufficient to comply with all protocol procedures.",FALSE,AND,,entity_type=other | entity=physiologic capability to comply with all protocol procedures | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=non_computable | reason=Subjective or operational criterion.,entity_type=other | entity=physiologic capability to comply with all protocol procedures | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=partial | reason=Physiologic capability is not operationalized into specific measurable clinical parameters.,,,,,,
I01042,NCT03376763,NCT03376763_inc,NCT03376763_inc__item6,6,inclusion,non_computable,"Subjects must exhibit willingness, physiologic capability, and an educational level sufficient to comply with all protocol procedures.",C3,an educational level sufficient to comply with all protocol procedures,"Subjects must exhibit willingness, physiologic capability, and an educational level sufficient to comply with all protocol procedures.",FALSE,,,entity_type=other | entity=an educational level sufficient to comply with all protocol procedures | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=non_computable | reason=Subjective or operational criterion.,entity_type=demographic | entity=educational level sufficient to comply with all protocol procedures | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=partial | reason=Educational level sufficiency is subjective and lacks a defined threshold or measurable scale.,,,,,,
I01043,NCT03376763,NCT03376763_exc,NCT03376763_exc__item1,1,exclusion,temporal,Subject who showed medically significant adverse events or intolerance with aripiprazole during screening period or as prior experiences.,C1,showed medically significant adverse events with aripiprazole during screening period,Subject who showed medically significant adverse events or intolerance with aripiprazole during screening period or as prior experiences.,FALSE,OR,,"entity_type=condition | entity=adverse events | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""during"", ""value"": null, ""unit"": null, ""anchor_event"": ""screening""} | history=None | computability=computable | reason=","entity_type=observation | entity=medically significant adverse events with aripiprazole | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""during"", ""value"": null, ""unit"": null, ""anchor_event"": ""screening""} | history=current | computability=partial | reason=Medically significant adverse events and attribution to aripiprazole may not be consistently captured as structured patient-level data.",,,,,,
I01043,NCT03376763,NCT03376763_exc,NCT03376763_exc__item1,1,exclusion,temporal,Subject who showed medically significant adverse events or intolerance with aripiprazole during screening period or as prior experiences.,C2,showed intolerance with aripiprazole during screening period,Subject who showed medically significant adverse events or intolerance with aripiprazole during screening period or as prior experiences.,FALSE,OR,,"entity_type=condition | entity=intolerance | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""during"", ""value"": null, ""unit"": null, ""anchor_event"": ""screening""} | history=None | computability=computable | reason=","entity_type=observation | entity=intolerance with aripiprazole | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""during"", ""value"": null, ""unit"": null, ""anchor_event"": ""screening""} | history=current | computability=partial | reason=Drug intolerance and attribution to aripiprazole may be variably documented and not reliably structured.",,,,,,
I01043,NCT03376763,NCT03376763_exc,NCT03376763_exc__item1,1,exclusion,temporal,Subject who showed medically significant adverse events or intolerance with aripiprazole during screening period or as prior experiences.,C3,showed medically significant adverse events with aripiprazole as prior experiences,Subject who showed medically significant adverse events or intolerance with aripiprazole during screening period or as prior experiences.,FALSE,OR,,"entity_type=condition | entity=adverse events | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""during"", ""value"": null, ""unit"": null, ""anchor_event"": ""screening""} | history=None | computability=computable | reason=",entity_type=observation | entity=medically significant adverse events with aripiprazole | operator=exists | value_type=null | value= | unit=None | temporal= | history=prior | computability=partial | reason=Medically significant adverse events and attribution to aripiprazole may not be consistently captured as structured patient-level data.,,,,,,
I01043,NCT03376763,NCT03376763_exc,NCT03376763_exc__item1,1,exclusion,temporal,Subject who showed medically significant adverse events or intolerance with aripiprazole during screening period or as prior experiences.,C4,showed intolerance with aripiprazole as prior experiences,Subject who showed medically significant adverse events or intolerance with aripiprazole during screening period or as prior experiences.,FALSE,,,"entity_type=condition | entity=intolerance | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""during"", ""value"": null, ""unit"": null, ""anchor_event"": ""screening""} | history=None | computability=computable | reason=",entity_type=observation | entity=intolerance with aripiprazole | operator=exists | value_type=null | value= | unit=None | temporal= | history=prior | computability=partial | reason=Drug intolerance and attribution to aripiprazole may be variably documented and not reliably structured.,,,,,,
I01044,NCT03376763,NCT03376763_exc,NCT03376763_exc__item2,2,exclusion,multi_clause,"Subjects with a current DSM-<U+2163>-TR or 5 diagnosis other than schizophrenia, including schizoaffective disorder, major depressive disorder, bipolar disorder, delirium, dementia, amnesia, Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders.",C1,current DSM-<U+2163>-TR diagnosis other than schizophrenia,Subjects with a current DSM-<U+2163>-TR or 5 diagnosis other than schizophrenia,FALSE,OR,,entity_type=condition | entity=schizophrenia | operator=> | value_type=scalar | value=2163 | unit=None | temporal= | history=current | computability=computable | reason=,entity_type=condition | entity=current DSM-IV-TR diagnosis other than schizophrenia | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=Requires determining whether any DSM-IV-TR diagnosis is 'other than schizophrenia' (set complement not explicitly enumerated).,,,,,,
I01044,NCT03376763,NCT03376763_exc,NCT03376763_exc__item2,2,exclusion,multi_clause,"Subjects with a current DSM-<U+2163>-TR or 5 diagnosis other than schizophrenia, including schizoaffective disorder, major depressive disorder, bipolar disorder, delirium, dementia, amnesia, Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders.",C2,current DSM-5 diagnosis other than schizophrenia,Subjects with a current DSM-<U+2163>-TR or 5 diagnosis other than schizophrenia,FALSE,AND,,entity_type=condition | entity=schizophrenia | operator=> | value_type=scalar | value=5 | unit=None | temporal= | history=current | computability=computable | reason=,entity_type=condition | entity=current DSM-5 diagnosis other than schizophrenia | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=Requires determining whether any DSM-5 diagnosis is 'other than schizophrenia' (set complement not explicitly enumerated).,,,,,,
I01044,NCT03376763,NCT03376763_exc,NCT03376763_exc__item2,2,exclusion,multi_clause,"Subjects with a current DSM-<U+2163>-TR or 5 diagnosis other than schizophrenia, including schizoaffective disorder, major depressive disorder, bipolar disorder, delirium, dementia, amnesia, Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders.",C3,schizoaffective disorder,"including schizoaffective disorder, major depressive disorder, bipolar disorder, delirium, dementia, amnesia, Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders",FALSE,OR,,entity_type=condition | entity=schizoaffective disorder | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=condition | entity=schizoaffective disorder | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,,,,,,
I01044,NCT03376763,NCT03376763_exc,NCT03376763_exc__item2,2,exclusion,multi_clause,"Subjects with a current DSM-<U+2163>-TR or 5 diagnosis other than schizophrenia, including schizoaffective disorder, major depressive disorder, bipolar disorder, delirium, dementia, amnesia, Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders.",C4,major depressive disorder,"including schizoaffective disorder, major depressive disorder, bipolar disorder, delirium, dementia, amnesia, Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders",FALSE,OR,,entity_type=condition | entity=major depressive disorder | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=condition | entity=major depressive disorder | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,,,,,,
I01044,NCT03376763,NCT03376763_exc,NCT03376763_exc__item2,2,exclusion,multi_clause,"Subjects with a current DSM-<U+2163>-TR or 5 diagnosis other than schizophrenia, including schizoaffective disorder, major depressive disorder, bipolar disorder, delirium, dementia, amnesia, Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders.",C5,bipolar disorder,"including schizoaffective disorder, major depressive disorder, bipolar disorder, delirium, dementia, amnesia, Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders",FALSE,OR,,entity_type=condition | entity=bipolar disorder | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=condition | entity=bipolar disorder | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,,,,,,
I01044,NCT03376763,NCT03376763_exc,NCT03376763_exc__item2,2,exclusion,multi_clause,"Subjects with a current DSM-<U+2163>-TR or 5 diagnosis other than schizophrenia, including schizoaffective disorder, major depressive disorder, bipolar disorder, delirium, dementia, amnesia, Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders.",C6,delirium,"including schizoaffective disorder, major depressive disorder, bipolar disorder, delirium, dementia, amnesia, Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders",FALSE,OR,,entity_type=condition | entity=delirium | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=condition | entity=delirium | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,,,,,,
I01044,NCT03376763,NCT03376763_exc,NCT03376763_exc__item2,2,exclusion,multi_clause,"Subjects with a current DSM-<U+2163>-TR or 5 diagnosis other than schizophrenia, including schizoaffective disorder, major depressive disorder, bipolar disorder, delirium, dementia, amnesia, Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders.",C7,dementia,"including schizoaffective disorder, major depressive disorder, bipolar disorder, delirium, dementia, amnesia, Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders",FALSE,OR,,entity_type=condition | entity=dementia | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=condition | entity=dementia | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,,,,,,
I01044,NCT03376763,NCT03376763_exc,NCT03376763_exc__item2,2,exclusion,multi_clause,"Subjects with a current DSM-<U+2163>-TR or 5 diagnosis other than schizophrenia, including schizoaffective disorder, major depressive disorder, bipolar disorder, delirium, dementia, amnesia, Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders.",C8,amnesia,"including schizoaffective disorder, major depressive disorder, bipolar disorder, delirium, dementia, amnesia, Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders",FALSE,OR,,entity_type=condition | entity=amnesia | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=condition | entity=amnesia | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,,,,,,
I01044,NCT03376763,NCT03376763_exc,NCT03376763_exc__item2,2,exclusion,multi_clause,"Subjects with a current DSM-<U+2163>-TR or 5 diagnosis other than schizophrenia, including schizoaffective disorder, major depressive disorder, bipolar disorder, delirium, dementia, amnesia, Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders.",C9,Borderline personality disorder,"including schizoaffective disorder, major depressive disorder, bipolar disorder, delirium, dementia, amnesia, Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders",FALSE,OR,,"entity_type=condition | entity=Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=",entity_type=condition | entity=Borderline personality disorder | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,,,,,,
I01044,NCT03376763,NCT03376763_exc,NCT03376763_exc__item2,2,exclusion,multi_clause,"Subjects with a current DSM-<U+2163>-TR or 5 diagnosis other than schizophrenia, including schizoaffective disorder, major depressive disorder, bipolar disorder, delirium, dementia, amnesia, Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders.",C10,Paranoid personality disorder,"including schizoaffective disorder, major depressive disorder, bipolar disorder, delirium, dementia, amnesia, Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders",FALSE,OR,,"entity_type=condition | entity=Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=",entity_type=condition | entity=Paranoid personality disorder | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,,,,,,
I01044,NCT03376763,NCT03376763_exc,NCT03376763_exc__item2,2,exclusion,multi_clause,"Subjects with a current DSM-<U+2163>-TR or 5 diagnosis other than schizophrenia, including schizoaffective disorder, major depressive disorder, bipolar disorder, delirium, dementia, amnesia, Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders.",C11,Histrionic personality disorder,"including schizoaffective disorder, major depressive disorder, bipolar disorder, delirium, dementia, amnesia, Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders",FALSE,OR,,"entity_type=condition | entity=Borderline, Paranoid, Histrionic, Schizotypal, Schizoid, Antisocial or other cognitive or personality disorders | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=",entity_type=condition | entity=Histrionic personality disorder | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,,,,,,
