plan_id,branch_to_update,criterion_id,final_decision,selected_source,apply_status,apply_action,skip_reason,changed_fields,old_entity_text,new_entity_text,old_operator,new_operator,old_value_type,new_value_type,old_value,new_value,old_unit,new_unit,old_computability,new_computability,local_validation_status,local_validation_reasons,decision,old_negated,new_negated,selection_reason,confidence
A__NCT00319748_exc__item12_C1__A_main_llm_rescue__entity_regrounding,A,NCT00319748_exc__item12_C1,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_type"", ""non_computable_reason""]",uncontrolled intercurrent illness,uncontrolled intercurrent illness,exists,exists,null,null,,,,,partial,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT00319748_exc__item12_C2__A_main_llm_rescue__entity_regrounding,A,NCT00319748_exc__item12_C2,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_type"", ""non_computable_reason""]",uncontrolled chronic illness,uncontrolled chronic illness,exists,exists,null,null,,,,,partial,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT00319748_exc__item1_C1__A_main_llm_rescue__entity_regrounding,A,NCT00319748_exc__item1_C1,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""entity_type"", ""history_context"", ""computability"", ""non_computable_reason""]",therapy,prior/concurrent therapy,exists,exists,null,null,,,,,computable,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT00319748_inc__item14_C1__A_main_llm_rescue__entity_type_reclassification,A,NCT00319748_inc__item14_C1,human_review,B_current,skipped,no_update,not_applicable_final_decision:human_review,[],metastatic disease,metastatic disease,exists,exists,null,null,,,,,computable,computable,fail,"[""entity_text_not_in_source_context""]",human_review,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,low
A__NCT00319748_inc__item18_C3__A_main_llm_rescue__entity_regrounding,A,NCT00319748_inc__item18_C3,human_review,B_current,skipped,no_update,not_applicable_final_decision:human_review,[],endometrial cancer is not amenable to curative treatment with surgery,endometrial cancer is not amenable to curative treatment with surgery,exists,exists,null,null,,,,,non_computable,non_computable,fail,"[""entity_text_not_in_source_context""]",human_review,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,low
A__NCT00319748_inc__item18_C4__A_main_llm_rescue__entity_regrounding,A,NCT00319748_inc__item18_C4,human_review,B_current,skipped,no_update,not_applicable_final_decision:human_review,[],endometrial cancer is not amenable to curative treatment with radiation therapy,endometrial cancer is not amenable to curative treatment with radiation therapy,exists,exists,null,null,,,,,non_computable,non_computable,fail,"[""entity_text_not_in_source_context""]",human_review,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,low
A__NCT00319748_inc__item20_C7__A_main_llm_rescue__entity_regrounding,A,NCT00319748_inc__item20_C7,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_type"", ""history_context"", ""computability"", ""non_computable_reason""]",disease is not amenable to curative treatment with surgery,disease is not amenable to curative treatment with surgery,exists,exists,null,null,,,,,non_computable,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT00319748_inc__item20_C8__A_main_llm_rescue__entity_regrounding,A,NCT00319748_inc__item20_C8,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_type"", ""history_context"", ""computability"", ""non_computable_reason""]",disease is not amenable to curative treatment with radiation therapy,disease is not amenable to curative treatment with radiation therapy,exists,exists,null,null,,,,,non_computable,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT00319748_inc__item4_C3__A_main_llm_rescue__entity_regrounding,A,NCT00319748_inc__item4_C3,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""entity_type"", ""temporal_context"", ""non_computable_reason""]",willing to use adequate contraception prior to study entry,"willing to use adequate contraception (hormonal, barrier method, abstinence)",exists,exists,null,null,,,,,non_computable,non_computable,pass,[],select_candidate,,,"Branch A was flagged; corresponding Branch B was routed to De Jure rescue, but no validated De Jure replacement was available. Falling back to raw B_current as the semantic substitute for Branch A, subject to local validation.",medium
A__NCT00319748_inc__item4_C4__A_main_llm_rescue__entity_regrounding,A,NCT00319748_inc__item4_C4,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_type"", ""temporal_context"", ""non_computable_reason""]",willing to use adequate contraception for the duration of study participation,willing to use adequate contraception for the duration of study participation,exists,exists,null,null,,,,,non_computable,non_computable,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT00445029_exc__item10_C2__A_main_llm_rescue__entity_regrounding,A,NCT00445029_exc__item10_C2,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_type"", ""computability"", ""non_computable_reason""]",personal situation judged by the investigator as could constitute a risk for the patient,personal situation judged by the investigator as could constitute a risk for the patient,exists,exists,null,null,,,,,partial,non_computable,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT00445029_exc__item11_C1__A_main_llm_rescue__entity_regrounding,A,NCT00445029_exc__item11_C1,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""computability"", ""non_computable_reason""]",linguistic barrier preventing the patient from signing the consent form,linguistic barrier preventing the patient from signing the consent form,exists,exists,null,null,,,,,partial,non_computable,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT00445029_exc__item12_C1__A_main_llm_rescue__entity_regrounding,A,NCT00445029_exc__item12_C1,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""entity_type"", ""history_context"", ""non_computable_reason""]",patient still in an exclusion period following participation in another clinical trial,still in an exclusion period following participation in another clinical trial,exists,exists,null,null,,,,,partial,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT00445029_exc__item13_C1__A_main_llm_rescue__entity_regrounding,A,NCT00445029_exc__item13_C1,human_review,B_current,skipped,no_update,not_applicable_final_decision:human_review,[],"having earned more than 4500€ in indemnities for participation in clinical trials during the previous 12 months, including this study","having earned more than 4500€ in indemnities for participation in clinical trials during the previous 12 months, including this study",exists,exists,null,null,,,,,partial,partial,fail,"[""entity_text_not_in_source_context""]",human_review,,,"Branch A was flagged; corresponding Branch B was routed to De Jure rescue, but no validated De Jure replacement was available. Falling back to raw B_current as the semantic substitute for Branch A, subject to local validation.",low
A__NCT00445029_exc__item3_C1__A_main_llm_rescue__entity_regrounding,A,NCT00445029_exc__item3_C1,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""history_context"", ""computability"", ""non_computable_reason""]",disease,clinically significant disease,exists,exists,null,null,,,,,computable,partial,pass,[],select_candidate,,,"Branch A was flagged; corresponding Branch B was routed to De Jure rescue, but no validated De Jure replacement was available. Falling back to raw B_current as the semantic substitute for Branch A, subject to local validation.",medium
A__NCT00445029_exc__item3_C2__A_main_llm_rescue__entity_regrounding,A,NCT00445029_exc__item3_C2,human_review,B_current,skipped,no_update,not_applicable_final_decision:human_review,[],clinically significant disease that is chronic,clinically significant disease that is chronic,exists,exists,null,null,,,,,partial,partial,fail,"[""entity_text_not_in_source_context""]",human_review,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,low
A__NCT00445029_exc__item3_C3__A_main_llm_rescue__entity_regrounding,A,NCT00445029_exc__item3_C3,human_review,B_current,skipped,no_update,not_applicable_final_decision:human_review,[],clinically significant disease that is recurrent,clinically significant disease that is recurrent,exists,exists,null,null,,,,,partial,partial,fail,"[""entity_text_not_in_source_context""]",human_review,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,low
A__NCT00445029_exc__item3_C4__A_main_llm_rescue__entity_regrounding,A,NCT00445029_exc__item3_C4,human_review,B_current,skipped,no_update,not_applicable_final_decision:human_review,[],clinically significant disease that is active,clinically significant disease that is active,exists,exists,null,null,,,,,partial,partial,fail,"[""entity_text_not_in_source_context""]",human_review,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,low
A__NCT00445029_exc__item5_C1__A_main_llm_rescue__entity_regrounding,A,NCT00445029_exc__item5_C1,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""history_context"", ""computability"", ""non_computable_reason""]",local drug use which interacts with the outcome measures,local drug use which interacts with the outcome measures,exists,exists,null,null,,,,,computable,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT00445029_exc__item6_C2__A_main_llm_rescue__entity_regrounding,A,NCT00445029_exc__item6_C2,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""entity_type"", ""temporal_context"", ""non_computable_reason""]","exposure to UV radiations, 15 days before the patch testing",exposure to UV radiations,exists,exists,null,null,,,,,partial,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT00445029_exc__item7_C2__A_main_llm_rescue__entity_regrounding,A,NCT00445029_exc__item7_C2,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""entity_type"", ""computability"", ""non_computable_reason""]",patients in custody,in custody,exists,exists,null,null,,,,,partial,non_computable,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT00445029_exc__item7_C3__A_main_llm_rescue__entity_regrounding,A,NCT00445029_exc__item7_C3,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""entity_type"", ""computability"", ""non_computable_reason""]",patients subject to a tutorial decision,subject to a tutorial decision,exists,exists,null,null,,,,,partial,non_computable,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT00445029_exc__item7_C4__A_main_llm_rescue__entity_regrounding,A,NCT00445029_exc__item7_C4,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""entity_type"", ""computability"", ""non_computable_reason""]",patients subject to a judiciary decision,subject to a judiciary decision,exists,exists,null,null,,,,,partial,non_computable,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT00445029_exc__item7_C5__A_main_llm_rescue__entity_regrounding,A,NCT00445029_exc__item7_C5,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""entity_type"", ""computability"", ""non_computable_reason""]",patients subject to an administrative decision,subject to an administrative decision,exists,exists,null,null,,,,,partial,non_computable,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT00445029_inc__item3_C1__A_main_llm_rescue__entity_regrounding,A,NCT00445029_inc__item3_C1,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""entity_type"", ""operator"", ""value"", ""value_type"", ""computability"", ""non_computable_reason""]",both genders are eligible for study,gender,exists,in,null,list,,"[""male"", ""female""]",,,partial,computable,pass,[],select_candidate,,,Branch A was flagged; corresponding Branch B was also routed to De Jure rescue. Using validated Branch B result from source=B_current.,high
A__NCT00445029_inc__item6_C1__A_main_llm_rescue__entity_regrounding,A,NCT00445029_inc__item6_C1,human_review,B_current,skipped,no_update,not_applicable_final_decision:human_review,[],participants must be able to understand the Informed Consent,participants must be able to understand the Informed Consent,exists,exists,null,null,,,,,non_computable,non_computable,fail,"[""entity_text_not_in_source_context""]",human_review,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,low
A__NCT00445029_inc__item6_C2__A_main_llm_rescue__entity_regrounding,A,NCT00445029_inc__item6_C2,human_review,B_current,skipped,no_update,not_applicable_final_decision:human_review,[],participants must be able to sign the Informed Consent,participants must be able to sign the Informed Consent,exists,exists,null,null,,,,,non_computable,non_computable,fail,"[""entity_text_not_in_source_context""]",human_review,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,low
A__NCT00445029_inc__item6_C3__A_main_llm_rescue__entity_regrounding,A,NCT00445029_inc__item6_C3,human_review,B_current,skipped,no_update,not_applicable_final_decision:human_review,[],participants must be able to comply with all aspects of the protocol,participants must be able to comply with all aspects of the protocol,exists,exists,null,null,,,,,non_computable,non_computable,fail,"[""entity_text_not_in_source_context""]",human_review,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,low
A__NCT00445029_inc__item7_C2__A_main_llm_rescue__entity_regrounding,A,NCT00445029_inc__item7_C2,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""computability"", ""non_computable_reason""]",patients must have a health insurance coverage,health insurance coverage,exists,exists,null,null,,,,,partial,non_computable,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT00461136_exc__item16_C1__A_main_llm_rescue__entity_regrounding,A,NCT00461136_exc__item16_C1,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""entity_type"", ""temporal_context"", ""history_context"", ""non_computable_reason""]",participation in any clinical investigation within 4 weeks prior to dosing,participation in any clinical investigation,exists,exists,null,null,,,,,partial,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT00461136_exc__item17_C1__A_main_llm_rescue__entity_regrounding,A,NCT00461136_exc__item17_C1,human_review,B_current,skipped,no_update,not_applicable_final_decision:human_review,[],donation of 400 mL or more of blood within 8 weeks prior to dosing,donation of 400 mL or more of blood within 8 weeks prior to dosing,exists,exists,null,null,,,,,partial,partial,fail,"[""existence_operator_with_non_null_value_type"", ""entity_text_not_in_source_context""]",human_review,,,"Branch A was flagged; corresponding Branch B was routed to De Jure rescue, but no validated De Jure replacement was available. Falling back to raw B_current as the semantic substitute for Branch A, subject to local validation.",low
A__NCT00461136_exc__item17_C2__A_main_llm_rescue__entity_regrounding,A,NCT00461136_exc__item17_C2,human_review,B_current,skipped,no_update,not_applicable_final_decision:human_review,[],loss of 400 mL or more of blood within 8 weeks prior to dosing,loss of 400 mL or more of blood within 8 weeks prior to dosing,exists,exists,null,null,,,,,partial,partial,fail,"[""existence_operator_with_non_null_value_type"", ""entity_text_not_in_source_context""]",human_review,,,"Branch A was flagged; corresponding Branch B was routed to De Jure rescue, but no validated De Jure replacement was available. Falling back to raw B_current as the semantic substitute for Branch A, subject to local validation.",low
A__NCT00461136_exc__item19_C1__A_main_llm_rescue__entity_regrounding,A,NCT00461136_exc__item19_C1,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""entity_type"", ""computability"", ""non_computable_reason""]",any surgical condition which might significantly alter the absorption of study drugs,Any surgical condition which might significantly alter the absorption of study drugs,exists,exists,null,null,,,,,computable,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT00461136_exc__item19_C2__A_main_llm_rescue__entity_regrounding,A,NCT00461136_exc__item19_C2,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""entity_type"", ""computability"", ""non_computable_reason""]",any medical condition which might significantly alter the absorption of study drugs,Any medical condition which might significantly alter the absorption of study drugs,exists,exists,null,null,,,,,computable,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT00461136_exc__item19_C3__A_main_llm_rescue__entity_regrounding,A,NCT00461136_exc__item19_C3,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""entity_type"", ""computability"", ""non_computable_reason""]",any surgical condition which might significantly alter the distribution of study drugs,Any surgical condition which might significantly alter the distribution of study drugs,exists,exists,null,null,,,,,computable,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT00461136_exc__item19_C4__A_main_llm_rescue__entity_regrounding,A,NCT00461136_exc__item19_C4,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""entity_type"", ""computability"", ""non_computable_reason""]",any medical condition which might significantly alter the distribution of study drugs,Any medical condition which might significantly alter the distribution of study drugs,exists,exists,null,null,,,,,computable,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT00461136_exc__item19_C5__A_main_llm_rescue__entity_regrounding,A,NCT00461136_exc__item19_C5,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""entity_type"", ""computability"", ""non_computable_reason""]",any surgical condition which might significantly alter the metabolism of study drugs,Any surgical condition which might significantly alter the metabolism of study drugs,exists,exists,null,null,,,,,computable,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT00461136_exc__item19_C6__A_main_llm_rescue__entity_regrounding,A,NCT00461136_exc__item19_C6,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""entity_type"", ""computability"", ""non_computable_reason""]",any medical condition which might significantly alter the metabolism of study drugs,Any medical condition which might significantly alter the metabolism of study drugs,exists,exists,null,null,,,,,computable,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT00461136_exc__item19_C7__A_main_llm_rescue__entity_regrounding,A,NCT00461136_exc__item19_C7,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""entity_type"", ""computability"", ""non_computable_reason""]",any surgical condition which might significantly alter the excretion of study drugs,Any surgical condition which might significantly alter the excretion of study drugs,exists,exists,null,null,,,,,computable,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT00461136_exc__item19_C8__A_main_llm_rescue__entity_regrounding,A,NCT00461136_exc__item19_C8,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""entity_type"", ""computability"", ""non_computable_reason""]",any medical condition which might significantly alter the excretion of study drugs,Any medical condition which might significantly alter the excretion of study drugs,exists,exists,null,null,,,,,computable,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT00461136_exc__item28_C1__A_main_llm_rescue__entity_regrounding,A,NCT00461136_exc__item28_C1,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""computability"", ""non_computable_reason""]",any condition that in the opinion of the investigator would jeopardize the evaluation of efficacy or safety,Any condition that in the opinion of the investigator would jeopardize the evaluation of efficacy or safety,exists,exists,null,null,,,,,partial,non_computable,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT00461136_exc__item28_C2__A_main_llm_rescue__entity_regrounding,A,NCT00461136_exc__item28_C2,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""computability"", ""non_computable_reason""]",any condition that in the opinion of the Novartis medical monitor would jeopardize the evaluation of efficacy or safety,Any condition that in the opinion of the Novartis medical monitor would jeopardize the evaluation of efficacy or safety,exists,exists,null,null,,,,,partial,non_computable,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT00461136_exc__item31_C1__A_main_llm_rescue__entity_regrounding,A,NCT00461136_exc__item31_C1,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""entity_type"", ""computability"", ""non_computable_reason""]","any surgical or medical condition that, in the opinion of the investigator, may place the patient at higher risk from his/her participation in the study","Any surgical or medical condition that, in the opinion of the investigator, may place the patient at higher risk from his/her participation in the study",exists,exists,null,null,,,,,partial,non_computable,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT00461136_exc__item31_C2__A_main_llm_rescue__entity_regrounding,A,NCT00461136_exc__item31_C2,human_review,B_current,skipped,no_update,not_applicable_final_decision:human_review,[],any surgical or medical condition that is likely to prevent the patient from complying with the requirements of the study,any surgical or medical condition that is likely to prevent the patient from complying with the requirements of the study,exists,exists,null,null,,,,,partial,partial,fail,"[""entity_text_not_in_source_context""]",human_review,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,low
A__NCT00461136_exc__item31_C3__A_main_llm_rescue__entity_regrounding,A,NCT00461136_exc__item31_C3,human_review,B_current,skipped,no_update,not_applicable_final_decision:human_review,[],any surgical or medical condition that is likely to prevent the patient from completing the study,any surgical or medical condition that is likely to prevent the patient from completing the study,exists,exists,null,null,,,,,partial,partial,fail,"[""entity_text_not_in_source_context""]",human_review,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,low
A__NCT00461136_exc__item32_C1__A_main_llm_rescue__entity_regrounding,A,NCT00461136_exc__item32_C1,select_candidate,B_dejure_best,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""computability"", ""non_computable_reason""]",use of any prescription drug which is prohibited by the protocol,any prescription drug or over-the-counter (OTC) medication which is prohibited by the protocol,exists,exists,null,null,,,,,computable,non_computable,pass,[],select_candidate,,,Branch A was flagged; corresponding Branch B was also routed to De Jure rescue. Using validated Branch B result from source=LLM_candidate_1.,high
A__NCT00461136_exc__item32_C2__A_main_llm_rescue__entity_regrounding,A,NCT00461136_exc__item32_C2,select_candidate,B_dejure_best,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""entity_type"", ""computability"", ""non_computable_reason""]",use of any over-the-counter (OTC) medication which is prohibited by the protocol,any prescription drug or over-the-counter (OTC) medication which is prohibited by the protocol,exists,exists,null,null,,,,,partial,non_computable,pass,[],select_candidate,,,Branch A was flagged; corresponding Branch B was also routed to De Jure rescue. Using validated Branch B result from source=LLM_candidate_1.,high
A__NCT00461136_exc__item33_C1__A_main_llm_rescue__entity_regrounding,A,NCT00461136_exc__item33_C1,human_review,B_current,skipped,no_update,not_applicable_final_decision:human_review,[],previously participated in any Aliskiren study,previously participated in any Aliskiren study,exists,exists,null,null,,,,,non_computable,non_computable,fail,"[""entity_text_not_in_source_context""]",human_review,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,low
A__NCT00461136_exc__item3_C2__A_main_llm_rescue__entity_regrounding,A,NCT00461136_exc__item3_C2,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_type"", ""history_context"", ""computability"", ""non_computable_reason""]",kidney disease caused by diabetes,kidney disease caused by diabetes,not_exists,not_exists,null,null,,,,,computable,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT00461136_inc__item10_C2__A_main_llm_rescue__entity_regrounding,A,NCT00461136_inc__item10_C2,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""non_computable_reason""]",able to comply with the requirements of the study,comply with the requirements of the study,exists,exists,null,null,,,,,non_computable,non_computable,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT00461136_inc__item3_C2__A_main_llm_rescue__entity_regrounding,A,NCT00461136_inc__item3_C2,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_type"", ""history_context"", ""non_computable_reason""]",GFR estimated using Modification of Diet in Renal Disease (MDRD) formula,GFR estimated using Modification of Diet in Renal Disease (MDRD) formula,exists,exists,null,null,,,,,partial,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT00461136_inc__item3_C3__A_main_llm_rescue__entity_regrounding,A,NCT00461136_inc__item3_C3,human_review,B_current,skipped,no_update,not_applicable_final_decision:human_review,[],GFR measurement in the last 4 months,GFR measurement in the last 4 months,exists,exists,null,null,,,,,partial,partial,fail,"[""entity_text_not_in_source_context""]",human_review,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,low
A__NCT00461136_inc__item6_C2__A_main_llm_rescue__entity_regrounding,A,NCT00461136_inc__item6_C2,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""entity_type"", ""operator"", ""value"", ""value_type"", ""unit"", ""temporal_context"", ""history_context"", ""computability"", ""non_computable_reason""]",patients must be on stable hypoglycemic medications for at least 8 weeks prior to Visit 2 ( Day -1),hypoglycemic medications,>=,exists,scalar,null,8,,weeks,,computable,partial,pass,[],select_candidate,,,"Branch A was flagged; corresponding Branch B was routed to De Jure rescue, but no validated De Jure replacement was available. Falling back to raw B_current as the semantic substitute for Branch A, subject to local validation.",medium
A__NCT00461136_inc__item7_C1__A_main_llm_rescue__entity_regrounding,A,NCT00461136_inc__item7_C1,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""temporal_context"", ""non_computable_reason""]",patients must be willing to discontinue all Angiotensin-converting enzyme inhibitor (ACEI) medications for the duration of the study,willing to discontinue all Angiotensin-converting enzyme inhibitor (ACEI) medications,exists,exists,null,null,,,,,non_computable,non_computable,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT00461136_inc__item7_C2__A_main_llm_rescue__entity_regrounding,A,NCT00461136_inc__item7_C2,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""temporal_context"", ""computability"", ""non_computable_reason""]",patients must be medically able to discontinue all Angiotensin-converting enzyme inhibitor (ACEI) medications for the duration of the study,medically able to discontinue all Angiotensin-converting enzyme inhibitor (ACEI) medications,exists,exists,null,null,,,,,non_computable,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
